dtype,batch,seq,heads,dim,scale,method,rows,repeats,seed,input_read_only,input_working_set_bytes,logical_io_bytes,run1_count,run1_median_us,run1_mean_us,run1_minimum_us,run1_maximum_us,run1_population_stddev_us,run1_cv_percent,run1_range_over_median_percent,run2_count,run2_median_us,run2_mean_us,run2_minimum_us,run2_maximum_us,run2_population_stddev_us,run2_cv_percent,run2_range_over_median_percent,run3_count,run3_median_us,run3_mean_us,run3_minimum_us,run3_maximum_us,run3_population_stddev_us,run3_cv_percent,run3_range_over_median_percent,across_run_medians_count,across_run_medians_median_us,across_run_medians_mean_us,across_run_medians_minimum_us,across_run_medians_maximum_us,across_run_medians_population_stddev_us,across_run_medians_cv_percent,across_run_medians_range_over_median_percent,comparison_role,run1_baseline_over_candidate,run1_time_reduction_percent,run2_baseline_over_candidate,run2_time_reduction_percent,run3_baseline_over_candidate,run3_time_reduction_percent,minimum_time_reduction_percent,maximum_time_reduction_percent,stable_candidate_every_run_at_least_5_percent,every_run_faster,any_run_slowdown,every_run_slowdown,any_run_regression_over_3_percent,every_run_regression_over_3_percent
bf16,1,1,1,64,1.0,baseline_fused,1,100,2909,true,128,164,5,10.7545602322,10.709503889099999,10.1427197456,11.0207998753,0.30889607757908105,2.8843173388589145,8.164723714791794,5,9.4566398859,9.470975875852,9.3619197607,9.67167973518,0.1071609469178262,1.1314667920446593,3.2755817945638115,5,11.7017602921,11.65260791782,11.2281596661,11.8758404255,0.22313703868956922,1.9149107243909935,5.534900247762358,3,10.7545602322,10.637653470066667,9.4566398859,11.7017602921,0.9202868403776031,8.651220336958726,20.87598523534168,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_split,1,100,2909,true,128,420,5,13.8035202026,13.8168320656,12.945920229,14.4102394581,0.537415455706569,3.889570729057215,10.608302864831415,5,13.5372805595,13.51987195014,13.3887994289,13.6243200302,0.08716657871670326,0.6447293216841498,1.7397925695993572,5,15.9231996536,15.86022400856,15.5750405788,16.0614395142,0.1816233976134404,1.1451502672056557,3.054655760031451,3,13.8035202026,14.421333471899999,13.5372805595,15.9231996536,1.0675274883861638,7.402418718534203,17.284859652326904,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_transform,1,100,2909,true,128,256,5,7.90527999401,7.83769595623,7.35487997532,8.05631995201,0.25484845118141397,3.2515735823975276,8.873056706675738,5,6.65343999863,6.841856002808,6.48191988468,7.76960015297,0.47082465413506436,6.881534103346093,19.353601573849684,5,8.59135985374,8.55859196186,8.19711983204,8.86016011238,0.22067978022975246,2.5784589476069977,7.717524252593883,3,7.90527999401,7.716693282126666,6.65343999863,8.59135985374,0.802312097267066,10.3970971494406,24.514246890412533,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,optimized_fused,1,100,2909,true,128,164,5,9.62303996086,9.638400077824,9.27488029003,10.0147199631,0.24960709271535417,2.589715001451842,7.688211584688058,5,8.80384027958,8.795135974884,8.71424019337,8.88831973076,0.05985352958088412,0.6805298946122722,1.9773136706462906,5,10.5753600597,10.54464006422,10.2886402607,10.7571196556,0.15596249811146715,1.4790689597900837,4.429914369395862,3,9.62303996086,9.66741343338,8.80384027958,10.5753600597,0.7239002401973704,7.488044710055133,18.409149159988335,candidate_vs_matching_baseline,1.1175844926283436,10.521306747180038,1.0741494149813384,6.903082005833117,1.1065117618729998,9.625904174096323,6.903082005833117,10.521306747180038,True,True,False,False,False,False
bf16,1,1,1,64,1.0,optimized_split,1,100,2909,true,128,420,5,15.029759407,15.12652802466,14.5433604717,16.0179197788,0.48372574680831626,3.1978636870253574,9.81093088165626,5,14.0313601494,13.97043204308,13.5116803646,14.2156803608,0.24775926758438385,1.7734545848000949,5.01733252303487,5,17.4643194675,17.09209585188,16.3430404663,17.5487995148,0.5142057227387166,3.0084416047910114,6.904128447397224,3,15.029759407,15.508479674633334,14.0313601494,17.4643194675,1.4418003192570519,9.296851461303156,22.841079654948608,candidate_vs_matching_baseline,0.9184125859107972,-8.883525263135628,0.9647874771483841,-3.649769890846155,0.9117560912254309,-9.678455633454153,-9.678455633454153,-3.649769890846155,False,False,True,True,True,True
bf16,1,1,1,64,1.0,optimized_transform,1,100,2909,true,128,256,5,8.15104007721,8.134655952454,7.84384012222,8.34559977055,0.1826454869111577,2.2452761122129403,6.155774521743576,5,6.90432012081,6.918143987655999,6.85311973095,7.02975988388,0.060788032335624076,0.8786754430680798,2.558400390468527,5,8.7577599287,8.714752078056,8.54784011841,8.77824008465,0.08587871288026638,0.9854406885138074,2.630809340696314,3,8.15104007721,7.937706708906667,6.90432012081,8.7577599287,0.7715538974008082,9.720110929962557,22.738690895069315,candidate_vs_matching_baseline,0.9698492363094697,-3.1088093449721965,0.9636633125651527,-3.7706828682855464,0.9809996989738561,-1.936830464476036,-3.7706828682855464,-1.936830464476036,False,False,True,True,True,False
bf16,1,1,1,64,1.0,warp64_fused,1,100,2909,true,128,164,5,8.24576020241,8.183808088304,7.76960015297,8.48384022713,0.2505893553761231,3.062014073060392,8.661906927044145,5,6.58688008785,6.557183980942,6.44864022732,6.63807988167,0.07315677047629507,1.11567359843677,2.8760149239612836,5,8.97791981697,9.002496004106,8.74495983124,9.33632016182,0.2058253848779419,2.2863146485604195,6.586830163733648,3,8.24576020241,7.936853369076666,6.58688008785,8.97791981697,1.000278401352204,12.602959319488741,28.997201839815407,candidate_vs_matching_baseline,1.3042533336170445,23.327778873546634,1.4356781601874746,30.346506081180667,1.303393272680094,23.277185715117565,23.277185715117565,30.346506081180667,True,True,False,False,False,False
bf16,1,1,1,64,1.0,warp64_split,1,100,2909,true,128,420,5,11.5072000027,11.5281918049,10.9081602097,12.3033595085,0.525837458176444,4.561317742414205,12.124576773434338,5,10.4627203941,10.42790412904,10.2425599098,10.5420804024,0.1009901125550863,0.9684603090456637,2.86274010312749,5,14.6483194828,14.96831965444,14.3129599094,16.2201595306,0.6649734388820632,4.442539003934316,13.01992097755259,3,11.5072000027,12.206079959866667,10.4627203941,14.6483194828,1.7787888817448292,14.572974186581192,36.373740681642005,candidate_vs_matching_baseline,1.1995550785039977,16.63575788056927,1.293858580712313,22.71180058569724,1.0870325208497096,8.006432114991213,8.006432114991213,22.71180058569724,True,True,False,False,False,False
bf16,1,1,1,64,1.0,warp64_transform,1,100,2909,true,128,256,5,6.74560010433,6.694911956788,6.31295979023,6.94015979767,0.21247325602789113,3.17365272910667,9.297912679961568,5,5.42720019817,5.364736080168,5.13791978359,5.44000029564,0.11514440768674825,2.1463200792375683,5.5660469674927135,5,7.88479983807,7.836672067644,7.69024014473,7.96415984631,0.11625209119647707,1.4834369767296751,3.47402226062151,3,6.74560010433,6.685866713523334,5.42720019817,7.88479983807,1.0041995339546481,15.019736063889505,36.43263166938204,candidate_vs_matching_baseline,1.1719164895256096,14.669687734763526,1.2259433512096118,18.430162452994125,1.0896103934380847,8.224076603687125,8.224076603687125,18.430162452994125,True,True,False,False,False,False
bf16,1,1,1,128,1.0,baseline_fused,1,100,2909,true,256,324,5,13.3478403091,13.86700820922,12.6028800011,16.8268799782,1.5070503137179183,10.867883619740699,31.645568715863742,5,11.1616003513,11.19027209282,11.0745596886,11.3792002201,0.10621268454643668,0.9491519389826614,2.7293624741233184,5,11.3868796825,11.34284782408,10.7980799675,11.5993595123,0.293413801369544,2.5867736737739606,7.03686670222266,3,11.3868796825,11.9654401143,11.1616003513,13.3478403091,0.9818215785649951,8.205478187063187,19.19964045251077,baseline,,,,,,,,,,,,,,
