timestamp_utc,gpu,compute_capability,cuda_runtime,cuda_driver,batch,seq,heads,dim,dtype,scale,method,scope,repetitions,mean_us,input_elements_per_second,max_abs_error,dense_oracle_rows,warp_block_threads,mean_ms
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,naive_global,kernel_only,5,17.2031998634,63244048.1211,0,17,,0.0172031998634
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,warp,kernel_only,5,2.45760008693,442708317.674,0,17,128,0.00245760008693
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,tensor_core,kernel_only,5,3.68640013039,295138878.45,0,17,,0.00368640013039
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,split_int4,kernel_only,5,4.50560003519,241477270.841,0,17,128,0.00450560003519
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,fused_int4,kernel_only,5,2.45760008693,442708317.674,0,17,128,0.00245760008693
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,cpu_fp32_fwht,cpu_compute,5,2.5762,422327459.048,0,17,,0.0025762
2026-09-05T16:07:54Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,64,fp16,1,warp_h2d_d2h,host_e2e,5,10.4306,104308476.981,0,17,128,0.0104306
