dim,rows,mode,dtype,scale,activated,round,original128_ms,original256_ms,auto_ms,baseline_ms,reduction_percent
8,4096,hadamard,bf16,1.0,True,2,0.0015440000221133231,0.001345600001513958,0.0010455749928951264,0.001345600001513958,22.296745561925402
8,4097,hadamard,fp16,1.0,True,2,0.0015407999977469443,0.0013327999971807004,0.0010399499908089638,0.0013327999971807004,21.97253954015669
2,4097,hadamard,bf16,1.0,True,2,0.0015279999934136868,0.001308675017207861,0.0009104000404477119,0.001308675017207861,30.433451508067545
1,16384,hadamard,bf16,1.0,True,2,0.0029495999217033384,0.0021128000691533087,0.0009239999577403069,0.0021128000691533087,56.266569126410815
1,1,hadamard_int4,fp16,1.0,True,2,0.0010768000036478042,0.0010735999792814254,0.0010135999880731105,0.0010735999792814254,5.588672910414328
8,64,hadamard_int4,fp16,1.0,True,2,0.001143999956548214,0.0011575999669730663,0.0010088000446558,0.001143999956548214,11.81817456535158
256,17,hadamard,bf16,1.0,False,2,0.0010511999949812888,0.001196799986064434,0.0010503999888896941,0.0010511999949812888,0.07610408061398122
16,16384,hadamard,fp16,1.0,True,2,0.002988800033926964,0.0022304000332951544,0.0016208000481128693,0.0022304000332951544,27.331419300674632
8,4096,hadamard,fp16,1.0,True,2,0.001539199985563755,0.0013344000093638898,0.0010463999584317206,0.0013344000093638898,21.582737478356208
4,4096,hadamard,fp16,1.0,True,2,0.0015351999551057815,0.001315999962389469,0.0009367999620735646,0.001315999962389469,28.814590513162997
1,4095,hadamard,fp16,1.0,False,2,0.001512799970805645,0.0012896000407636166,0.0015135999768972398,0.001512799970805645,-0.052882476667992506
2,16384,hadamard,fp16,1.0,True,2,0.0029487999156117438,0.0021302750334143638,0.001024799980223179,0.0021302750334143638,51.89353655520015
32,17,hadamard,fp16,1.0,False,2,0.0009127999655902386,0.0009127999655902386,0.0009119999594986439,0.0009127999655902386,0.08764308958725264
2,4097,hadamard,fp16,1.0,True,2,0.0015263999812304974,0.0012959999963641166,0.0009063749574124813,0.0012959999963641166,30.06366049727739
8,4096,hadamard_int4,bf16,1.0,True,2,0.0017904000356793403,0.001643200032413006,0.0011607999913394451,0.001643200032413006,29.35735342976875
1,4095,hadamard,bf16,1.0,False,2,0.0015080000273883342,0.0012888000346720219,0.0015096000395715236,0.0015080000273883342,-0.1061016017327443
2,16384,hadamard,bf16,1.0,True,2,0.002951199933886528,0.0021359749138355256,0.0010280000045895577,0.0021359749138355256,51.87209372493988
8,4095,hadamard,fp16,1.0,False,2,0.0015440000221133231,0.001339200045913458,0.0015432000160217284,0.0015440000221133231,0.051813865293837136
4,255,hadamard_int4,fp16,1.0,False,2,0.001172799989581108,0.001143999956548214,0.0011735999956727027,0.001172799989581108,-0.06821334402300483
1,4096,hadamard,bf16,1.0,True,2,0.0015143999829888345,0.0012935999780893325,0.0008840000256896019,0.0012935999780893325,31.663571377352383
1,4097,hadamard,fp16,1.0,True,2,0.0015143999829888345,0.0012896000407636166,0.0008832000195980072,0.0012896000407636166,31.51364828780293
1,4096,hadamard_int4,bf16,1.0,True,2,0.0017583999782800675,0.001551199983805418,0.0009495999664068222,0.001551199983805418,38.782879298563756
2,4096,hadamard_int4,fp16,1.0,True,2,0.001807975023984909,0.0015992000699043274,0.001065600011497736,0.0015992000699043274,33.36668553538233
16,4097,hadamard,fp16,1.0,True,2,0.0015552000142633915,0.001331199984997511,0.001149599999189377,0.001331199984997511,13.641826010723223
4,4096,hadamard_int4,fp16,1.0,True,2,0.0017846999689936638,0.0016184000298380852,0.0011071999557316302,0.0016184000298380852,31.586756344634924
2,4096,hadamard_int4,bf16,1.0,True,2,0.0017928000539541244,0.0016023999080061913,0.0010583999566733838,0.0016023999080061913,33.949075297294996
8,63,hadamard_int4,bf16,1.0,False,2,0.0011416000314056873,0.0011591999791562557,0.001140000019222498,0.0011416000314056873,0.14015523293383625
4,256,hadamard_int4,bf16,1.0,True,2,0.0011784000322222709,0.0011623499915003777,0.0010599999688565731,0.0011623499915003777,8.805439273216642
4,16384,hadamard,fp16,1.0,True,2,0.0029551999643445013,0.0021320000290870667,0.0011176000349223613,0.0021320000290870667,47.57973641299979
32,17,hadamard,bf16,1.0,False,2,0.0009119750000536441,0.000913500040769577,0.0009119999594986439,0.0009119750000536441,-0.002736856273277688
8,4096,hadamard_int4,fp16,1.0,True,2,0.001791200041770935,0.001630299910902977,0.0011528000235557557,0.001630299910902977,29.289082588659877
16,4096,hadamard_int4,fp16,1.0,False,2,0.0018160000443458557,0.0016511999070644378,0.001817600056529045,0.0018160000443458557,-0.08810639560119515
4,4095,hadamard,bf16,1.0,False,2,0.0015255999751389027,0.0013128000311553479,0.001524799969047308,0.0015255999751389027,0.05243878504401778
8,4095,hadamard,bf16,1.0,False,2,0.001541600003838539,0.0013352000154554845,0.0015422999858856201,0.001541600003838539,-0.045406204290232566
1,16384,hadamard,fp16,1.0,True,2,0.002947174943983555,0.0021007999777793883,0.0009287499822676181,0.0021007999777793883,55.7906515569685
1,16384,hadamard_int4,fp16,1.0,True,2,0.0031959500163793566,0.0029799999669194222,0.000991200003772974,0.0029799999669194222,66.73825453771303
4,4096,hadamard,bf16,1.0,True,2,0.0015254749916493893,0.0013136000372469426,0.0009456000290811062,0.0013136000372469426,28.01461614884656
16,4096,hadamard,bf16,1.0,True,2,0.001559200044721365,0.0013383500277996062,0.0011414749547839164,0.0013383500277996062,14.710282730697433
1,2,hadamard_int4,bf16,1.0,True,2,0.0010784000158309936,0.0010751999914646148,0.0010111999697983264,0.0010751999914646148,5.952383014727236
1,2,hadamard_int4,fp16,1.0,True,2,0.0010792000219225883,0.001075849961489439,0.0010142750106751919,0.001075849961489439,5.723377145359654
1,4096,hadamard_int4,fp16,1.0,True,2,0.0017616000026464463,0.0015526499599218368,0.0009456000290811062,0.0015526499599218368,39.09766827748417
