partition,case_id,rows,n,dtype,scale,round,old_wmma_ms,four_warp_wmma_ms,warp128_ms,old_over_new,warp128_over_new,reduction_vs_old,reduction_vs_warp128
holdout,n64_m1_fp16_normalized,1,64,fp16,normalized,3,0.0022630399465560914,0.002570559978485107,0.001884160041809082,0.8803684665975992,0.7329764944521788,-0.1358880263678075,-0.3643002300467939
holdout,n64_m1_fp16_unit,1,64,fp16,unit,1,0.0022528000175952912,0.0025702399015426636,0.002181120067834854,0.8764940643257292,0.8486056365889195,-0.14090903829369528,-0.17840367407837365
holdout,n64_m1_fp16_unit,1,64,fp16,unit,2,0.002247679978609085,0.0025702399015426636,0.002078079953789711,0.874502017208597,0.8085159492475558,-0.14350793974380016,-0.23683398074045248
holdout,n64_m1_fp16_unit,1,64,fp16,unit,3,0.0022479999810457226,0.0025702399015426636,0.002083839997649193,0.8746265201534176,0.8107570022543295,-0.14334516157203958,-0.23341518755863433
screen,n64_m17_bf16_normalized,17,64,bf16,normalized,1,0.002927839905023575,0.0031129598617553713,0.001966080069541931,0.9405324948110931,0.6315789977559413,-0.06322748604326622,-0.5833332070146293
screen,n64_m17_bf16_normalized,17,64,bf16,normalized,2,0.0029286399483680727,0.0031129598617553713,0.0018227200210094452,0.9407894988779707,0.5855263485413619,-0.06293703447226662,-0.7078650730085112
screen,n64_m17_bf16_normalized,17,64,bf16,normalized,3,0.0029286399483680727,0.0031129598617553713,0.0018280000239610673,0.9407894988779707,0.5872224844332794,-0.06293703447226662,-0.7029320683541036
screen,n64_m17_bf16_unit,17,64,bf16,unit,1,0.0029286399483680727,0.0031436800956726072,0.001960799992084503,0.9315960464296144,0.6237275843631854,-0.07342662501901653,-0.6032640291530185
screen,n64_m17_bf16_unit,17,64,bf16,unit,2,0.0029286399483680727,0.0031436800956726072,0.001863040030002594,0.9315960464296144,0.5926302846676855,-0.07342662501901653,-0.6873926727533761
screen,n64_m17_bf16_unit,17,64,bf16,unit,3,0.0029286399483680727,0.0031436800956726072,0.0018636800348758697,0.9315960464296144,0.5928338692735609,-0.07342662501901653,-0.6868132065824228
screen,n64_m17_fp16_normalized,17,64,fp16,normalized,1,0.0029081600904464723,0.00317440003156662,0.0020270399749279023,0.916129051640428,0.6385584534938162,-0.09154927268095259,-0.5660273457012248
screen,n64_m17_fp16_normalized,17,64,fp16,normalized,2,0.002907039970159531,0.00317440003156662,0.0019148799777030945,0.9157761911704801,0.6032257934290874,-0.0919698608039492,-0.65775404648302
