dtype,M,N,method,round,category,block_dim,off_median_ms,on_median_ms,off_over_on_ratio,latency_reduction_pct,improvement_ge5pct,regression_ge5pct
fp16,4096,256,scalar_fused,2,control,32,5.57017211914,5.54469985962,1.0045939834733897,0.45729753004353335,False,False
fp16,4096,256,vector_fused,2,vector_path,32,2.53419208527,1.79768390656,1.4096983769072964,29.062839513664183,True,False
fp16,4096,256,quant_only,2,control,32,1.63188800812,1.62717208862,1.0028982303303884,0.2889854865367183,False,False
fp16,16384,16,scalar_transform,2,control,32,0.903499984741,0.887611961365,1.0178997400525867,1.75849735963798,False,False
fp16,16384,16,vector_transform,2,vector_path,32,0.641915988922,0.430967998505,1.489474836063849,32.8622427323013,True,False
fp16,16384,16,scalar_split,2,control,32,1.50942802429,1.49323997498,1.0108408893287342,1.0724624857561154,False,False
fp16,16384,16,vector_split,2,vector_path,32,1.24762401581,1.03565998077,1.204665661487091,16.989416070384454,True,False
fp16,16384,16,scalar_fused,2,control,32,1.29000396729,1.28777198792,1.0017332100643106,0.17302112447676835,False,False
fp16,16384,16,vector_fused,2,vector_path,32,1.06428804398,0.870471954346,1.222656328749405,18.21086788772027,True,False
fp16,16384,16,quant_only,2,control,32,0.606224012375,0.605427980423,1.0013148251777921,0.13130986825834484,False,False
fp16,16384,64,scalar_transform,2,control,32,3.61006393433,3.55287590027,1.0160962655790071,1.5841280126971873,False,False
fp16,16384,64,vector_transform,2,vector_path,32,1.30574798584,0.519191980362,2.514961777586749,60.237964293852706,True,False
fp16,16384,64,scalar_split,2,control,32,5.38643188477,5.32476005554,1.011582086063359,1.144947723266978,False,False
fp16,16384,64,vector_split,2,vector_path,32,3.08105602264,2.29046001434,1.3451690941340497,25.659903698296883,True,False
fp16,16384,64,scalar_fused,2,control,32,5.02997589111,5.00060806274,1.0058728514615698,0.583856245154287,False,False
fp16,16384,64,vector_fused,2,vector_path,32,2.88394393921,2.14568405151,1.3440673789696382,25.598968054220634,True,False
fp16,16384,64,quant_only,2,control,32,1.77619991302,1.77222805023,1.0022411691257704,0.22361575185794488,False,False
fp16,16384,128,scalar_transform,2,control,32,7.79447631836,7.66488037109,1.016907758633625,1.6626639427299976,False,False
fp16,16384,128,vector_transform,2,vector_path,32,2.1636800766,0.627704000473,3.446975126762902,70.98905668811389,True,False
fp16,16384,128,scalar_split,2,control,32,11.151587677,11.0153923035,1.012364096506733,1.2213092650556008,False,False
fp16,16384,128,vector_split,2,vector_path,32,5.52036399841,3.97612380981,1.388378295663231,27.97352111282479,True,False
fp16,16384,128,scalar_fused,2,control,32,10.5184120178,10.4647956848,1.0051234954427133,0.5097379044409525,False,False
fp16,16384,128,vector_fused,2,vector_path,32,5.25280799866,3.78391609192,1.388193572758287,27.96393675753457,True,False
fp16,16384,128,quant_only,2,control,32,3.35730781555,3.35021591187,1.0021168497394073,0.21123781522661228,False,False
fp16,16384,256,scalar_transform,2,control,32,16.9216796875,16.6275726318,1.0176879128549121,1.738048829261647,False,False
fp16,16384,256,vector_transform,2,vector_path,32,3.87974014282,0.815279960632,4.758782663825625,78.98622251439213,True,False
fp16,16384,256,scalar_split,2,control,32,23.4263595581,23.1159072876,1.0134302437986735,1.3252262679997049,False,False
fp16,16384,256,vector_split,2,vector_path,32,10.3849716187,7.30270004272,1.42207287139675,29.680115547256946,True,False
fp16,16384,256,scalar_fused,2,control,32,22.2588439941,22.1540527344,1.004730116920652,0.4707848247994235,False,False
fp16,16384,256,vector_fused,2,vector_path,32,10.0548362732,7.10585174561,1.4150078883100656,29.329015883134524,True,False
fp16,16384,256,quant_only,2,control,32,6.50544815063,6.48771209717,1.002733791696419,0.27263384549890823,False,False
bf16,1,16,scalar_transform,2,control,32,0.00706399977207,0.00715600028634,0.9871435843224294,-1.3023855781218607,False,False
bf16,1,16,vector_transform,2,vector_path,32,0.00740000009537,0.00725599974394,1.019845694116826,1.9459506699209113,False,False
bf16,1,16,scalar_split,2,control,32,0.0129399999976,0.0126200005412,1.0253565327002412,2.4729478860846195,False,False
bf16,1,16,vector_split,2,vector_path,32,0.0133320003748,0.0127399995923,1.0464678808041565,4.440449788907842,False,False
bf16,1,16,scalar_fused,2,control,32,0.00766799971461,0.00746399983764,1.027331173822011,2.6604053803146956,False,False
bf16,1,16,vector_fused,2,vector_path,32,0.00803600028157,0.00768000036478,1.0463541536303296,4.430063518121828,False,False
bf16,1,16,quant_only,2,control,32,0.0073360003531,0.00718400031328,1.0211581337961553,2.0719742707723388,False,False
bf16,1,64,scalar_transform,2,control,32,0.0106839999557,0.0105360001326,1.0140470597226043,1.3852473204199134,False,False
bf16,1,64,vector_transform,2,vector_path,32,0.0105039998889,0.010583999753,0.9924414336765907,-0.7616133372634359,False,False
bf16,1,64,scalar_split,2,control,32,0.0172680005431,0.0170440003276,1.013142467213948,1.297198334809576,False,False
bf16,1,64,vector_split,2,vector_path,32,0.016672000289,0.0168200001121,0.9912009618243979,-0.8877148544536034,False,False
bf16,1,64,scalar_fused,2,control,32,0.0137160003185,0.0134399995208,1.020535774370591,2.012254238050235,False,False
bf16,1,64,vector_fused,2,vector_path,32,0.0133719995618,0.0122079998255,1.095347292999517,8.704754520223103,True,False
bf16,1,64,quant_only,2,control,32,0.00806400030851,0.00805199965835,1.0014903937741173,0.14881758061611147,False,False
bf16,1,128,scalar_transform,2,control,32,0.0188360005617,0.0183960005641,1.0239182422324267,2.3359523491131777,False,False
bf16,1,128,vector_transform,2,vector_path,32,0.0168040007353,0.0150560006499,1.1160998943907199,10.40228522323255,True,False
bf16,1,128,scalar_split,2,control,32,0.0283520013094,0.0280039995909,1.0124268577197482,1.227432641182268,False,False
bf16,1,128,vector_split,2,vector_path,32,0.0264600008726,0.0245759993792,1.0766602189530707,7.120186815076535,True,False
bf16,1,128,scalar_fused,2,control,32,0.0244479998946,0.0243000000715,1.0060905276816678,0.6053657711798767,False,False
bf16,1,128,vector_fused,2,vector_path,32,0.0233480006456,0.020340000093,1.1478859655283484,12.883332488543797,True,False
bf16,1,128,quant_only,2,control,32,0.010339999944,0.0106279999018,0.97290177263257,-2.7852994135374014,False,False
bf16,1,256,scalar_transform,2,control,32,0.0373360008001,0.0367439985275,1.0161115364773632,1.585607081405499,False,False
bf16,1,256,vector_transform,2,vector_path,32,0.0321200013161,0.0277599990368,1.1570606062889328,13.574103675751005,True,False
bf16,1,256,scalar_split,2,control,32,0.0544120013714,0.0539399981499,1.008750523501842,0.8674616070051384,False,False
bf16,1,256,vector_split,2,vector_path,32,0.0489320009947,0.0449479997158,1.0886357858879214,8.141913671855608,True,False
bf16,1,256,scalar_fused,2,control,32,0.0486519992352,0.048219999671,1.0089589292232992,0.887937949089351,False,False
bf16,1,256,vector_fused,2,vector_path,32,0.0449360013008,0.039359998703,1.1416667373359186,12.408764545991612,True,False
bf16,1,256,quant_only,2,control,32,0.0173999994993,0.0174879997969,0.994967960966262,-0.5057488513349768,False,False
bf16,17,16,scalar_transform,2,control,32,0.00738800019026,0.00746000036597,0.9903485023890294,-0.9745556829427434,False,False
bf16,17,16,vector_transform,2,vector_path,32,0.0075159996748,0.00755200013518,0.9952329899714519,-0.4789843259400791,False,False
bf16,17,16,scalar_split,2,control,32,0.0135680004954,0.0135440006852,1.0017719882594385,0.17688538711461435,False,False
bf16,17,16,vector_split,2,vector_path,32,0.0132400006056,0.0130439996719,1.0150261375828025,1.4803695221667912,False,False
bf16,17,16,scalar_fused,2,control,32,0.0084399998188,0.00853200033307,0.9892170053119423,-1.090053510013944,False,False
bf16,17,16,vector_fused,2,vector_path,32,0.0085199996829,0.00805199965835,1.0581222111782729,5.492958239063041,True,False
bf16,17,16,quant_only,2,control,32,0.00760800018907,0.00748799964786,1.0160257140562627,1.577294140744083,False,False
bf16,17,64,scalar_transform,2,control,32,0.0118160001934,0.0119560003281,0.9882903871814924,-1.1848352438094896,False,False
bf16,17,64,vector_transform,2,vector_path,32,0.0113640002906,0.0107639998198,1.0557414047607396,5.279835053298124,True,False
bf16,17,64,scalar_split,2,control,32,0.019648000598,0.0199200004339,0.9863453900614827,-1.3843639435133555,False,False
bf16,17,64,vector_split,2,vector_path,32,0.0192320004106,0.0187040001154,1.0282292713827172,2.745425769172641,False,False
bf16,17,64,scalar_fused,2,control,32,0.0152559995651,0.0153960004449,0.9909066721385829,-0.9176775287819827,False,False
bf16,17,64,vector_fused,2,vector_path,32,0.0145879998803,0.0135959997773,1.0729626448403047,6.8001104410456055,True,False
bf16,17,64,quant_only,2,control,32,0.00942000001669,0.00917999967933,1.0261438285123683,2.54777427743924,False,False
bf16,17,128,scalar_transform,2,control,32,0.0201800003648,0.0200320005417,1.0073881698830784,0.7333985154834635,False,False
bf16,17,128,vector_transform,2,vector_path,32,0.0181400001049,0.0153160005808,1.1843823071957922,15.567803240183975,True,False
bf16,17,128,scalar_split,2,control,32,0.0315319985151,0.0310759991407,1.0146736834537617,1.4461480270006808,False,False
bf16,17,128,vector_split,2,vector_path,32,0.0296559989452,0.0266799986362,1.111544245169567,10.035070187651478,True,False
bf16,17,128,scalar_fused,2,control,32,0.026331999898,0.0259479999542,1.0147988262863337,1.4583014783816912,False,False
bf16,17,128,vector_fused,2,vector_path,32,0.0247079998255,0.0217720001936,1.1348520855131654,11.882789592987967,True,False
bf16,17,128,quant_only,2,control,32,0.0119960002601,0.0121440000832,0.9878129263763147,-1.2337430801186497,False,False
bf16,17,256,scalar_transform,2,control,32,0.0387199997902,0.0385879993439,1.0034207641894985,0.34091024539058307,False,False
bf16,17,256,vector_transform,2,vector_path,32,0.0335640013218,0.0276320010424,1.2146786354812895,17.6736981461955,True,False
bf16,17,256,scalar_split,2,control,32,0.0570240020752,0.0565999984741,1.0074912299033723,0.7435528648810908,False,False
bf16,17,256,vector_split,2,vector_path,32,0.0519800007343,0.0460040003061,1.1299017561176652,11.496730172719332,True,False
bf16,17,256,scalar_fused,2,control,32,0.05,0.0498959988356,1.0020843588028505,0.2080023287999999,False,False
bf16,17,256,vector_fused,2,vector_path,32,0.0461439996958,0.0404559999704,1.1405971853263217,12.326629167167134,True,False
bf16,17,256,quant_only,2,control,32,0.0188920006156,0.0190799996257,0.9901468022123663,-0.9951249416367207,False,False
bf16,257,16,scalar_transform,2,control,32,0.018843999505,0.019047999382,0.9892902203056151,-1.082572077896052,False,False
bf16,257,16,vector_transform,2,vector_path,32,0.015447999537,0.0122720003128,1.258800451698763,20.559291295892802,True,False
bf16,257,16,scalar_split,2,control,32,0.0344520002604,0.0345880001783,0.996068002856513,-0.39475187760382524,False,False
bf16,257,16,vector_split,2,vector_path,32,0.031099998951,0.028316000104,1.0983189305260217,8.951765083292656,True,False
bf16,257,16,scalar_fused,2,control,32,0.0264079988003,0.0264600008726,0.9980346912099367,-0.1969178834535957,False,False
bf16,257,16,vector_fused,2,vector_path,32,0.0229919999838,0.0202079996467,1.1377672399927339,12.108560973649904,True,False
bf16,257,16,quant_only,2,control,32,0.016196000576,0.016332000494,0.9916727948881728,-0.8397129733468354,False,False
bf16,257,64,scalar_transform,2,control,32,0.0662959992886,0.0652000010014,1.0168097894228019,1.6531891802835592,False,False
bf16,257,64,vector_transform,2,vector_path,32,0.0299080014229,0.0176799997687,1.6916290618876584,40.885385423438045,True,False
bf16,257,64,scalar_split,2,control,32,0.100323998928,0.0990840017796,1.0125146050434883,1.235992545801437,False,False
bf16,257,64,vector_split,2,vector_path,32,0.064076000452,0.0516439974308,1.2407250336858253,19.401964750457463,True,False
bf16,257,64,scalar_fused,2,control,32,0.0922280013561,0.0915880024433,1.0069878029406332,0.6939312393086735,False,False
bf16,257,64,vector_fused,2,vector_path,32,0.0580519974232,0.0450080007315,1.2898150657594267,22.469505392913618,True,False
bf16,257,64,quant_only,2,control,32,0.0345880001783,0.0346799999475,0.9973471808148999,-0.2659875353467732,False,False
bf16,257,128,scalar_transform,2,control,32,0.140144002438,0.138276004791,1.0135091959723845,1.3329130141166032,False,False
bf16,257,128,vector_transform,2,vector_path,32,0.0502680003643,0.0243560001254,2.0638856998476243,51.54770440660403,True,False
bf16,257,128,scalar_split,2,control,32,0.201760005951,0.199448001385,1.0115920167158612,1.1459181690158668,False,False
bf16,257,128,vector_split,2,vector_path,32,0.111644005775,0.0859759986401,1.2985485198299076,22.99094067497866,True,False
bf16,257,128,scalar_fused,2,control,32,0.18871999979,0.187632000446,1.005798580953216,0.576515125694512,False,False
bf16,257,128,vector_fused,2,vector_path,32,0.104532003403,0.0788399994373,1.3258752428852107,24.57812261250765,True,False
bf16,257,128,quant_only,2,control,32,0.0623319983482,0.0620119988918,1.0051602828826458,0.513379106847203,False,False
bf16,257,256,scalar_transform,2,control,32,0.301363992691,0.296316003799,1.0170358294094173,1.6750471238864535,False,False
bf16,257,256,vector_transform,2,vector_path,32,0.0919920027256,0.0399639993906,2.3018717878180532,56.55709387064076,True,False
bf16,257,256,scalar_split,2,control,32,0.419608020782,0.414508008957,1.0123037714948688,1.2154228642949594,False,False
bf16,257,256,vector_split,2,vector_path,32,0.210439991951,0.158355998993,1.3289044512945942,24.7500451198114,True,False
bf16,257,256,scalar_fused,2,control,32,0.39662399292,0.394664001465,1.0049662281021945,0.49416865595302284,False,False
bf16,257,256,vector_fused,2,vector_path,32,0.201623988152,0.149728000164,1.3466017573944573,25.738994880349615,True,False
bf16,257,256,quant_only,2,control,32,0.118791997433,0.119071996212,0.9976484917704622,-0.23570508540184226,False,False
bf16,4096,16,scalar_transform,2,control,32,0.229067993164,0.225219988823,1.0170855365063718,1.6798524699367476,False,False
bf16,4096,16,vector_transform,2,vector_path,32,0.164251995087,0.11114000082,1.4778836951154883,32.335676798852866,True,False
bf16,4096,16,scalar_split,2,control,32,0.391088008881,0.387904000282,1.0082082386278184,0.8141411975555621,False,False
bf16,4096,16,vector_split,2,vector_path,32,0.326304006577,0.273399996758,1.193504061617923,16.213104575078493,True,False
bf16,4096,16,scalar_fused,2,control,32,0.329796004295,0.32584400177,1.0121285108933493,1.198317285089046,False,False
bf16,4096,16,vector_fused,2,vector_path,32,0.272932004929,0.22469599247,1.2146723309515197,17.673270846908565,True,False
bf16,4096,16,quant_only,2,control,32,0.162559998035,0.162544000149,1.000098421879524,0.009841219361076143,False,False
bf16,4096,64,scalar_transform,2,control,32,0.907431983948,0.892055988312,1.0172365813776951,1.6944515851318196,False,False
bf16,4096,64,vector_transform,2,vector_path,32,0.334231996536,0.136839997768,2.442502206866888,59.05837885474229,True,False
bf16,4096,64,scalar_split,2,control,32,1.35581998825,1.33984804153,1.011920715054941,1.178028562671908,False,False
bf16,4096,64,vector_split,2,vector_path,32,0.782772016525,0.584643983841,1.3388866355595355,25.311077619197462,True,False
bf16,4096,64,scalar_fused,2,control,32,1.26595602036,1.25754003525,1.0066924192264997,0.6647928501976573,False,False
bf16,4096,64,vector_fused,2,vector_path,32,0.729284000397,0.543792009354,1.3411083426241517,25.434808790817275,True,False
bf16,4096,64,quant_only,2,control,32,0.449160003662,0.448135995865,1.002285038038561,0.22798285436174803,False,False
bf16,4096,128,scalar_transform,2,control,32,1.95315608978,1.91867599487,1.0179707751606786,1.7653527585644064,False,False
bf16,4096,128,vector_transform,2,vector_path,32,0.552428007126,0.166331994534,3.3212371959688007,69.89073827025169,True,False
bf16,4096,128,scalar_split,2,control,32,2.79649200439,2.76168804169,1.0126024236534341,1.2445579191846146,False,False
bf16,4096,128,vector_split,2,vector_path,32,1.39593200684,1.00927600861,1.383102337647471,27.698770164693126,True,False
bf16,4096,128,scalar_fused,2,control,32,2.63836803436,2.62463207245,1.005233480934026,0.5206234206567826,False,False
bf16,4096,128,vector_fused,2,vector_path,32,1.3266119957,0.958123970032,1.3845932647480816,27.776623976143348,True,False
bf16,4096,128,quant_only,2,control,32,0.84379196167,0.843607997894,1.0002180678424806,0.021802029926423723,False,False
bf16,4096,256,scalar_transform,2,control,32,4.23494415283,4.16171989441,1.0175947109074674,1.7290489739060129,False,False
bf16,4096,256,vector_transform,2,vector_path,32,0.990404033661,0.223776006699,4.425872318801307,77.40558407543855,True,False
bf16,4096,256,scalar_split,2,control,32,5.86326789856,5.79030799866,1.012600348706301,1.2443555567010431,False,False
bf16,4096,256,vector_split,2,vector_path,32,2.61896400452,1.85301990509,1.4133490942682554,29.246072038717504,True,False
bf16,4096,256,scalar_fused,2,control,32,5.57309989929,5.54835205078,1.0044603962191838,0.44405894308753535,False,False
bf16,4096,256,vector_fused,2,vector_path,32,2.53565597534,1.79928798676,1.4092552131723988,29.040532144005155,True,False
bf16,4096,256,quant_only,2,control,32,1.62891597748,1.62928390503,0.9997741783682609,-0.022587263866694077,False,False
bf16,16384,16,scalar_transform,2,control,32,0.902995967865,0.888751983643,1.016026950695079,1.5774139341593965,False,False
bf16,16384,16,vector_transform,2,vector_path,32,0.641800022125,0.430955982208,1.4892472749461372,32.851983896618655,True,False
bf16,16384,16,scalar_split,2,control,32,1.50783996582,1.49396800995,1.009285309844395,0.9199886051870301,False,False
bf16,16384,16,vector_split,2,vector_path,32,1.24788398743,1.03599996567,1.204521263302331,16.979464749473404,True,False
bf16,16384,16,scalar_fused,2,control,32,1.29770402908,1.284815979,1.0100310474734528,0.9931424879012548,False,False
bf16,16384,16,vector_fused,2,vector_path,32,1.06865596771,0.869703960419,1.2287583089711933,18.617030485248684,True,False
bf16,16384,16,quant_only,2,control,32,0.606267976761,0.605967998505,1.0004950397656973,0.04947948225841688,False,False
bf16,16384,64,scalar_transform,2,control,32,3.61062812805,3.55124397278,1.0167220713995362,1.6447042775926026,False,False
bf16,16384,64,vector_transform,2,vector_path,32,1.30569601059,0.519439983368,2.5136609664200082,60.21738757298626,True,False
bf16,16384,64,scalar_split,2,control,32,5.38563194275,5.32441596985,1.0114972183327975,1.1366534800508759,False,False
bf16,16384,64,vector_split,2,vector_path,32,3.08087997437,2.29262008667,1.3438249068317887,25.585543554360278,True,False
bf16,16384,64,scalar_fused,2,control,32,5.04287986755,5.00993995667,1.0065749113092952,0.6531964223847952,False,False
bf16,16384,64,vector_fused,2,vector_path,32,2.88500804901,2.14411201477,1.3455491266949857,25.680900075625125,True,False
bf16,16384,64,quant_only,2,control,32,1.77613601685,1.77420005798,1.0010911728140761,0.10899834537636004,False,False
bf16,16384,128,scalar_transform,2,control,32,7.79438018799,7.66382827759,1.0170348167614545,1.6749492230461234,False,False
bf16,16384,128,vector_transform,2,vector_path,32,2.16395206451,0.627924013138,3.4462005262321838,70.98253591489858,True,False
bf16,16384,128,scalar_split,2,control,32,11.1483520508,11.019216156,1.0117191543365527,1.1583406606784765,False,False
bf16,16384,128,vector_split,2,vector_path,32,5.51935997009,3.98242797852,1.3859283833530052,27.846199557535623,True,False
bf16,16384,128,scalar_fused,2,control,32,10.5308441162,10.4777198792,1.005070209703302,0.5044632359363995,False,False
bf16,16384,128,vector_fused,2,vector_path,32,5.25872802734,3.78386802673,1.3897757506845625,28.045945577376095,True,False
bf16,16384,128,quant_only,2,control,32,3.35528793335,3.3551399231,1.0000441144790955,0.004411253309412464,False,False
bf16,16384,256,scalar_transform,2,control,32,16.9191192627,16.6274002075,1.0175444778834648,1.7241976409677968,False,False
bf16,16384,256,vector_transform,2,vector_path,32,3.88009986877,0.815359973907,4.758756859473414,78.986108567214,True,False
bf16,16384,256,scalar_split,2,control,32,23.4131118774,23.1198959351,1.0126824075299943,1.25235784049292,False,False
bf16,16384,256,vector_split,2,vector_path,32,10.3753997803,7.3115562439,1.4190412320162553,29.529884161354314,True,False
bf16,16384,256,scalar_fused,2,control,32,22.2698196411,22.1686126709,1.0045653271904043,0.4544579697143913,False,False
bf16,16384,256,vector_fused,2,vector_path,32,10.0608322144,7.1131439209,1.4144002042246095,29.29865274247387,True,False
bf16,16384,256,quant_only,2,control,32,6.4947517395,6.49387207031,1.0001354614289404,0.013544308162692474,False,False
fp16,1,16,scalar_transform,3,control,32,0.00718799978495,0.00658399984241,1.0917375390335537,8.402893163750988,True,False
fp16,1,16,vector_transform,3,vector_path,32,0.0076559998095,0.00760800018907,1.0063090982172895,0.6269543054381899,False,False
fp16,1,16,scalar_split,3,control,32,0.012800000608,0.0121399998665,1.0543657947905958,5.156255548046607,True,False
fp16,1,16,vector_split,3,vector_path,32,0.013424000144,0.0130280002952,1.0303960577085574,2.9499392472592936,False,False
fp16,1,16,scalar_fused,3,control,32,0.00748799964786,0.00719600021839,1.0405780184280389,3.8995652137009817,False,False
fp16,1,16,vector_fused,3,vector_path,32,0.00810000002384,0.00744400024414,1.088124631674537,8.09876268850933,True,False
fp16,1,16,quant_only,3,control,32,0.00750799998641,0.00618400014937,1.2141008740394166,17.634521036714588,True,False
fp16,1,64,scalar_transform,3,control,32,0.0107160001993,0.0103239998221,1.0379698163458766,3.6580848255826552,False,False
fp16,1,64,vector_transform,3,vector_path,32,0.0102880001068,0.0102159999311,1.007047785452779,0.6998461795544627,False,False
fp16,1,64,scalar_split,3,control,32,0.0172680005431,0.0169679999352,1.0176803753562995,1.7373210473975689,False,False
fp16,1,64,vector_split,3,vector_path,32,0.0168280005455,0.0164199993014,1.0248478234749505,2.424537858771956,False,False
fp16,1,64,scalar_fused,3,control,32,0.0135199993849,0.0133440002799,1.0131893810932473,1.3017685873311997,False,False
fp16,1,64,vector_fused,3,vector_path,32,0.013560000062,0.0120039999485,1.129623468858348,11.47492703824148,True,False
fp16,1,64,quant_only,3,control,32,0.00801599994302,0.0081200003624,0.9871920671504428,-1.2974104306295393,False,False
fp16,1,128,scalar_transform,3,control,32,0.0186639994383,0.0182080000639,1.0250439022846933,2.443202893932026,False,False
fp16,1,128,vector_transform,3,vector_path,32,0.0167280003428,0.0150279998779,1.1131222038003874,10.162604196930856,True,False
fp16,1,128,scalar_split,3,control,32,0.0288239985704,0.0285079985857,1.0110846078426043,1.0963086329892837,False,False
fp16,1,128,vector_split,3,vector_path,32,0.0266319990158,0.0251199990511,1.060191083670992,5.677380672036576,True,False
fp16,1,128,scalar_fused,3,control,32,0.0248280003667,0.0242320001125,1.0245955864737948,2.400516535352451,False,False
fp16,1,128,vector_fused,3,vector_path,32,0.02345200032,0.0207800000906,1.1285851885346574,11.39348538692157,True,False
fp16,1,128,quant_only,3,control,32,0.0106200002134,0.0108079999685,0.9826055000325753,-1.770242479494368,False,False
fp16,1,256,scalar_transform,3,control,32,0.0373959988356,0.0367199987173,1.0184095899214047,1.8076803384015072,False,False
fp16,1,256,vector_transform,3,vector_path,32,0.0320959985256,0.0268440008163,1.1956488433017378,16.363403385350264,True,False
fp16,1,256,scalar_split,3,control,32,0.0542159974575,0.0536480009556,1.0105874681587872,1.04765480399996,False,False
fp16,1,256,vector_split,3,vector_path,32,0.0488079994917,0.0437720000744,1.1150507038458428,10.317979572501002,True,False
fp16,1,256,scalar_fused,3,control,32,0.0483759999275,0.0479240000248,1.0094315979982076,0.9343474106528203,False,False
fp16,1,256,vector_fused,3,vector_path,32,0.0449239999056,0.0389319986105,1.153909419217023,13.338085005100057,True,False
fp16,1,256,quant_only,3,control,32,0.0173120006919,0.017295999825,1.0009251195109792,0.0924264455897831,False,False
fp16,17,16,scalar_transform,3,control,32,0.00757199972868,0.00765200033784,0.9895451377903909,-1.0565321186817551,False,False
fp16,17,16,vector_transform,3,vector_path,32,0.00771199986339,0.0079439997673,0.9707955802233298,-3.0082975624952697,False,False
fp16,17,16,scalar_split,3,control,32,0.0131559997797,0.0139960005879,0.9399827970194423,-6.384925678519231,False,True
fp16,17,16,vector_split,3,vector_path,32,0.0135800004005,0.0141920000315,0.9568771399632447,-4.506624543085195,False,False
fp16,17,16,scalar_fused,3,control,32,0.00814799964428,0.00816799998283,0.9975513787228155,-0.24546317406923565,False,False
fp16,17,16,vector_fused,3,vector_path,32,0.00855199992657,0.00839200019836,1.0190657440929598,1.8709042280613326,False,False
fp16,17,16,quant_only,3,control,32,0.00759600028396,0.00783199965954,0.9698672898571269,-3.1068900310383767,False,False
fp16,17,64,scalar_transform,3,control,32,0.0117559999228,0.0116520002484,1.008925478216865,0.884651880596726,False,False
fp16,17,64,vector_transform,3,vector_path,32,0.0113080002367,0.0105120003223,1.075722972792474,7.03926333337517,True,False
fp16,17,64,scalar_split,3,control,32,0.0198159992695,0.0196360006928,1.009166763615261,0.9083497342324168,False,False
fp16,17,64,vector_split,3,vector_path,32,0.019415999949,0.0185519993305,1.046571833208271,4.4499413925086095,False,False
fp16,17,64,scalar_fused,3,control,32,0.0150999993086,0.0147440001369,1.0241453586811247,2.3576105165597334,False,False
fp16,17,64,vector_fused,3,vector_path,32,0.0146760001779,0.0132919996977,1.104122819114981,9.43036565428849,True,False
fp16,17,64,quant_only,3,control,32,0.00934799984097,0.00934400036931,1.0004280256316271,0.042784250406914505,False,False
fp16,17,128,scalar_transform,3,control,32,0.0204199999571,0.0199200004339,1.025100377123943,2.448577493880712,False,False
fp16,17,128,vector_transform,3,vector_path,32,0.0182640001178,0.0157560005784,1.159177421130476,13.731929058386926,True,False
fp16,17,128,scalar_split,3,control,32,0.0317600011826,0.0314399987459,1.0101781949575215,1.0075643097750215,False,False
fp16,17,128,vector_split,3,vector_path,32,0.029835999012,0.0271759986877,1.0978804994387907,8.915405591849465,True,False
fp16,17,128,scalar_fused,3,control,32,0.0262120008469,0.0259440004826,1.0103299552619012,1.0224338304631797,False,False
fp16,17,128,vector_fused,3,vector_path,32,0.0247559994459,0.0218439996243,1.1333089119064348,11.762804519218378,True,False
fp16,17,128,quant_only,3,control,32,0.0122079998255,0.0119999997318,1.0173333415290668,1.7038015782530676,False,False
fp16,17,256,scalar_transform,3,control,32,0.0389519989491,0.0381000012159,1.0223621445146946,2.18730169487152,False,False
fp16,17,256,vector_transform,3,vector_path,32,0.0335079997778,0.0275160014629,1.2177641370959749,17.88229185458533,True,False
fp16,17,256,scalar_split,3,control,32,0.057267999649,0.0565639972687,1.012446121460542,1.2293119798402024,False,False
fp16,17,256,vector_split,3,vector_path,32,0.0519119977951,0.0460480004549,1.1273453197157448,11.29603480749398,True,False
fp16,17,256,scalar_fused,3,control,32,0.0498560011387,0.0493680000305,1.0098849681554551,0.9788211991619111,False,False
fp16,17,256,vector_fused,3,vector_path,32,0.046167999506,0.0403200000525,1.1450396687967614,12.666781138610942,True,False
fp16,17,256,quant_only,3,control,32,0.0190239995718,0.0188240006566,1.0106246763824818,1.051297937876665,False,False
fp16,257,16,scalar_transform,3,control,32,0.0193159997463,0.0188280001283,1.0259188238089343,2.5264010375309622,False,False
fp16,257,16,vector_transform,3,vector_path,32,0.0157920002937,0.012567999959,1.2565245341516156,20.415401942375652,True,False
fp16,257,16,scalar_split,3,control,32,0.0352079987526,0.0351839989424,1.0006821228661156,0.06816578916809002,False,False
fp16,257,16,vector_split,3,vector_path,32,0.0319319993258,0.0288960009813,1.1050663843230328,9.507698887012731,True,False
fp16,257,16,scalar_fused,3,control,32,0.0261559993029,0.0261319994926,1.00091840696334,0.09175642659288501,False,False
fp16,257,16,vector_fused,3,vector_path,32,0.0233040004969,0.0204999998212,1.1367805219588467,12.032271781289229,True,False
fp16,257,16,quant_only,3,control,32,0.0165480002761,0.0166559994221,0.9935159011919333,-0.6526416739065394,False,False
fp16,257,64,scalar_transform,3,control,32,0.0663720011711,0.0652719974518,1.016852613099703,1.6573309526471915,False,False
fp16,257,64,vector_transform,3,vector_path,32,0.0303279995918,0.0174239993095,1.7405877406838748,42.54814183586625,True,False
fp16,257,64,scalar_split,3,control,32,0.100251996517,0.0989759981632,1.012891997832606,1.2727909648997517,False,False
fp16,257,64,vector_split,3,vector_path,32,0.0642279982567,0.0511839985847,1.254845264783575,20.30889958592055,True,False
fp16,257,64,scalar_fused,3,control,32,0.0919520020485,0.0912240028381,1.0079803471427582,0.7917165414364916,False,False
