variant,round,dtype,M,N,block_dim,operation,scalar_median_ms,vector_median_ms,scalar_over_vector_ratio,latency_reduction_pct
old,2,bf16,17,64,32,split,0.019648000598,0.0192320004106,1.021630624922965,2.117264732994477
old,2,bf16,17,64,32,fused,0.0152559995651,0.0145879998803,1.04579103991508,4.378603197709398
old,2,bf16,17,128,32,transform,0.0201800003648,0.0181400001049,1.1124586685834117,10.10901993569027
old,2,bf16,17,128,32,split,0.0315319985151,0.0296559989452,1.063258687504224,5.94951052341838
old,2,bf16,17,128,32,fused,0.026331999898,0.0247079998255,1.06572770292899,6.167401180277794
old,2,bf16,17,256,32,transform,0.0387199997902,0.0335640013218,1.1536169188818126,13.316111819052695
old,2,bf16,17,256,32,split,0.0570240020752,0.0519800007343,1.0970373464725949,8.8454004582987
old,2,bf16,17,256,32,fused,0.05,0.0461439996958,1.083564500901966,7.7120006084000075
old,2,bf16,257,16,32,transform,0.018843999505,0.015447999537,1.2198342872723509,18.021651757626703
old,2,bf16,257,16,32,split,0.0344520002604,0.031099998951,1.1077813962206648,9.729482422107347
old,2,bf16,257,16,32,fused,0.0264079988003,0.0229919999838,1.148573365470898,12.935470204812313
old,2,bf16,257,64,32,transform,0.0662959992886,0.0299080014229,2.2166643083625903,54.88717004972749
old,2,bf16,257,64,32,split,0.100323998928,0.064076000452,1.5657031996426454,36.130934635105874
old,2,bf16,257,64,32,fused,0.0922280013561,0.0580519974232,1.588713661026276,37.055995392270944
old,2,bf16,257,128,32,transform,0.140144002438,0.0502680003643,2.7879366878004825,64.1311797224154
old,2,bf16,257,128,32,split,0.201760005951,0.111644005775,1.8071727590786546,44.66494722342833
old,2,bf16,257,128,32,fused,0.18871999979,0.104532003403,1.8053801098830164,44.61000237424809
old,2,bf16,257,256,32,transform,0.301363992691,0.0919920027256,3.2759803435297417,69.47478631930561
old,2,bf16,257,256,32,split,0.419608020782,0.210439991951,1.9939556967845913,49.84843436528817
old,2,bf16,257,256,32,fused,0.39662399292,0.201623988152,1.9671468487221555,49.16495427631176
old,2,bf16,4096,16,32,transform,0.229067993164,0.164251995087,1.3946131554911625,28.295527970420263
old,2,bf16,4096,16,32,split,0.391088008881,0.326304006577,1.198538788976569,16.56506996708059
old,2,bf16,4096,16,32,fused,0.329796004295,0.272932004929,1.208344929649392,17.242173533168582
old,2,bf16,4096,64,32,transform,0.907431983948,0.334231996536,2.7149764036737305,63.16726736015589
old,2,bf16,4096,64,32,split,1.35581998825,0.782772016525,1.7320751887234822,42.265785774751066
old,2,bf16,4096,64,32,fused,1.26595602036,0.729284000397,1.7358889262219548,42.39262749509943
old,2,bf16,4096,128,32,transform,1.95315608978,0.552428007126,3.5355848446954576,71.71613625676868
old,2,bf16,4096,128,32,split,2.79649200439,1.39593200684,2.0033153410677045,50.08274636048905
old,2,bf16,4096,128,32,fused,2.63836803436,1.3266119957,1.9888015809534716,49.718463139968954
old,2,bf16,4096,256,32,transform,4.23494415283,0.990404033661,4.275976277252881,76.61352787853973
old,2,bf16,4096,256,32,split,5.86326789856,2.61896400452,2.238773762617868,55.332690748051796
old,2,bf16,4096,256,32,fused,5.57309989929,2.53565597534,2.1978927557563153,54.501874698800265
old,2,bf16,16384,16,32,transform,0.902995967865,0.641800022125,1.406974036671392,28.925483062516783
old,2,bf16,16384,16,32,split,1.50783996582,1.24788398743,1.2083174245431065,17.24028970465904
old,2,bf16,16384,16,32,fused,1.29770402908,1.06865596771,1.2143328332885486,17.650254313565032
old,2,bf16,16384,64,32,transform,3.61062812805,1.30569601059,2.7652900053041285,63.83742760860919
old,2,bf16,16384,64,32,split,5.38563194275,3.08087997437,1.748082362037259,42.79445741706501
old,2,bf16,16384,64,32,fused,5.04287986755,2.88500804901,1.747960415320325,42.79046646392484
old,2,bf16,16384,128,32,transform,7.79438018799,2.16395206451,3.601919060880371,72.2370219014421
old,2,bf16,16384,128,32,split,11.1483520508,5.51935997009,2.0198631926915636,50.49169648626288
old,2,bf16,16384,128,32,fused,10.5308441162,5.25872802734,2.0025458744872138,50.063565946719336
old,2,bf16,16384,256,32,transform,16.9191192627,3.88009986877,4.360485511952402,77.06677393471601
old,2,bf16,16384,256,32,split,23.4131118774,10.3753997803,2.256598528555496,55.68551572883793
old,2,bf16,16384,256,32,fused,22.2698196411,10.0608322144,2.213516652153821,54.823018881427046
old,3,fp16,1,16,32,transform,0.00718799978495,0.0076559998095,0.9388714686265692,-6.510851955364326
