variant,round,dtype,M,N,method,block_dim,groups,median_ms,median_us,min_group_ms,max_group_ms
new,1,bf16,257,256,quant_only,32,5,0.118907999992,118.907999992,0.118807995319,0.119335997105
new,1,bf16,257,256,scalar_fused,32,5,0.394379997253,394.379997253,0.39430000782,0.394619989395
new,1,bf16,257,256,scalar_split,32,5,0.41459197998,414.59197998,0.414315986633,0.414983987808
new,1,bf16,257,256,scalar_transform,32,5,0.29608399868,296.08399868,0.296063995361,0.296560001373
new,1,bf16,257,256,vector_fused,32,5,0.149580001831,149.580001831,0.149487996101,0.150264000893
new,1,bf16,257,256,vector_split,32,5,0.157843995094,157.843995094,0.157368004322,0.157987999916
new,1,bf16,257,256,vector_transform,32,5,0.0392439991236,39.2439991236,0.0389999985695,0.0396800011396
new,1,bf16,4096,16,quant_only,32,5,0.162463998795,162.463998795,0.162000000477,0.162924003601
new,1,bf16,4096,16,scalar_fused,32,5,0.326083993912,326.083993912,0.325683999062,0.326232004166
new,1,bf16,4096,16,scalar_split,32,5,0.387651991844,387.651991844,0.38684399128,0.387872004509
new,1,bf16,4096,16,scalar_transform,32,5,0.225135993958,225.135993958,0.225040006638,0.226916003227
new,1,bf16,4096,16,vector_fused,32,5,0.224288010597,224.288010597,0.224187994003,0.224611997604
new,1,bf16,4096,16,vector_split,32,5,0.273000001907,273.000001907,0.272936010361,0.273115992546
new,1,bf16,4096,16,vector_transform,32,5,0.111199998856,111.199998856,0.11090400219,0.111339998245
new,1,bf16,4096,64,quant_only,32,5,0.448347997665,448.347997665,0.448220014572,0.448420000076
new,1,bf16,4096,64,scalar_fused,32,5,1.25778799057,1257.78799057,1.25752801895,1.25812797546
new,1,bf16,4096,64,scalar_split,32,5,1.33975200653,1339.75200653,1.33954000473,1.3400560379
new,1,bf16,4096,64,scalar_transform,32,5,0.892035961151,892.035961151,0.8917719841,0.892368030548
new,1,bf16,4096,64,vector_fused,32,5,0.543887996674,543.887996674,0.543767976761,0.543943977356
new,1,bf16,4096,64,vector_split,32,5,0.584848022461,584.848022461,0.584751987457,0.585188007355
new,1,bf16,4096,64,vector_transform,32,5,0.13700799942,137.00799942,0.136787998676,0.137300002575
new,1,bf16,4096,128,quant_only,32,5,0.84359998703,843.59998703,0.843467998505,0.849464035034
new,1,bf16,4096,128,scalar_fused,32,5,2.62439994812,2624.39994812,2.62423992157,2.62465991974
new,1,bf16,4096,128,scalar_split,32,5,2.76159191132,2761.59191132,2.76108398437,2.76181201935
new,1,bf16,4096,128,scalar_transform,32,5,1.91882801056,1918.82801056,1.91819190979,1.92005195618
new,1,bf16,4096,128,vector_fused,32,5,0.957940006256,957.940006256,0.957915973663,0.95808801651
new,1,bf16,4096,128,vector_split,32,5,1.00937595367,1009.37595367,1.00905199051,1.00956001282
new,1,bf16,4096,128,vector_transform,32,5,0.166147994995,166.147994995,0.165864002705,0.166592001915
new,1,bf16,4096,256,quant_only,32,5,1.62956008911,1629.56008911,1.6292640686,1.62973995209
new,1,bf16,4096,256,scalar_fused,32,5,5.54844818115,5548.44818115,5.54810791016,5.54882011414
new,1,bf16,4096,256,scalar_split,32,5,5.79058799744,5790.58799744,5.79020004272,5.79083213806
new,1,bf16,4096,256,scalar_transform,32,5,4.16179199219,4161.79199219,4.16160392761,4.1637840271
new,1,bf16,4096,256,vector_fused,32,5,1.7992559433,1799.2559433,1.79899997711,1.7993719101
new,1,bf16,4096,256,vector_split,32,5,1.85294799805,1852.94799805,1.85252399445,1.85359592438
new,1,bf16,4096,256,vector_transform,32,5,0.224095988274,224.095988274,0.223907995224,0.224212002754
new,1,bf16,16384,16,quant_only,32,5,0.60541601181,605.41601181,0.604839992523,0.673067998886
new,1,bf16,16384,16,scalar_fused,32,5,1.28513202667,1285.13202667,1.28420801163,1.29001998901
new,1,bf16,16384,16,scalar_split,32,5,1.49427995682,1494.27995682,1.49258403778,1.49544801712
new,1,bf16,16384,16,scalar_transform,32,5,0.889260005951,889.260005951,0.888687992096,0.895328044891
new,1,bf16,16384,16,vector_fused,32,5,0.869983959198,869.983959198,0.869548034668,0.870304012299
new,1,bf16,16384,16,vector_split,32,5,1.03524398804,1035.24398804,1.03500404358,1.03704395294
new,1,bf16,16384,16,vector_transform,32,5,0.430155992508,430.155992508,0.43006401062,0.430808019638
new,1,bf16,16384,64,quant_only,32,5,1.77381191254,1773.81191254,1.7737159729,1.7753200531
new,1,bf16,16384,64,scalar_fused,32,5,5.01038818359,5010.38818359,5.00950393677,5.01139984131
new,1,bf16,16384,64,scalar_split,32,5,5.32476806641,5324.76806641,5.32431983948,5.32542381287
new,1,bf16,16384,64,scalar_transform,32,5,3.55123214722,3551.23214722,3.55119590759,3.55138816833
new,1,bf16,16384,64,vector_fused,32,5,2.14399604797,2143.99604797,2.14350395203,2.1441400528
new,1,bf16,16384,64,vector_split,32,5,2.2931640625,2293.1640625,2.29238395691,2.2933599472
new,1,bf16,16384,64,vector_transform,32,5,0.518684005737,518.684005737,0.518544006348,0.5194439888
