variant,round,dtype,M,N,block_dim,vector_split_median_ms,vector_fused_median_ms,split_over_fused_ratio,latency_reduction_pct
old,1,bf16,4096,16,32,0.326331996918,0.272831988335,1.196091407424372,16.394349646456334
old,1,bf16,4096,64,32,0.782376003265,0.729120016098,1.0730414554410503,6.806955599961255
old,1,bf16,4096,128,32,1.3946559906,1.32652797699,1.0513581430559709,4.88493320712661
old,1,bf16,4096,256,32,2.61995601654,2.5354839325,1.0333159610902012,3.2241794712094736
old,1,bf16,16384,16,32,1.2471280098,1.06865997314,1.1670017041394511,14.3103222169327
old,1,bf16,16384,64,32,3.08136005402,2.88537998199,1.067921754934626,6.3601808485289135
old,1,bf16,16384,128,32,5.51993598938,5.2602519989,1.0493672148281687,4.704474671076174
old,1,bf16,16384,256,32,10.373475647,10.0610717773,1.0310507544936565,3.0115641114976333
old,2,fp16,1,16,32,0.0132479995489,0.00802000015974,1.651870235041178,39.462557119381
old,2,fp16,1,64,32,0.0166679993272,0.0134079992771,1.2431384416665259,19.558436415221742
old,2,fp16,1,128,32,0.0264160007238,0.0236120000482,1.1187532047211628,10.614781188560775
old,2,fp16,1,256,32,0.0488880008459,0.0448119997978,1.0909578029655376,8.337426316424706
old,2,fp16,17,16,32,0.0137400001287,0.00849199965596,1.6179934862640697,38.19505402898811
old,2,fp16,17,64,32,0.0193000003695,0.0146919995546,1.31364014120578,23.875651433572376
old,2,fp16,17,128,32,0.029563999176,0.0246560007334,1.1990589834770498,16.60126701188756
old,2,fp16,17,256,32,0.0518159985542,0.0460440009832,1.1253582974491296,11.139412019556927
old,2,fp16,257,16,32,0.0311239987612,0.0228080004454,1.364608828192004,26.718926380908815
old,2,fp16,257,64,32,0.0641600012779,0.0581200003624,1.103922933204376,9.413966326681624
old,2,fp16,257,128,32,0.112251996994,0.105055999756,1.0684967755741055,6.41057391467578
old,2,fp16,257,256,32,0.210247993469,0.201155996323,1.0451987378561702,4.3244156560003395
old,2,fp16,4096,16,32,0.326552009583,0.271691989899,1.2019199009304393,16.799780149586304
old,2,fp16,4096,64,32,0.782539987564,0.728367996216,1.074374480522803,6.922584431325247
old,2,fp16,4096,128,32,1.39646396637,1.32527999878,1.0537123986293684,5.0974439229561606
old,2,fp16,4096,256,32,2.62168807983,2.53419208527,1.0345261888664916,3.3373914781530303
old,2,fp16,16384,16,32,1.24762401581,1.06428804398,1.1722616098780918,14.694809454350885
old,2,fp16,16384,64,32,3.08105602264,2.88394393921,1.0683480981547773,6.397549475945739
old,2,fp16,16384,128,32,5.52036399841,5.25280799866,1.0509358042057226,4.846709380523867
old,2,fp16,16384,256,32,10.3849716187,10.0548362732,1.0328334879385295,3.1789720532845047
old,2,bf16,1,16,32,0.0133320003748,0.00803600028157,1.6590343339554134,39.72397197978213
old,2,bf16,1,64,32,0.016672000289,0.0133719995618,1.2467843879255849,19.793670045563186
old,2,bf16,1,128,32,0.0264600008726,0.0233480006456,1.1332876538011603,11.761149374044631
old,2,bf16,1,256,32,0.0489320009947,0.0449360013008,1.0889264638201988,8.166434261155233
old,2,bf16,17,16,32,0.0132400006056,0.0085199996829,1.5539907392453596,35.64955216621081
old,2,bf16,17,64,32,0.0192320004106,0.0145879998803,1.3183438832194792,24.14725681755077
old,2,bf16,17,128,32,0.0296559989452,0.0247079998255,1.2002589912030595,16.68464828597812
