gpu,sm,cuda_runtime,seed,mode,rows,dim,dtype,scale,threads,group,order,captured_calls,replays,mean_us,check_status
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,64,0,1,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,128,0,2,64,20,1.162400004,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,256,0,3,64,20,1.157500036,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,32,1,1,64,20,1.170399971,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,64,1,0,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,128,1,3,64,20,1.162400004,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,256,1,2,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,32,2,2,64,20,1.170399971,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,64,2,3,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,128,2,0,64,20,1.162375044,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,256,2,1,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,32,3,3,64,20,1.169599965,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,64,3,2,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,128,3,1,64,20,1.162400004,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,256,3,0,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,32,4,0,64,20,1.169599965,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,64,4,1,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,128,4,2,64,20,1.161549985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,1,256,4,3,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,32,0,0,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,64,0,1,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,128,0,2,64,20,0.9383999743,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,256,0,3,64,20,0.935200043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,32,1,1,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,64,1,0,64,20,0.9464000352,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,128,1,3,64,20,0.9391499683,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,256,1,2,64,20,0.935200043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,32,2,2,64,20,0.945500005,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,64,2,3,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,128,2,0,64,20,0.9383999743,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,256,2,1,64,20,0.935200043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,32,3,3,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,64,3,2,64,20,0.9463000111,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,128,3,1,64,20,0.9383999743,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,256,3,0,64,20,0.9359500371,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,32,4,0,64,20,0.9456000291,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,64,4,1,64,20,0.9464000352,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,128,4,2,64,20,0.9383999743,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,transform,1,16,fp16,0.25,256,4,3,64,20,0.935200043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,32,0,0,64,20,1.171199977,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,64,0,1,64,20,1.175200008,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,128,0,2,64,20,1.160799991,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,256,0,3,64,20,1.155999955,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,32,1,1,64,20,1.169575006,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,64,1,0,64,20,1.169550046,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,128,1,3,64,20,1.159999985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,256,1,2,64,20,1.155999955,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,32,2,2,64,20,1.169575006,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,64,2,3,64,20,1.170375012,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,128,2,0,64,20,1.160799991,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,256,2,1,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,32,3,3,64,20,1.169599965,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,64,3,2,64,20,1.169599965,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,128,3,1,64,20,1.159999985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,256,3,0,64,20,1.155999955,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,32,4,0,64,20,1.168799959,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,64,4,1,64,20,1.168799959,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,128,4,2,64,20,1.160799991,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260922,fused_int4,1,16,fp16,0.25,256,4,3,64,20,1.157599967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,32,0,0,64,20,0.9503999725,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,64,0,1,64,20,0.9511999786,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,128,0,2,64,20,0.9415250272,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,256,0,3,64,20,0.9407999925,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,32,1,1,64,20,0.9511999786,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,64,1,0,64,20,0.9503999725,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,128,1,3,64,20,0.887999963,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,256,1,2,64,20,0.9415750392,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,32,2,2,64,20,0.8711749688,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,64,2,3,64,20,0.8703250438,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,128,2,0,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,256,2,1,64,20,0.8631999604,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,32,3,3,64,20,0.8712000214,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,64,3,2,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,128,3,1,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,256,3,0,64,20,0.8647999726,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,32,4,0,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,64,4,1,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,128,4,2,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,1,256,4,3,64,20,0.8631999604,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,32,0,0,64,20,1.105524972,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,64,0,1,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,128,0,2,64,20,1.071999967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,256,0,3,64,20,1.086399984,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,32,1,1,64,20,1.104800031,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,64,1,0,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,128,1,3,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,256,1,2,64,20,1.085599978,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,32,2,2,64,20,1.104000024,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,64,2,3,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,128,2,0,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,256,2,1,64,20,1.085599978,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,32,3,3,64,20,1.104000024,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,64,3,2,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,128,3,1,64,20,1.071999967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,256,3,0,64,20,1.085599978,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,32,4,0,64,20,1.104674954,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,64,4,1,64,20,1.107975002,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,128,4,2,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,1,256,4,3,64,20,1.086375024,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,32,0,0,64,20,0.8712000214,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,64,0,1,64,20,0.8712000214,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,128,0,2,64,20,0.8736000396,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,256,0,3,64,20,0.8647999726,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,32,1,1,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,64,1,0,64,20,0.8719500154,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,128,1,3,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,256,1,2,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,32,2,2,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,64,2,3,64,20,0.8712000214,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,128,2,0,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,256,2,1,64,20,0.8631999604,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,32,3,3,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,64,3,2,64,20,0.8720000274,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,128,3,1,64,20,0.8639999665,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,256,3,0,64,20,0.8655999787,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,32,4,0,64,20,0.8704000153,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,64,4,1,64,20,0.8712000214,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,128,4,2,64,20,0.8647999726,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,transform,17,16,fp16,0.25,256,4,3,64,20,0.8631999604,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,32,0,0,64,20,1.105600037,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,64,0,1,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,128,0,2,64,20,1.071999967,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,256,0,3,64,20,1.086399984,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,32,1,1,64,20,1.106400043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,64,1,0,64,20,1.107999962,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,128,1,3,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,256,1,2,64,20,1.086399984,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,32,2,2,64,20,1.105600037,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,64,2,3,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,128,2,0,64,20,1.071850024,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,256,2,1,64,20,1.085599978,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,32,3,3,64,20,1.105600037,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,64,3,2,64,20,1.107199956,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,128,3,1,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,256,3,0,64,20,1.086399984,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,32,4,0,64,20,1.105550025,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,64,4,1,64,20,1.106400043,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,128,4,2,64,20,1.072799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20260938,fused_int4,17,16,fp16,0.25,256,4,3,64,20,1.086399984,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,32,0,0,64,20,2.920800075,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,64,0,1,64,20,1.979199983,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,128,0,2,64,20,1.500749961,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,256,0,3,64,20,1.279999968,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,32,1,1,64,20,2.919974923,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,64,1,0,64,20,1.979999989,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,128,1,3,64,20,1.505600009,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,256,1,2,64,20,1.279999968,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,32,2,2,64,20,2.920800075,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,64,2,3,64,20,1.979999989,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,128,2,0,64,20,1.500799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,256,2,1,64,20,1.279999968,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,32,3,3,64,20,2.921600081,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,64,3,2,64,20,1.980799995,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,128,3,1,64,20,1.500799973,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,256,3,0,64,20,1.278399955,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,32,4,0,64,20,2.920800075,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,64,4,1,64,20,1.979999989,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,128,4,2,64,20,1.502399985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,1,256,4,3,64,20,1.279199962,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,32,0,0,64,20,3.167999908,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,64,0,1,64,20,2.212800086,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,128,0,2,64,20,1.756799966,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,256,0,3,64,20,1.60399992,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,32,1,1,64,20,3.169599921,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,64,1,0,64,20,2.214399911,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,128,1,3,64,20,1.757599972,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,256,1,2,64,20,1.602399908,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,32,2,2,64,20,3.170299903,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,64,2,3,64,20,2.215199918,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,128,2,0,64,20,1.757599972,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,256,2,1,64,20,1.603149995,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,32,3,3,64,20,3.172675148,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,64,3,2,64,20,2.215199918,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,128,3,1,64,20,1.75599996,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,256,3,0,64,20,1.603199914,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,32,4,0,64,20,3.170400113,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,64,4,1,64,20,2.215199918,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,128,4,2,64,20,1.756799966,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,fused_int4,4096,16,fp16,1,256,4,3,64,20,1.603049971,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,32,0,0,64,20,2.922400087,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,64,0,1,64,20,1.983200014,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,128,0,2,64,20,1.506400015,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,256,0,3,64,20,1.289600041,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,32,1,1,64,20,2.939200029,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,64,1,0,64,20,1.988800056,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,128,1,3,64,20,1.503999997,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,256,1,2,64,20,1.283199992,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,32,2,2,64,20,2.927999943,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,64,2,3,64,20,1.98400002,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,128,2,0,64,20,1.508800033,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,256,2,1,64,20,1.280799974,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,32,3,3,64,20,2.927999943,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,64,3,2,64,20,1.98400002,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,128,3,1,64,20,1.502399985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,256,3,0,64,20,1.280799974,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,32,4,0,64,20,2.927199937,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,64,4,1,64,20,1.982400008,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,128,4,2,64,20,1.502399985,PASS
"NVIDIA GeForce RTX 4090",89,12080,20265017,transform,4096,16,fp16,0.25,256,4,3,64,20,1.282325014,PASS
