phase,run_index,dtype,dim,rows,normalized,shape,scale,scope,method,group,event_interval_ms,calls_per_interval,per_call_us,per_call_ms
screen,1,fp16,64,17,False,"[17, 64]",1.0,eager,dao,5,4.249760150909424,200,21.24880075454712,0.021248800754547117
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread32,1,1.418239951133728,1280,1.107999961823225,0.001107999961823225
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread32,2,1.418239951133728,1280,1.107999961823225,0.001107999961823225
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread32,3,1.418239951133728,1280,1.107999961823225,0.001107999961823225
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread32,4,1.418239951133728,1280,1.107999961823225,0.001107999961823225
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread32,5,1.418239951133728,1280,1.107999961823225,0.001107999961823225
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread64,1,1.415168046951294,1280,1.1056000366806984,0.0011056000366806984
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread64,2,1.415168046951294,1280,1.1056000366806984,0.0011056000366806984
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread64,3,1.4151040315628052,1280,1.1055500246584415,0.0011055500246584416
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread64,4,1.4346239566802979,1280,1.1207999661564827,0.0011207999661564827
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread64,5,1.4172159433364868,1280,1.1071999557316303,0.0011071999557316302
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread128,1,1.439743995666504,1280,1.1247999966144562,0.0011247999966144562
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread128,2,1.4366719722747803,1280,1.122399978339672,0.0011223999783396721
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread128,3,1.4366719722747803,1280,1.122399978339672,0.0011223999783396721
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread128,4,1.45305597782135,1280,1.1351999826729298,0.0011351999826729297
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread128,5,1.4385919570922852,1280,1.1238999664783478,0.0011238999664783477
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread256,1,1.6599040031433105,1280,1.2968000024557114,0.0012968000024557113
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread256,2,1.658784031867981,1280,1.2959250248968601,0.00129592502489686
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread256,3,1.6599040031433105,1280,1.2968000024557114,0.0012968000024557113
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread256,4,1.6588799953460693,1280,1.2959999963641167,0.0012959999963641166
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,thread256,5,1.661952018737793,1280,1.2984000146389008,0.0012984000146389007
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,dao,1,1.3824000358581543,1280,1.080000028014183,0.001080000028014183
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,dao,2,1.3803520202636719,1280,1.0784000158309937,0.0010784000158309936
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,dao,3,1.3803520202636719,1280,1.0784000158309937,0.0010784000158309936
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,dao,4,1.3946880102157593,1280,1.089600007981062,0.001089600007981062
screen,1,fp16,256,17,False,"[17, 256]",1.0,graph,dao,5,1.381376028060913,1280,1.0792000219225883,0.0010792000219225883
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread32,1,1.1703360080718994,200,5.851680040359497,0.005851680040359497
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread32,2,1.159168004989624,200,5.79584002494812,0.00579584002494812
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread32,3,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread32,4,1.1582720279693604,200,5.791360139846802,0.005791360139846801
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread32,5,1.167423963546753,200,5.837119817733765,0.005837119817733764
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread64,1,1.1755520105361938,200,5.877760052680969,0.005877760052680969
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread64,2,1.1704319715499878,200,5.852159857749939,0.005852159857749939
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread64,3,1.1560959815979004,200,5.780479907989502,0.005780479907989502
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread64,4,1.1653120517730713,200,5.8265602588653564,0.005826560258865357
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread64,5,1.1591039896011353,200,5.795519948005676,0.005795519948005676
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread128,1,1.15830397605896,200,5.7915198802948,0.0057915198802948
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread128,2,1.1603200435638428,200,5.801600217819214,0.005801600217819214
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread128,3,1.1581439971923828,200,5.790719985961914,0.005790719985961914
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread128,4,1.1735039949417114,200,5.867519974708557,0.005867519974708557
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread128,5,1.145792007446289,200,5.728960037231445,0.005728960037231445
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread256,1,1.1694079637527466,200,5.847039818763733,0.005847039818763733
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread256,2,1.1786880493164062,200,5.893440246582031,0.0058934402465820315
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread256,3,1.1612160205841064,200,5.806080102920532,0.005806080102920532
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread256,4,1.1581439971923828,200,5.790719985961914,0.005790719985961914
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,thread256,5,1.159168004989624,200,5.79584002494812,0.00579584002494812
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,dao,1,2.858016014099121,200,14.290080070495605,0.014290080070495606
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,dao,2,2.7893760204315186,200,13.946880102157593,0.013946880102157593
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,dao,3,2.851936101913452,200,14.25968050956726,0.01425968050956726
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,dao,4,2.802687883377075,200,14.013439416885376,0.014013439416885376
screen,1,fp16,256,17,False,"[17, 256]",1.0,eager,dao,5,2.8139519691467285,200,14.069759845733643,0.014069759845733642
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread32,1,1.3096959590911865,1280,1.0231999680399895,0.0010231999680399896
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread32,2,1.3107199668884277,1280,1.0239999741315842,0.0010239999741315843
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread32,3,1.3230079412460327,1280,1.033599954098463,0.001033599954098463
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread32,4,1.3105920553207397,1280,1.023900043219328,0.001023900043219328
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread32,5,1.3107199668884277,1280,1.0239999741315842,0.0010239999741315843
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread64,1,1.3137919902801514,1280,1.0263999924063683,0.0010263999924063683
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread64,2,1.311743974685669,1280,1.0247999802231789,0.001024799980223179
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread64,3,1.311743974685669,1280,1.0247999802231789,0.001024799980223179
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread64,4,1.3127679824829102,1280,1.0255999863147736,0.0010255999863147736
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread64,5,1.3127679824829102,1280,1.0255999863147736,0.0010255999863147736
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread128,1,1.2912640571594238,1280,1.0088000446557999,0.0010088000446558
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread128,2,1.301408052444458,1280,1.0167250409722328,0.0010167250409722328
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread128,3,1.2932480573654175,1280,1.0103500448167324,0.0010103500448167325
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread128,4,1.2902400493621826,1280,1.0080000385642052,0.0010080000385642052
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread128,5,1.2912640571594238,1280,1.0088000446557999,0.0010088000446558
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread256,1,1.3107199668884277,1280,1.0239999741315842,0.0010239999741315843
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread256,2,1.3106240034103394,1280,1.0239250026643276,0.0010239250026643277
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread256,3,1.3148159980773926,1280,1.027199998497963,0.001027199998497963
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread256,4,1.3107199668884277,1280,1.0239999741315842,0.0010239999741315843
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,thread256,5,1.3106880187988281,1280,1.0239750146865845,0.0010239750146865845
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,dao,1,1.324031949043274,1280,1.0343999601900578,0.0010343999601900578
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,dao,2,1.3322240114212036,1280,1.0408000089228153,0.0010408000089228153
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,dao,3,1.316864013671875,1280,1.0288000106811523,0.0010288000106811524
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,dao,4,1.316864013671875,1280,1.0288000106811523,0.0010288000106811524
screen,1,bf16,64,17,False,"[17, 64]",1.0,graph,dao,5,1.3189120292663574,1280,1.0304000228643417,0.0010304000228643418
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread32,1,1.1561919450759888,200,5.780959725379944,0.005780959725379944
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread32,2,1.1745280027389526,200,5.872640013694763,0.005872640013694763
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread32,3,1.1498559713363647,200,5.749279856681824,0.005749279856681824
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread32,4,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread32,5,1.151968002319336,200,5.75984001159668,0.00575984001159668
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread64,1,1.159168004989624,200,5.79584002494812,0.00579584002494812
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread64,2,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread64,3,1.15830397605896,200,5.7915198802948,0.0057915198802948
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread64,4,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread64,5,1.16428804397583,200,5.82144021987915,0.00582144021987915
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread128,1,1.146880030632019,200,5.734400153160095,0.0057344001531600955
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread128,2,1.1612160205841064,200,5.806080102920532,0.005806080102920532
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread128,3,1.147007942199707,200,5.735039710998535,0.005735039710998535
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread128,4,1.1569600105285645,200,5.784800052642822,0.005784800052642822
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread128,5,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread256,1,4.500448226928711,200,22.502241134643555,0.022502241134643556
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread256,2,1.1509759426116943,200,5.754879713058472,0.005754879713058472
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread256,3,1.1489280462265015,200,5.744640231132507,0.005744640231132508
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread256,4,1.1571840047836304,200,5.785920023918152,0.005785920023918152
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,thread256,5,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,dao,1,2.8282880783081055,200,14.141440391540527,0.014141440391540527
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,dao,2,2.9286720752716064,200,14.643360376358032,0.014643360376358033
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,dao,3,3.462143898010254,200,17.31071949005127,0.01731071949005127
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,dao,4,2.8446719646453857,200,14.223359823226929,0.014223359823226929
screen,1,bf16,64,17,False,"[17, 64]",1.0,eager,dao,5,2.796544075012207,200,13.982720375061035,0.013982720375061035
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread32,1,1.4438400268554688,1280,1.128000020980835,0.001128000020980835
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread32,2,1.4417920112609863,1280,1.1264000087976456,0.0011264000087976456
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread32,3,1.4447360038757324,1280,1.128700003027916,0.0011287000030279159
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread32,4,1.4417920112609863,1280,1.1264000087976456,0.0011264000087976456
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread32,5,1.4417920112609863,1280,1.1264000087976456,0.0011264000087976456
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread64,1,1.4438400268554688,1280,1.128000020980835,0.001128000020980835
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread64,2,1.4539519548416138,1280,1.1358999647200108,0.0011358999647200108
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread64,3,1.4417920112609863,1280,1.1264000087976456,0.0011264000087976456
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread64,4,1.4417920112609863,1280,1.1264000087976456,0.0011264000087976456
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread64,5,1.439743995666504,1280,1.1247999966144562,0.0011247999966144562
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread128,1,1.4643199443817139,1280,1.143999956548214,0.001143999956548214
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread128,2,1.4643199443817139,1280,1.143999956548214,0.001143999956548214
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread128,3,1.46943998336792,1280,1.1479999870061874,0.0011479999870061875
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread128,4,1.4632960557937622,1280,1.1432000435888767,0.0011432000435888767
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread128,5,1.4632960557937622,1280,1.1432000435888767,0.0011432000435888767
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread256,1,1.6762880086898804,1280,1.309600006788969,0.001309600006788969
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread256,2,1.6762880086898804,1280,1.309600006788969,0.001309600006788969
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread256,3,1.6977920532226562,1280,1.3264000415802002,0.0013264000415802002
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread256,4,1.6762880086898804,1280,1.309600006788969,0.001309600006788969
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,thread256,5,1.6752640008926392,1280,1.3088000006973743,0.0013088000006973744
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,dao,1,1.3873920440673828,1280,1.0839000344276428,0.0010839000344276429
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,dao,2,1.397760033607483,1280,1.092000026255846,0.0010920000262558461
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,dao,3,1.3875199556350708,1280,1.083999965339899,0.0010839999653398991
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,dao,4,1.385472059249878,1280,1.0824000462889671,0.001082400046288967
screen,1,bf16,256,17,True,"[17, 256]",0.0625,graph,dao,5,1.3864959478378296,1280,1.0831999592483044,0.0010831999592483045
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread32,1,1.1806720495224,200,5.9033602476119995,0.005903360247611999
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread32,2,1.1684160232543945,200,5.842080116271973,0.0058420801162719724
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread32,3,1.1427839994430542,200,5.713919997215271,0.005713919997215271
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread32,4,1.1600639820098877,200,5.8003199100494385,0.0058003199100494385
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread32,5,1.1620800495147705,200,5.8104002475738525,0.005810400247573852
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread64,1,1.1653120517730713,200,5.8265602588653564,0.005826560258865357
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread64,2,2.6214399337768555,200,13.107199668884277,0.013107199668884278
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread64,3,1.1488319635391235,200,5.744159817695618,0.005744159817695617
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread64,4,1.1745280027389526,200,5.872640013694763,0.005872640013694763
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread64,5,1.1550719738006592,200,5.775359869003296,0.005775359869003296
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread128,1,1.1776000261306763,200,5.888000130653381,0.005888000130653381
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread128,2,1.1878399848937988,200,5.939199924468994,0.0059391999244689945
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread128,3,1.1612160205841064,200,5.806080102920532,0.005806080102920532
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread128,4,1.1724799871444702,200,5.862399935722351,0.005862399935722351
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread128,5,1.1458560228347778,200,5.729280114173889,0.005729280114173889
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread256,1,1.1673599481582642,200,5.836799740791321,0.005836799740791321
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread256,2,1.1673599481582642,200,5.836799740791321,0.005836799740791321
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread256,3,1.1929600238800049,200,5.964800119400024,0.005964800119400025
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread256,4,1.1448320150375366,200,5.724160075187683,0.005724160075187683
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,thread256,5,1.1612160205841064,200,5.806080102920532,0.005806080102920532
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,dao,1,2.850816011428833,200,14.254080057144165,0.014254080057144165
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,dao,2,3.6321280002593994,200,18.160640001296997,0.018160640001296996
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,dao,3,2.8570239543914795,200,14.285119771957397,0.014285119771957398
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,dao,4,2.77510404586792,200,13.8755202293396,0.0138755202293396
screen,1,bf16,256,17,True,"[17, 256]",0.0625,eager,dao,5,2.7965760231018066,200,13.982880115509033,0.013982880115509033
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread32,1,1.4007999897003174,1280,1.094374991953373,0.001094374991953373
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread32,2,1.3966079950332642,1280,1.0910999961197376,0.0010910999961197376
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread32,3,1.3967360258102417,1280,1.0912000201642513,0.0010912000201642514
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread32,4,1.397760033607483,1280,1.092000026255846,0.0010920000262558461
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread32,5,1.397663950920105,1280,1.091924961656332,0.001091924961656332
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread64,1,1.4028799533843994,1280,1.095999963581562,0.001095999963581562
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread64,2,1.4028799533843994,1280,1.095999963581562,0.001095999963581562
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread64,3,1.4028799533843994,1280,1.095999963581562,0.001095999963581562
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread64,4,1.4028799533843994,1280,1.095999963581562,0.001095999963581562
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread64,5,1.4018559455871582,1280,1.0951999574899673,0.0010951999574899673
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread128,1,1.439743995666504,1280,1.1247999966144562,0.0011247999966144562
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread128,2,1.4406399726867676,1280,1.1254999786615372,0.001125499978661537
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread128,3,1.4407680034637451,1280,1.1256000027060509,0.001125600002706051
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread128,4,1.4416639804840088,1280,1.1262999847531319,0.0011262999847531318
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread128,5,1.4407680034637451,1280,1.1256000027060509,0.001125600002706051
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread256,1,1.6599040031433105,1280,1.2968000024557114,0.0012968000024557113
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread256,2,1.6588799953460693,1280,1.2959999963641167,0.0012959999963641166
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread256,3,1.6599040031433105,1280,1.2968000024557114,0.0012968000024557113
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread256,4,1.6587519645690918,1280,1.295899972319603,0.001295899972319603
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,thread256,5,1.6598399877548218,1280,1.2967499904334545,0.0012967499904334545
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,dao,1,1.3619199991226196,1280,1.0639999993145466,0.0010639999993145466
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,dao,2,1.3608959913253784,1280,1.063199993222952,0.001063199993222952
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,dao,3,1.3608959913253784,1280,1.063199993222952,0.001063199993222952
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,dao,4,1.3608959913253784,1280,1.063199993222952,0.001063199993222952
screen,1,fp16,256,17,True,"[17, 256]",0.0625,graph,dao,5,1.3608959913253784,1280,1.063199993222952,0.001063199993222952
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread32,1,1.141759991645813,200,5.708799958229065,0.005708799958229065
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread32,2,1.159168004989624,200,5.79584002494812,0.00579584002494812
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread32,3,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread32,4,1.159168004989624,200,5.79584002494812,0.00579584002494812
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread32,5,1.1519999504089355,200,5.759999752044678,0.005759999752044677
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread64,1,1.1530239582061768,200,5.765119791030884,0.005765119791030884
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread64,2,1.1448960304260254,200,5.724480152130127,0.005724480152130127
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread64,3,1.150048017501831,200,5.750240087509155,0.0057502400875091555
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread64,4,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread64,5,1.1490240097045898,200,5.745120048522949,0.005745120048522949
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread128,1,1.1488959789276123,200,5.7444798946380615,0.005744479894638062
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread128,2,1.1478079557418823,200,5.739039778709412,0.005739039778709412
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread128,3,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread128,4,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread128,5,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread256,1,1.16428804397583,200,5.82144021987915,0.00582144021987915
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread256,2,1.1550400257110596,200,5.775200128555298,0.005775200128555298
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread256,3,1.1509759426116943,200,5.754879713058472,0.005754879713058472
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread256,4,1.1581439971923828,200,5.790719985961914,0.005790719985961914
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,thread256,5,1.1509759426116943,200,5.754879713058472,0.005754879713058472
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,dao,1,2.8323841094970703,200,14.161920547485352,0.014161920547485352
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,dao,2,2.7843520641326904,200,13.921760320663452,0.013921760320663452
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,dao,3,2.8037118911743164,200,14.018559455871582,0.014018559455871582
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,dao,4,2.799488067626953,200,13.997440338134766,0.013997440338134765
screen,1,fp16,256,17,True,"[17, 256]",0.0625,eager,dao,5,2.7840960025787354,200,13.920480012893677,0.013920480012893676
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread32,1,1.3803520202636719,1280,1.0784000158309937,0.0010784000158309936
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread32,2,1.3803520202636719,1280,1.0784000158309937,0.0010784000158309936
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread32,3,1.3803520202636719,1280,1.0784000158309937,0.0010784000158309936
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread32,4,1.3793280124664307,1280,1.077600009739399,0.001077600009739399
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread32,5,1.3793280124664307,1280,1.077600009739399,0.001077600009739399
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread64,1,1.3424639701843262,1280,1.0487999767065048,0.0010487999767065047
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread64,2,1.341439962387085,1280,1.0479999706149101,0.00104799997061491
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread64,3,1.341439962387085,1280,1.0479999706149101,0.00104799997061491
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread64,4,1.341439962387085,1280,1.0479999706149101,0.00104799997061491
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread64,5,1.341439962387085,1280,1.0479999706149101,0.00104799997061491
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread128,1,1.3178880214691162,1280,1.029600016772747,0.0010296000167727471
screen,1,bf16,64,64,True,"[64, 64]",0.125,graph,thread128,2,1.3127039670944214,1280,1.0255499742925167,0.0010255499742925166
