phase,run_index,dtype,dim,rows,normalized,shape,scale,scope,method,group,event_interval_ms,calls_per_interval,per_call_us,per_call_ms
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread64,3,1.1427839994430542,200,5.713919997215271,0.005713919997215271
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread64,4,1.1600960493087769,200,5.800480246543884,0.0058004802465438845
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread64,5,1.1530239582061768,200,5.765119791030884,0.005765119791030884
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread128,1,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread128,2,1.1499520540237427,200,5.749760270118713,0.0057497602701187134
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread128,3,1.1499520540237427,200,5.749760270118713,0.0057497602701187134
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread128,4,1.154047966003418,200,5.77023983001709,0.00577023983001709
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread128,5,1.1560959815979004,200,5.780479907989502,0.005780479907989502
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread256,1,1.1632640361785889,200,5.816320180892944,0.0058163201808929445
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread256,2,1.1509759426116943,200,5.754879713058472,0.005754879713058472
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread256,3,1.1457600593566895,200,5.728800296783447,0.005728800296783448
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread256,4,1.1571199893951416,200,5.785599946975708,0.005785599946975708
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,thread256,5,1.1550719738006592,200,5.775359869003296,0.005775359869003296
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,dao,1,2.838592052459717,200,14.192960262298584,0.014192960262298583
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,dao,2,2.8078079223632812,200,14.039039611816406,0.014039039611816406
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,dao,3,2.831360101699829,200,14.156800508499146,0.014156800508499146
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,dao,4,2.8047358989715576,200,14.023679494857788,0.014023679494857787
screen,1,fp16,64,1,False,"[1, 64]",1.0,eager,dao,5,2.8180480003356934,200,14.090240001678467,0.014090240001678467
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread32,1,1.4120960235595703,1280,1.1032000184059143,0.0011032000184059143
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread32,2,1.411072015762329,1280,1.1024000123143196,0.0011024000123143196
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread32,3,1.4110080003738403,1280,1.1023500002920628,0.0011023500002920628
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread32,4,1.4119679927825928,1280,1.1030999943614006,0.0011030999943614007
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread32,5,1.4120960235595703,1280,1.1032000184059143,0.0011032000184059143
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread64,1,1.4120960235595703,1280,1.1032000184059143,0.0011032000184059143
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread64,2,1.411072015762329,1280,1.1024000123143196,0.0011024000123143196
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread64,3,1.411072015762329,1280,1.1024000123143196,0.0011024000123143196
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread64,4,1.4119679927825928,1280,1.1030999943614006,0.0011030999943614007
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread64,5,1.411072015762329,1280,1.1024000123143196,0.0011024000123143196
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread128,1,1.4049279689788818,1280,1.0975999757647514,0.0010975999757647514
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread128,2,1.4017280340194702,1280,1.095100026577711,0.001095100026577711
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread128,3,1.3998080492019653,1280,1.0936000384390354,0.0010936000384390355
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread128,4,1.4008320569992065,1280,1.0944000445306301,0.0010944000445306302
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread128,5,1.4006719589233398,1280,1.0942749679088593,0.0010942749679088593
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread256,1,1.3946880102157593,1280,1.089600007981062,0.001089600007981062
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread256,2,1.3946880102157593,1280,1.089600007981062,0.001089600007981062
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread256,3,1.395616054534912,1280,1.0903250426054,0.0010903250426054002
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread256,4,1.3946880102157593,1280,1.089600007981062,0.001089600007981062
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,thread256,5,1.3957120180130005,1280,1.0904000140726566,0.0010904000140726567
screen,1,bf16,256,1,False,"[1, 256]",1.0,graph,dao,1,1.363968014717102,1280,1.065600011497736,0.001065600011497736
