dtype,batch,seq,heads,dim,scale,method,rows,repeats,seed,input_read_only,input_working_set_bytes,logical_io_bytes,run1_count,run1_median_us,run1_mean_us,run1_minimum_us,run1_maximum_us,run1_population_stddev_us,run1_cv_percent,run1_range_over_median_percent,run2_count,run2_median_us,run2_mean_us,run2_minimum_us,run2_maximum_us,run2_population_stddev_us,run2_cv_percent,run2_range_over_median_percent,run3_count,run3_median_us,run3_mean_us,run3_minimum_us,run3_maximum_us,run3_population_stddev_us,run3_cv_percent,run3_range_over_median_percent,across_run_medians_count,across_run_medians_median_us,across_run_medians_mean_us,across_run_medians_minimum_us,across_run_medians_maximum_us,across_run_medians_population_stddev_us,across_run_medians_cv_percent,across_run_medians_range_over_median_percent,comparison_role,run1_baseline_over_candidate,run1_time_reduction_percent,run2_baseline_over_candidate,run2_time_reduction_percent,run3_baseline_over_candidate,run3_time_reduction_percent,minimum_time_reduction_percent,maximum_time_reduction_percent,stable_candidate_every_run_at_least_5_percent,every_run_faster,any_run_slowdown,every_run_slowdown,any_run_regression_over_3_percent,every_run_regression_over_3_percent
bf16,1,1,1,64,1.0,baseline_fused,1,100,2909,true,128,164,5,5.99288463593,5.994331002236,5.99057734013,6.00196182728,0.004014672582897374,0.06697448942008415,0.18996673291097427,5,5.99803805351,5.998669266702,5.99596202374,6.00407719612,0.002850006842760155,0.047510651380302825,0.1352971139496392,5,5.92780828476,6.020415425302,5.92696130276,6.38376951218,0.18170716896624534,3.0181832337114916,7.706190677495822,3,5.99288463593,5.972910324733333,5.92780828476,5.99803805351,0.031961277983476435,0.5351039316818034,1.1718858782787402,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_split,1,100,2909,true,128,420,5,8.49215388298,8.498007774354,8.48999977112,8.52361559868,0.01286667742873481,0.15140816259976775,0.39584571856818823,5,8.51119279861,8.518107771872,8.51034581661,8.54700028896,0.014455031516186854,0.16969768290464013,0.4306619908314816,5,8.31688463688,8.324069142344,8.31280767918,8.35649967194,0.016299199877426094,0.1958080789419819,0.5253408537886142,3,8.49215388298,8.440077106156666,8.31688463688,8.51119279861,0.08745630696507277,1.0362027012914043,2.288090446870426,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_transform,1,100,2909,true,128,256,5,3.50357681513,3.51183074713,3.50184619427,3.54642301798,0.017316093585295282,0.4930788193436328,1.2723232873758445,5,3.51876914501,3.52761542797,3.5176923871,3.5640001297,0.01819933341624452,0.515910358933811,1.3160210486007504,5,3.39426934719,3.402769267558,3.39384615421,3.43653857708,0.01689356182914283,0.49646509947665385,1.2577794660091923,3,3.50357681513,3.472205102443333,3.39426934719,3.51876914501,0.055456819129699464,1.5971642657478795,3.5535055855591517,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,optimized_fused,1,100,2909,true,128,164,5,5.28838455677,5.289053916932,5.28750002384,5.29180824757,0.0015096452828414677,0.028542822715582405,0.08146578002699531,5,5.29330790043,5.2925692796720005,5.29007673264,5.29373049736,0.0013482095470300204,0.025473630590123777,0.06902611351407134,5,5.22342264652,5.2239382267,5.22196173668,5.22684633732,0.001819357595192653,0.03482731832267386,0.09351341008665826,3,5.28838455677,5.26837170124,5.22342264652,5.29330790043,0.03184727061423802,0.6044993106075304,1.3214858556482112,candidate_vs_matching_baseline,1.1332164995940253,11.755608892188752,1.1331360590270503,11.749344482194434,1.134851358181648,11.882733118257693,11.749344482194434,11.882733118257693,True,True,False,False,False,False
bf16,1,1,1,64,1.0,optimized_split,1,100,2909,true,128,420,5,7.80023097992,7.801930665968,7.79784619808,7.81199991703,0.0051870393636528535,0.06648404844558162,0.18145256193611534,5,7.81911492348,7.82080757618,7.81630754471,7.82957673073,0.004646526017722795,0.059412355724935854,0.16970189273154798,5,7.62319266796,7.6250923872,7.62130796909,7.63603806496,0.005539459199569828,0.07264776501421467,0.19322738531731104,3,7.80023097992,7.74751285712,7.62319266796,7.81911492348,0.08824504860775663,1.1390113218935678,2.511749408759298,candidate_vs_matching_baseline,1.088705437677577,8.147790449802772,1.0885110248286238,8.131385241831524,1.0909975648176335,8.340766996381365,8.131385241831524,8.340766996381365,True,True,False,False,False,False
bf16,1,1,1,64,1.0,optimized_transform,1,100,2909,true,128,256,5,3.57361525297,3.577623069288,3.57192307711,3.59380781651,0.008222033581947605,0.22981832973208977,0.6123977499203838,5,3.59123080969,3.594215393068,3.58865380287,3.60880762339,0.007409047231785809,0.20613809751288975,0.5611953557989144,5,3.46607685089,3.469207644464,3.46392303705,3.48576933146,0.008332146462544715,0.24017433709512215,0.6302888063312964,3,3.57361525297,3.543640971183333,3.46607685089,3.59123080969,0.05531558868467302,1.5609817454560415,3.5021665719605815,candidate_vs_matching_baseline,0.9804012371556251,-1.9990552950785112,0.9798226099852783,-2.0592901009933717,0.9792827721977481,-2.1155511350166467,-2.1155511350166467,-1.9990552950785112,False,False,True,True,False,False
bf16,1,1,1,128,1.0,baseline_fused,1,100,2909,true,256,324,5,8.33076894283,8.331384539602,8.32696139812,8.33526909351,0.002966808448703463,0.035610028976590616,0.09972303213558976,5,8.33334624767,8.333300113676,8.33161532879,8.3344233036,0.0010708010228051884,0.012849663497032447,0.03369564550115548,5,8.26265335083,8.263292074204,8.26115369797,8.26546132565,0.0015263145446112977,0.018471022576777636,0.052133709319496756,3,8.33076894283,8.30892284711,8.26265335083,8.33334624767,0.03273438904845367,0.3939666988223305,0.8485758916749644,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,baseline_split,1,100,2909,true,256,836,5,10.7727694511,10.77580761908,10.7691144943,10.7933461666,0.00890751037831568,0.08266211399824684,0.22493447399939331,5,10.7905769348,10.79516172408,10.7897698879,10.8115386963,0.008277849369658394,0.07668110567712556,0.20173905928786792,5,10.5953466892,10.59831571578,10.5906152725,10.6144237518,0.008486936380218663,0.08007816154771015,0.22470693973864628,3,10.7727694511,10.719564358366666,10.5953466892,10.7905769348,0.08813549651467019,0.8221928948621877,1.8122567876922901,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,baseline_transform,1,100,2909,true,256,512,5,3.93838465214,3.9402461648,3.93642306328,3.94907683134,0.004537284304735972,0.11515230559119842,0.32129335191077935,5,3.95269244909,3.954069316388,3.94950002432,3.96319240332,0.004944525763283196,0.1250490410673925,0.34640638441658633,5,3.82800012827,3.829138457774,3.82561534643,3.83803844452,0.004600913644574428,0.12015532202115997,0.3245323321244142,3,3.93838465214,3.9063590765,3.82800012827,3.95269244909,0.05571517949460746,1.4262687685261866,3.16607776622952,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,optimized_fused,1,100,2909,true,256,324,5,5.75888514519,5.759223222734,5.75723052025,5.761500597,0.001625651071402936,0.0282269154803,0.07414762827084041,5,5.76449990273,5.764623045922,5.76126873493,5.76726913452,0.0019840330363832064,0.034417394174398756,0.10409228365428037,5,5.69269239902,5.692869067192,5.69184601307,5.69461524487,0.0009813604298068933,0.017238415607737628,0.04864537912633683,3,5.75888514519,5.738692482313334,5.69269239902,5.76449990273,0.03260763839760487,0.5682067561226133,1.2468993893718392,candidate_vs_matching_baseline,1.4465940425618866,30.872105747855727,1.445632125646047,30.826108367431015,1.4514491161075944,31.103337423103216,30.826108367431015,31.103337423103216,True,True,False,False,False,False
