dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,block_dim,warmup,timer,vector_scale_enabled,kernel_ms
fp16,1,4096,1,128,4096,scalar_transform,0,0,5,1920.43590546,2097152,1.09201874118,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92043590546
fp16,1,4096,1,128,4096,vector_transform,0,1,5,167.563998699,2097152,12.5155284923,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167563998699
fp16,1,4096,1,128,4096,scalar_split,0,2,5,2761.98406219,3424256,1.23978123077,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76198406219
fp16,1,4096,1,128,4096,vector_split,0,3,5,1009.0959549,3424256,3.39338987872,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.0090959549
fp16,1,4096,1,128,4096,scalar_fused,0,4,5,2621.34799957,1327104,0.506267767659,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62134799957
fp16,1,4096,1,128,4096,vector_fused,0,5,5,957.94801712,1327104,1.38536118483,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.95794801712
fp16,1,4096,1,128,4096,quant_only,0,6,5,841.907978058,1327104,1.57630529059,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.841907978058
fp16,1,4096,1,128,4096,vector_transform,1,0,5,167.460000515,2097152,12.5233010483,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167460000515
fp16,1,4096,1,128,4096,scalar_split,1,1,5,2761.98406219,3424256,1.23978123077,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76198406219
fp16,1,4096,1,128,4096,vector_split,1,2,5,1009.16004181,3424256,3.39317438081,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.00916004181
fp16,1,4096,1,128,4096,scalar_fused,1,3,5,2621.41990662,1327104,0.506253880445,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62141990662
fp16,1,4096,1,128,4096,vector_fused,1,4,5,957.89604187,1327104,1.38543635425,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.95789604187
fp16,1,4096,1,128,4096,quant_only,1,5,5,842.004013062,1327104,1.57612550465,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.842004013062
fp16,1,4096,1,128,4096,scalar_transform,1,6,5,1920.62797546,2097152,1.09190953521,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92062797546
fp16,1,4096,1,128,4096,scalar_split,2,0,5,2762.04795837,3424256,1.23975255014,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76204795837
fp16,1,4096,1,128,4096,vector_split,2,1,5,1009.29203033,3424256,3.39273064394,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.00929203033
fp16,1,4096,1,128,4096,scalar_fused,2,2,5,2621.21200562,1327104,0.506294033889,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62121200562
fp16,1,4096,1,128,4096,vector_fused,2,3,5,957.888031006,1327104,1.38544794072,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957888031006
fp16,1,4096,1,128,4096,quant_only,2,4,5,842.059993744,1327104,1.57602072282,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.842059993744
fp16,1,4096,1,128,4096,scalar_transform,2,5,5,1920.30792236,2097152,1.09209152114,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92030792236
fp16,1,4096,1,128,4096,vector_transform,2,6,5,167.49600172,2097152,12.5206093188,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.16749600172
fp16,1,4096,1,128,4096,vector_split,3,0,5,1009.02395248,3424256,3.39363202585,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.00902395248
fp16,1,4096,1,128,4096,scalar_fused,3,1,5,2621.20399475,1327104,0.506295581213,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62120399475
fp16,1,4096,1,128,4096,vector_fused,3,2,5,957.936000824,1327104,1.38537856272,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957936000824
fp16,1,4096,1,128,4096,quant_only,3,3,5,842.088031769,1327104,1.57596824789,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.842088031769
fp16,1,4096,1,128,4096,scalar_transform,3,4,5,1920.38803101,2097152,1.09204596474,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92038803101
fp16,1,4096,1,128,4096,vector_transform,3,5,5,167.315995693,2097152,12.53407955,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167315995693
fp16,1,4096,1,128,4096,scalar_split,3,6,5,2762.0759964,3424256,1.23973996532,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.7620759964
fp16,1,4096,1,128,4096,scalar_fused,4,0,5,2621.40407562,1327104,0.506256937777,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62140407562
fp16,1,4096,1,128,4096,vector_fused,4,1,5,957.851982117,1327104,1.38550008224,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957851982117
fp16,1,4096,1,128,4096,quant_only,4,2,5,842.05198288,1327104,1.5760357163,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.84205198288
fp16,1,4096,1,128,4096,scalar_transform,4,3,5,1920.62397003,2097152,1.09191181237,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92062397003
fp16,1,4096,1,128,4096,vector_transform,4,4,5,167.40000248,2097152,12.5277895396,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.16740000248
fp16,1,4096,1,128,4096,scalar_split,4,5,5,2761.98806763,3424256,1.23977943284,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76198806763
fp16,1,4096,1,128,4096,vector_split,4,6,5,1009.17196274,3424256,3.39313429865,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.00917196274
bf16,1,4096,1,128,4096,scalar_transform,0,0,5,1920.08399963,2097152,1.0922188823,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92008399963
bf16,1,4096,1,128,4096,vector_transform,0,1,5,167.651998997,2097152,12.508959109,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167651998997
bf16,1,4096,1,128,4096,scalar_split,0,2,5,2763.00392151,3424256,1.23932361201,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76300392151
bf16,1,4096,1,128,4096,vector_split,0,3,5,1010.32800674,3424256,3.38925178471,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.01032800674
bf16,1,4096,1,128,4096,scalar_fused,0,4,5,2624.62005615,1327104,0.505636614675,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62462005615
bf16,1,4096,1,128,4096,vector_fused,0,5,5,957.999992371,1327104,1.38528602356,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957999992371
bf16,1,4096,1,128,4096,quant_only,0,6,5,849.715995789,1327104,1.56182066311,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.849715995789
bf16,1,4096,1,128,4096,vector_transform,1,0,5,167.563998699,2097152,12.5155284923,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167563998699
bf16,1,4096,1,128,4096,scalar_split,1,1,5,2763.10005188,3424256,1.23928049499,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76310005188
bf16,1,4096,1,128,4096,vector_split,1,2,5,1010.74399948,3424256,3.38785686757,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.01074399948
bf16,1,4096,1,128,4096,scalar_fused,1,3,5,2624.50008392,1327104,0.505659728544,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62450008392
bf16,1,4096,1,128,4096,vector_fused,1,4,5,957.699966431,1327104,1.38572000263,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957699966431
bf16,1,4096,1,128,4096,quant_only,1,5,5,843.400001526,1327104,1.5735167152,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.843400001526
bf16,1,4096,1,128,4096,scalar_transform,1,6,5,1919.97203827,2097152,1.09228257402,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.91997203827
bf16,1,4096,1,128,4096,scalar_split,2,0,5,2762.85991669,3424256,1.2393882076,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76285991669
bf16,1,4096,1,128,4096,vector_split,2,1,5,1010.35203934,3424256,3.38917116676,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.01035203934
bf16,1,4096,1,128,4096,scalar_fused,2,2,5,2624.37591553,1327104,0.505683653073,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62437591553
bf16,1,4096,1,128,4096,vector_fused,2,3,5,958.071994781,1327104,1.38518191454,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.958071994781
bf16,1,4096,1,128,4096,quant_only,2,4,5,843.49603653,1327104,1.57333756476,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.84349603653
bf16,1,4096,1,128,4096,scalar_transform,2,5,5,1919.89994049,2097152,1.09232359238,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.91989994049
bf16,1,4096,1,128,4096,vector_transform,2,6,5,167.604005337,2097152,12.5125410684,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167604005337
bf16,1,4096,1,128,4096,vector_split,3,0,5,1010.54401398,3424256,3.38852732057,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.01054401398
bf16,1,4096,1,128,4096,scalar_fused,3,1,5,2624.64809418,1327104,0.505631213169,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.62464809418
bf16,1,4096,1,128,4096,vector_fused,3,2,5,957.855987549,1327104,1.38549428855,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957855987549
bf16,1,4096,1,128,4096,quant_only,3,3,5,843.255996704,1327104,1.57378542837,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.843255996704
bf16,1,4096,1,128,4096,scalar_transform,3,4,5,1920.15590668,2097152,1.09217798029,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92015590668
bf16,1,4096,1,128,4096,vector_transform,3,5,5,167.499995232,2097152,12.5203108042,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167499995232
bf16,1,4096,1,128,4096,scalar_split,3,6,5,2762.9360199,3424256,1.23935406949,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.7629360199
bf16,1,4096,1,128,4096,scalar_fused,4,0,5,2624.5759964,1327104,0.505645102988,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.6245759964
bf16,1,4096,1,128,4096,vector_fused,4,1,5,957.820034027,1327104,1.3855462956,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.957820034027
bf16,1,4096,1,128,4096,quant_only,4,2,5,843.488025665,1327104,1.57335250723,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.843488025665
bf16,1,4096,1,128,4096,scalar_transform,4,3,5,1920.04394531,2097152,1.09224166724,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.92004394531
bf16,1,4096,1,128,4096,vector_transform,4,4,5,167.475998402,2097152,12.5221047793,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,0.167475998402
bf16,1,4096,1,128,4096,scalar_split,4,5,5,2762.65201569,3424256,1.2394814767,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,2.76265201569
bf16,1,4096,1,128,4096,vector_split,4,6,5,1010.69602966,3424256,3.38801766258,1048576,2909,true,1,32,3,acl_timeline_event_ms,true,1.01069602966
