dtype,batch,seq,heads,dim,scale,method,rows,repeats,seed,input_read_only,input_working_set_bytes,logical_io_bytes,run1_count,run1_median_ms,run1_mean_ms,run1_minimum_ms,run1_maximum_ms,run1_population_stddev_ms,run1_cv_percent,run1_range_over_median_percent,run2_count,run2_median_ms,run2_mean_ms,run2_minimum_ms,run2_maximum_ms,run2_population_stddev_ms,run2_cv_percent,run2_range_over_median_percent,run3_count,run3_median_ms,run3_mean_ms,run3_minimum_ms,run3_maximum_ms,run3_population_stddev_ms,run3_cv_percent,run3_range_over_median_percent,across_run_medians_count,across_run_medians_median_ms,across_run_medians_mean_ms,across_run_medians_minimum_ms,across_run_medians_maximum_ms,across_run_medians_population_stddev_ms,across_run_medians_cv_percent,across_run_medians_range_over_median_percent,comparison_role,run1_baseline_over_candidate,run1_time_reduction_percent,run2_baseline_over_candidate,run2_time_reduction_percent,run3_baseline_over_candidate,run3_time_reduction_percent,minimum_time_reduction_percent,maximum_time_reduction_percent,stable_candidate_every_run_at_least_5_percent,every_run_faster,any_run_slowdown,every_run_slowdown,any_run_regression_over_3_percent,every_run_regression_over_3_percent
bf16,1,1,1,64,1.0,baseline_fused,1,100,2909,true,128,164,5,0.0221311998367,0.02216063976288,0.0221119999886,0.0222463989258,0.000048841371715024146,0.22039693906687427,0.6072826516035862,5,0.0221248006821,0.02214656019214,0.0221056008339,0.0221887993813,0.000035193521516277096,0.15891190871604327,0.37604201997315,5,0.0221311998367,0.02215935993194,0.0221183991432,0.0222399997711,0.000046257448622686666,0.20874902869379464,0.5494533906758563,3,0.0221311998367,0.022129066785166664,0.0221248006821,0.0221311998367,0.000003016590407680915,0.013631801272808152,0.02891463023793555,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_split,1,100,2909,true,128,420,5,0.0359488010406,0.0358937602043,0.0356735992432,0.0359552001953,0.00011015488175206388,0.3068914516759588,0.7833389263301553,5,0.0359488010406,0.03592448091504,0.0358272004128,0.0359488010406,0.00004864025111999979,0.13539583560033086,0.3382605936222064,5,0.0359488010406,0.0359270401001,0.0358272004128,0.03596159935,0.00005032841270596848,0.1400850517207745,0.37386208527012826,3,0.0359488010406,0.0359488010406,0.0359488010406,0.0359488010406,0.0000,0.0,0.0,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,baseline_transform,1,100,2909,true,128,256,5,0.0162047994137,0.01620991969106,0.0161663997173,0.0162559998035,0.00004015207839539994,0.2477006620677114,0.552923142783553,5,0.0162176001072,0.01622527980804,0.0162047994137,0.0162559998035,0.00002079775535028954,0.1281811814424536,0.3157087945291434,5,0.0162111997604,0.01621887969968,0.0161663997173,0.0163007998466,0.0000514235209169132,0.3170596358633068,0.8290572646468024,3,0.0162111997604,0.016211199760433335,0.0162047994137,0.0162176001072,0.000005225861238125802,0.032236116483374405,0.07896203667335171,baseline,,,,,,,,,,,,,,
bf16,1,1,1,64,1.0,optimized_fused,1,100,2909,true,128,164,5,0.0182335996628,0.01821183991432,0.0181247997284,0.0182783997059,0.00005317773709154181,0.29199541255426953,0.8424007345810813,5,0.0182335996628,0.01822079968454,0.0181695997715,0.0182783997059,0.00003818606183584067,0.20957401704076034,0.596700247960214,5,0.0182335996628,0.0182169597149,0.0181695997715,0.0182783997059,0.00004198708540494793,0.23048349484247854,0.596700247960214,3,0.0182335996628,0.0182335996628,0.0182335996628,0.0182335996628,0.0000,0.0,0.0,candidate_vs_matching_baseline,1.2137592272496716,17.61133694810635,1.2134082732571334,17.587507680682357,1.2137592272496716,17.61133694810635,17.587507680682357,17.61133694810635,True,True,False,False,False,False
bf16,1,1,1,64,1.0,optimized_split,1,100,2909,true,128,420,5,0.0311104011536,0.03109120082856,0.0309888005257,0.0311296010017,0.00005167791335594676,0.1662139511461907,0.4525832865504726,5,0.0311104011536,0.0311078410149,0.0310976004601,0.0311104011536,0.000005120277400000361,0.01645976458973111,0.0411460252048844,5,0.0310976004601,0.03047040033342,0.0280575990677,0.0311168003082,0.0012076112708586064,3.9632274523616804,9.837418949494603,3,0.0311104011536,0.03110613425576667,0.0310976004601,0.0311104011536,0.0000060343047851608,0.01939908294468355,0.0411460252048844,candidate_vs_matching_baseline,1.1555235454249395,13.459141186754985,1.1555235454249395,13.459141186754985,1.155999193144319,13.494749310334807,13.459141186754985,13.494749310334807,True,True,False,False,False,False
bf16,1,1,1,64,1.0,optimized_transform,1,100,2909,true,128,256,5,0.0156799995899,0.01567999982834,0.0155967998505,0.015724799633,0.00004561549897851581,0.2909151752417143,0.8163251648453406,5,0.0156863999367,0.0156838400364,0.015609600544,0.0157311999798,0.00004139748676236109,0.26394994252863657,0.7751902048315465,5,0.0156863999367,0.0156838400364,0.015609600544,0.015724799633,0.000040999797695952474,0.26141428120152765,0.7343883202319752,3,0.0156863999367,0.015684266487766667,0.0156799995899,0.0156863999367,0.0000030171524161510467,0.01923680918393187,0.04080188459958267,candidate_vs_matching_baseline,1.0334693773932266,3.2385456333160256,1.033863740096107,3.275454857615867,1.0334557212501112,3.2372670219138033,3.2372670219138033,3.275454857615867,False,True,False,False,False,False
bf16,1,1,1,64,1.0,warp32_fused,1,100,2909,true,128,164,5,0.015584000349,0.01561344003676,0.0155327999592,0.0156928002834,0.000062261140778725146,0.39876632332233414,1.0266961025207324,5,0.0155776000023,0.01560831999778,0.0155584001541,0.0156928002834,0.00005110400933495973,0.32741518204539855,0.8627781511924643,5,0.015584000349,0.01561216020582,0.0155392003059,0.0156928002834,0.00006011924005780533,0.3850795742884684,0.9856261169158472,3,0.015584000349,0.0155818669001,0.0155776000023,0.015584000349,0.0000030171523690097533,0.01936322770790957,0.0410699856048852,candidate_vs_matching_baseline,1.420123161003402,29.583572223873865,1.4202958529448257,29.592134066531905,1.420123161003402,29.583572223873865,29.583572223873865,29.592134066531905,True,True,False,False,False,False
bf16,1,1,1,64,1.0,warp32_split,1,100,2909,true,128,420,5,0.0298431992531,0.02985727977752,0.0298239994049,0.0299392008781,0.000041556201738626106,0.13918281252773204,0.38602253137465603,5,0.0298431992531,0.0298380804062,0.0297216010094,0.0299456000328,0.00007119805616182352,0.2386147338989991,0.7505864954365874,5,0.0298496007919,0.0298432006836,0.0298304009438,0.0298559999466,0.000010708973655229298,0.03588413243192878,0.08575995028699511,3,0.0298431992531,0.029845333099366666,0.0298431992531,0.0298496007919,0.000003017714330338592,0.010111176579237541,0.02145057822288859,candidate_vs_matching_baseline,1.2045893851968896,16.984159723726066,1.2045893851968896,16.984159723726066,1.2043310492231134,16.966352345970215,16.966352345970215,16.984159723726066,True,True,False,False,False,False
bf16,1,1,1,64,1.0,warp32_transform,1,100,2909,true,128,256,5,0.0152704000473,0.0152499201298,0.0151935994625,0.0152768003941,0.000032734264237464734,0.2146520372490242,0.5448510277549107,5,0.015232000351,0.01523327994348,0.0151935994625,0.0152768003941,0.000035840341037157254,0.23527658633029513,0.5462245908794124,5,0.0152768003941,0.01524863982202,0.0151935994625,0.0152895998955,0.000042568561547341364,0.27916300761376545,0.6284066723623383,3,0.0152704000473,0.015259733597466667,0.015232000351,0.0152768003941,0.000019783677269839445,0.12964628211546114,0.2933783198949108,candidate_vs_matching_baseline,1.061190234932006,5.766189031689173,1.0647058648561083,6.0773465228214025,1.061164598750722,5.763912480941158,5.763912480941158,6.0773465228214025,True,True,False,False,False,False
bf16,1,1,1,128,1.0,baseline_fused,1,100,2909,true,256,324,5,0.0279552006721,0.02798848009108,0.027936000824,0.028051199913,0.00005158240733930889,0.18429870850953545,0.4120846433950745,5,0.0279615998268,0.02798976039884,0.0279552006721,0.028051199913,0.00004059833345611755,0.14504709178503755,0.34332528000773344,5,0.0279552006721,0.02798079967498,0.0279487991333,0.028051199913,0.000040070452877453436,0.14320696099791536,0.3663031465991239,3,0.0279552006721,0.027957333723666665,0.0279552006721,0.0279615998268,0.000003016590454822208,0.010789979061088289,0.022890748576842465,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,baseline_split,1,100,2909,true,256,836,5,0.0418368005753,0.041812479972860004,0.0417023992538,0.0418495988846,0.00005526310419558769,0.1321689223682937,0.3518424659052465,5,0.0418431997299,0.04184320068358,0.0418240022659,0.0418688011169,0.00001459399064959504,0.034877806695418435,0.10706363588153368,5,0.0418431997299,0.041841919899000004,0.0418368005753,0.0418495988846,0.000004788688847709252,0.01144471587171051,0.030586354252564868,3,0.0418431997299,0.041841066678366666,0.0418368005753,0.0418431997299,0.00000301659040767924,0.007209640305941162,0.015293177006786573,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,baseline_transform,1,100,2909,true,256,512,5,0.0167040002346,0.0167180800438,0.0166592001915,0.0167680001259,0.00004329357608958702,0.2589626080037983,0.6513405943004988,5,0.0167040002346,0.01672704029082,0.0166592001915,0.0168384003639,0.00006982758056346186,0.4174532932869426,1.072797951887079,5,0.0167104005814,0.016718080282219997,0.0166592001915,0.0167680001259,0.000043857441648462524,0.2623353932275691,0.6510911205869194,3,0.0167040002346,0.01670613368353333,0.0167040002346,0.0167104005814,0.0000030171524161502093,0.018060147687696967,0.03831625185649929,baseline,,,,,,,,,,,,,,
bf16,1,1,1,128,1.0,optimized_fused,1,100,2909,true,256,324,5,0.0189440000057,0.01892095994948,0.0188543999195,0.0189567995071,0.000038950712524816425,0.20586012881384963,0.5405383634353362,5,0.0189952003956,0.01896063995362,0.0188927996159,0.0190144002438,0.000053177937945333494,0.280464889768558,0.6401650173070483,5,0.0189952003956,0.0189555199146,0.0188800001144,0.0190015995502,0.00005421509646210964,0.28601218381961585,0.6401587415111835,3,0.0189952003956,0.018978133598966668,0.0189440000057,0.0189952003956,0.000024136095265123468,0.12717844533688835,0.2695438259859575,candidate_vs_matching_baseline,1.4756757107099159,32.23443384326482,1.4720350006561107,32.06683268031784,1.4716981179401227,32.051282269786405,32.051282269786405,32.23443384326482,True,True,False,False,False,False
bf16,1,1,1,128,1.0,optimized_split,1,100,2909,true,256,836,5,0.031948800087,0.03198591995242,0.0319359993935,0.0320512008667,0.00005094351704904337,0.1592685691855146,0.3605815332228226,5,0.032063999176,0.03201792001724,0.0319359993935,0.0320767998695,0.00006443364072469455,0.20124243139467013,0.43912325230281496,5,0.032063999176,0.0320396800041,0.0319232010841,0.0320767998695,0.00005843257572200915,0.1823756532978224,0.47903814042937276,3,0.032063999176,0.03202559947966667,0.031948800087,0.032063999176,0.00005430537134561044,0.16956863330564476,0.35927860516610527,candidate_vs_matching_baseline,1.309495206748733,23.634695656287285,1.3049900450727232,23.37106296130611,1.3049900450727232,23.37106296130611,23.37106296130611,23.634695656287285,True,True,False,False,False,False
