dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,block_dim,warmup,timer,vector_scale_enabled,kernel_ms
fp16,1,1,1,16,1,scalar_transform,0,0,5,8.37199985981,64,0.00764452951167,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00837199985981
fp16,1,1,1,16,1,vector_transform,0,1,5,8.73600021005,64,0.00732600714986,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00873600021005
fp16,1,1,1,16,1,scalar_split,0,2,5,14.3040001392,108,0.00755033549697,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0143040001392
fp16,1,1,1,16,1,vector_split,0,3,5,14.8839995265,108,0.0072561141787,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0148839995265
fp16,1,1,1,16,1,scalar_fused,0,4,5,7.53600001335,44,0.00583864117862,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00753600001335
fp16,1,1,1,16,1,vector_fused,0,5,5,7.91999995708,44,0.00555555558566,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00791999995708
fp16,1,1,1,16,1,quant_only,0,6,5,7.50799998641,44,0.00586041556735,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00750799998641
fp16,1,1,1,16,1,vector_transform,1,0,5,7.62799978256,64,0.0083901418228,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00762799978256
fp16,1,1,1,16,1,scalar_split,1,1,5,12.800000608,108,0.00843749959924,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.012800000608
fp16,1,1,1,16,1,vector_split,1,2,5,13.3159995079,108,0.00811054400655,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0133159995079
fp16,1,1,1,16,1,scalar_fused,1,3,5,7.8639999032,44,0.00559511705768,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0078639999032
fp16,1,1,1,16,1,vector_fused,1,4,5,8.37600007653,44,0.00525310405897,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00837600007653
fp16,1,1,1,16,1,quant_only,1,5,5,6.53999969363,44,0.00672782906134,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00653999969363
fp16,1,1,1,16,1,scalar_transform,1,6,5,6.90400004387,64,0.00926998835361,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00690400004387
fp16,1,1,1,16,1,scalar_split,2,0,5,12.7120003104,108,0.0084959091695,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0127120003104
fp16,1,1,1,16,1,vector_split,2,1,5,13.327999413,108,0.0081032416534,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.013327999413
fp16,1,1,1,16,1,scalar_fused,2,2,5,7.48799964786,44,0.00587606865241,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00748799964786
fp16,1,1,1,16,1,vector_fused,2,3,5,8.07999968529,44,0.00544554476656,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00807999968529
fp16,1,1,1,16,1,quant_only,2,4,5,7.78800025582,44,0.00564971732854,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00778800025582
fp16,1,1,1,16,1,scalar_transform,2,5,5,7.18799978495,64,0.00890372870267,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00718799978495
fp16,1,1,1,16,1,vector_transform,2,6,5,7.69999995828,64,0.00831168835673,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00769999995828
fp16,1,1,1,16,1,vector_split,3,0,5,13.424000144,108,0.008045291928,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.013424000144
fp16,1,1,1,16,1,scalar_fused,3,1,5,7.47200027108,44,0.00588865074996,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00747200027108
fp16,1,1,1,16,1,vector_fused,3,2,5,8.16399976611,44,0.00538951509806,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00816399976611
fp16,1,1,1,16,1,quant_only,3,3,5,7.65200033784,44,0.00575013043092,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00765200033784
fp16,1,1,1,16,1,scalar_transform,3,4,5,7.11600035429,64,0.0089938163032,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00711600035429
fp16,1,1,1,16,1,vector_transform,3,5,5,7.62000009418,64,0.00839895002743,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00762000009418
fp16,1,1,1,16,1,scalar_split,3,6,5,12.8560006618,108,0.00840074630056,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0128560006618
fp16,1,1,1,16,1,scalar_fused,4,0,5,7.4359998107,44,0.00591715991395,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.0074359998107
fp16,1,1,1,16,1,vector_fused,4,1,5,8.10000002384,44,0.00543209874944,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00810000002384
fp16,1,1,1,16,1,quant_only,4,2,5,7.46800005436,44,0.00589180499193,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00746800005436
fp16,1,1,1,16,1,scalar_transform,4,3,5,7.23199993372,64,0.00884955760323,32,2909,true,1,32,3,acl_timeline_event_ms,false,0.00723199993372
