dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,block_dim,warmup,timer,vector_scale_enabled,kernel_ms
fp16,1,1,1,16,1,scalar_transform,0,0,5,7.91999995708,64,0.00808080812459,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00791999995708
fp16,1,1,1,16,1,vector_transform,0,1,5,7.98000022769,64,0.00802004989648,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00798000022769
fp16,1,1,1,16,1,scalar_split,0,2,5,11.8400000036,108,0.00912162161887,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0118400000036
fp16,1,1,1,16,1,vector_split,0,3,5,13.4200006723,108,0.00804768961171,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0134200006723
fp16,1,1,1,16,1,scalar_fused,0,4,5,7.19600021839,44,0.00611450787446,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00719600021839
fp16,1,1,1,16,1,vector_fused,0,5,5,7.5759999454,44,0.0058078141918,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0075759999454
fp16,1,1,1,16,1,quant_only,0,6,5,7.13199973106,44,0.00616937768637,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00713199973106
fp16,1,1,1,16,1,vector_transform,1,0,5,7.2879999876,64,0.00878155874161,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0072879999876
fp16,1,1,1,16,1,scalar_split,1,1,5,13.2520005107,108,0.00814971293676,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0132520005107
fp16,1,1,1,16,1,vector_split,1,2,5,12.6440003514,108,0.00854160052185,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0126440003514
fp16,1,1,1,16,1,scalar_fused,1,3,5,7.55200013518,44,0.00582627108215,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00755200013518
fp16,1,1,1,16,1,vector_fused,1,4,5,7.44400024414,44,0.00591080045096,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00744400024414
fp16,1,1,1,16,1,quant_only,1,5,5,7.16399997473,44,0.00614182023384,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00716399997473
fp16,1,1,1,16,1,scalar_transform,1,6,5,7.03999996185,64,0.00909090914017,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00703999996185
fp16,1,1,1,16,1,scalar_split,2,0,5,13.1200000644,108,0.00823170727668,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0131200000644
fp16,1,1,1,16,1,vector_split,2,1,5,12.6440003514,108,0.00854160052185,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0126440003514
fp16,1,1,1,16,1,scalar_fused,2,2,5,7.23199993372,44,0.00608407085222,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00723199993372
fp16,1,1,1,16,1,vector_fused,2,3,5,6.52799978852,44,0.00674019629678,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00652799978852
fp16,1,1,1,16,1,quant_only,2,4,5,5.97600005567,44,0.00736278440263,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00597600005567
fp16,1,1,1,16,1,scalar_transform,2,5,5,6.58399984241,64,0.00972053486208,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00658399984241
fp16,1,1,1,16,1,vector_transform,2,6,5,8.56000036001,64,0.00747663519957,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00856000036001
fp16,1,1,1,16,1,vector_split,3,0,5,13.0280002952,108,0.00828983708575,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.0130280002952
fp16,1,1,1,16,1,scalar_fused,3,1,5,6.01999983191,44,0.00730897030374,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00601999983191
fp16,1,1,1,16,1,vector_fused,3,2,5,6.53200000525,44,0.00673606858002,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00653200000525
fp16,1,1,1,16,1,quant_only,3,3,5,5.74799999595,44,0.00765483647026,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00574799999595
fp16,1,1,1,16,1,scalar_transform,3,4,5,5.73999993503,64,0.0111498259102,32,2909,true,1,32,3,acl_timeline_event_ms,true,0.00573999993503
