dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,kernel_ms
fp16,1,1,1,64,1,control_optimized_split,1,5,100,64.0991973877,420,0.00655234413404,128,2909,true,1,0.0640991973877
fp16,1,1,1,64,1,optimized_split,1,6,100,33.7126851082,420,0.0124582185801,128,2909,true,1,0.0337126851082
fp16,1,1,1,64,1,control_shuffle32_split,1,7,100,93.8987445831,420,0.00447290325195,128,2909,true,1,0.0938987445831
fp16,1,1,1,64,1,shuffle32_split,1,8,100,34.8082280159,420,0.0120661126389,128,2909,true,1,0.0348082280159
fp16,1,1,1,64,1,baseline_fused,1,9,100,65.4511976242,164,0.00250568371478,128,2909,true,1,0.0654511976242
fp16,1,1,1,64,1,control_optimized_fused,1,10,100,58.6774873734,164,0.0027949390361,128,2909,true,1,0.0586774873734
fp16,1,1,1,64,1,optimized_fused,1,11,100,28.5858297348,164,0.00573710826383,128,2909,true,1,0.0285858297348
fp16,1,1,1,64,1,control_shuffle32_fused,1,12,100,89.2507457733,164,0.00183751965968,128,2909,true,1,0.0892507457733
fp16,1,1,1,64,1,shuffle32_fused,1,13,100,29.7661709785,164,0.00550961022559,128,2909,true,1,0.0297661709785
fp16,1,1,1,64,1,baseline_transform,1,14,100,9.02239978313,256,0.0283738258283,128,2909,true,1,0.00902239978313
fp16,1,1,1,64,1,optimized_transform,2,0,100,9.28685724735,256,0.0275658377405,128,2909,true,1,0.00928685724735
fp16,1,1,1,64,1,control_shuffle32_transform,2,1,100,7.93417155743,256,0.0322654984389,128,2909,true,1,0.00793417155743
fp16,1,1,1,64,1,shuffle32_transform,2,2,100,7.90925681591,256,0.0323671371354,128,2909,true,1,0.00790925681591
fp16,1,1,1,64,1,baseline_split,2,3,100,69.8790836334,420,0.00601038219395,128,2909,true,1,0.0698790836334
fp16,1,1,1,64,1,control_optimized_split,2,4,100,64.1101694107,420,0.00655122274454,128,2909,true,1,0.0641101694107
fp16,1,1,1,64,1,optimized_split,2,5,100,33.6482286453,420,0.0124820835125,128,2909,true,1,0.0336482286453
fp16,1,1,1,64,1,control_shuffle32_split,2,6,100,94.5771408081,420,0.00444081938206,128,2909,true,1,0.0945771408081
fp16,1,1,1,64,1,shuffle32_split,2,7,100,34.7947430611,420,0.0120707889483,128,2909,true,1,0.0347947430611
fp16,1,1,1,64,1,baseline_fused,2,8,100,65.4507446289,164,0.00250570105703,128,2909,true,1,0.0654507446289
fp16,1,1,1,64,1,control_optimized_fused,2,9,100,58.6621713638,164,0.00279566876212,128,2909,true,1,0.0586621713638
fp16,1,1,1,64,1,optimized_fused,2,10,100,28.5229706764,164,0.0057497517303,128,2909,true,1,0.0285229706764
fp16,1,1,1,64,1,control_shuffle32_fused,2,11,100,89.2402362823,164,0.00183773605755,128,2909,true,1,0.0892402362823
fp16,1,1,1,64,1,shuffle32_fused,2,12,100,29.751086235,164,0.00551240377257,128,2909,true,1,0.029751086235
fp16,1,1,1,64,1,baseline_transform,2,13,100,9.22285735607,256,0.0277571245132,128,2909,true,1,0.00922285735607
fp16,1,1,1,64,1,control_optimized_transform,2,14,100,9.21074271202,256,0.0277936327182,128,2909,true,1,0.00921074271202
fp16,1,1,1,64,1,control_shuffle32_transform,3,0,100,7.90057122707,256,0.0324027203404,128,2909,true,1,0.00790057122707
fp16,1,1,1,64,1,shuffle32_transform,3,1,100,7.94857144356,256,0.0322070452304,128,2909,true,1,0.00794857144356
fp16,1,1,1,64,1,baseline_split,3,2,100,69.8886871338,420,0.00600955629909,128,2909,true,1,0.0698886871338
fp16,1,1,1,64,1,control_optimized_split,3,3,100,64.1362285614,420,0.00654856092135,128,2909,true,1,0.0641362285614
fp16,1,1,1,64,1,optimized_split,3,4,100,33.7225151062,420,0.0124545870519,128,2909,true,1,0.0337225151062
fp16,1,1,1,64,1,control_shuffle32_split,3,5,100,94.6111965179,420,0.00443922088989,128,2909,true,1,0.0946111965179
fp16,1,1,1,64,1,shuffle32_split,3,6,100,34.8644566536,420,0.0120466526748,128,2909,true,1,0.0348644566536
fp16,1,1,1,64,1,baseline_fused,3,7,100,65.4454851151,164,0.00250590242721,128,2909,true,1,0.0654454851151
fp16,1,1,1,64,1,control_optimized_fused,3,8,100,58.6589717865,164,0.002795821253,128,2909,true,1,0.0586589717865
fp16,1,1,1,64,1,optimized_fused,3,9,100,28.5357737541,164,0.00574717200287,128,2909,true,1,0.0285357737541
fp16,1,1,1,64,1,control_shuffle32_fused,3,10,100,89.245262146,164,0.0018376325651,128,2909,true,1,0.089245262146
fp16,1,1,1,64,1,shuffle32_fused,3,11,100,29.721827507,164,0.00551783028689,128,2909,true,1,0.029721827507
fp16,1,1,1,64,1,baseline_transform,3,12,100,9.01051461697,256,0.028411251841,128,2909,true,1,0.00901051461697
fp16,1,1,1,64,1,control_optimized_transform,3,13,100,9.28251445293,256,0.0275787343287,128,2909,true,1,0.00928251445293
fp16,1,1,1,64,1,optimized_transform,3,14,100,9.30331408978,256,0.0275170759075,128,2909,true,1,0.00930331408978
fp16,1,1,1,64,1,shuffle32_transform,4,0,100,7.87131428719,256,0.0325231582249,128,2909,true,1,0.00787131428719
fp16,1,1,1,64,1,baseline_split,4,1,100,69.8950862885,420,0.0060090061019,128,2909,true,1,0.0698950862885
fp16,1,1,1,64,1,control_optimized_split,4,2,100,64.0390872955,420,0.00655849447169,128,2909,true,1,0.0640390872955
fp16,1,1,1,64,1,optimized_split,4,3,100,33.7533712387,420,0.012443201511,128,2909,true,1,0.0337533712387
fp16,1,1,1,64,1,control_shuffle32_split,4,4,100,93.9236545563,420,0.00447171697039,128,2909,true,1,0.0939236545563
fp16,1,1,1,64,1,shuffle32_split,4,5,100,34.8235440254,420,0.0120608057495,128,2909,true,1,0.0348235440254
fp16,1,1,1,64,1,baseline_fused,4,6,100,65.4473161697,164,0.00250583231824,128,2909,true,1,0.0654473161697
fp16,1,1,1,64,1,control_optimized_fused,4,7,100,58.6116600037,164,0.00279807806143,128,2909,true,1,0.0586116600037
fp16,1,1,1,64,1,optimized_fused,4,8,100,28.5428571701,164,0.00574574574026,128,2909,true,1,0.0285428571701
fp16,1,1,1,64,1,control_shuffle32_fused,4,9,100,89.1981697083,164,0.00183860274865,128,2909,true,1,0.0891981697083
fp16,1,1,1,64,1,shuffle32_fused,4,10,100,29.7458291054,164,0.00551337800735,128,2909,true,1,0.0297458291054
fp16,1,1,1,64,1,baseline_transform,4,11,100,9.01005685329,256,0.0284126952991,128,2909,true,1,0.00901005685329
fp16,1,1,1,64,1,control_optimized_transform,4,12,100,9.15634274483,256,0.0279587611707,128,2909,true,1,0.00915634274483
fp16,1,1,1,64,1,optimized_transform,4,13,100,9.42491412163,256,0.0271620512077,128,2909,true,1,0.00942491412163
fp16,1,1,1,64,1,control_shuffle32_transform,4,14,100,7.89005696774,256,0.0324459000799,128,2909,true,1,0.00789005696774
fp16,1,17,1,64,17,baseline_transform,0,0,100,9.22765672207,4352,0.4716256934,2176,2909,true,1,0.00922765672207
fp16,1,17,1,64,17,control_optimized_transform,0,1,100,9.42765712738,4352,0.461620521536,2176,2909,true,1,0.00942765712738
fp16,1,17,1,64,17,optimized_transform,0,2,100,9.54354286194,4352,0.456015136408,2176,2909,true,1,0.00954354286194
fp16,1,17,1,64,17,control_shuffle32_transform,0,3,100,7.92982876301,4352,0.548813868504,2176,2909,true,1,0.00792982876301
fp16,1,17,1,64,17,shuffle32_transform,0,4,100,7.87634313107,4352,0.552540681326,2176,2909,true,1,0.00787634313107
fp16,1,17,1,64,17,baseline_split,0,5,100,70.408911705,7140,0.101407617688,2176,2909,true,1,0.070408911705
fp16,1,17,1,64,17,control_optimized_split,0,6,100,64.8982858658,7140,0.110018314116,2176,2909,true,1,0.0648982858658
fp16,1,17,1,64,17,optimized_split,0,7,100,34.381942749,7140,0.207667148192,2176,2909,true,1,0.034381942749
fp16,1,17,1,64,17,control_shuffle32_split,0,8,100,93.7814807892,7140,0.0761344344311,2176,2909,true,1,0.0937814807892
fp16,1,17,1,64,17,shuffle32_split,0,9,100,34.7935986519,7140,0.205210161543,2176,2909,true,1,0.0347935986519
fp16,1,17,1,64,17,baseline_fused,0,10,100,65.7357692719,2788,0.0424122213961,2176,2909,true,1,0.0657357692719
fp16,1,17,1,64,17,control_optimized_fused,0,11,100,58.9124584198,2788,0.0473244552134,2176,2909,true,1,0.0589124584198
fp16,1,17,1,64,17,optimized_fused,0,12,100,29.0630841255,2788,0.0959292547191,2176,2909,true,1,0.0290630841255
fp16,1,17,1,64,17,control_shuffle32_fused,0,13,100,89.0834236145,2788,0.031296507104,2176,2909,true,1,0.0890834236145
fp16,1,17,1,64,17,shuffle32_fused,0,14,100,29.5929145813,2788,0.0942117408659,2176,2909,true,1,0.0295929145813
fp16,1,17,1,64,17,control_optimized_transform,1,0,100,9.32731449604,4352,0.46658660452,2176,2909,true,1,0.00932731449604
fp16,1,17,1,64,17,optimized_transform,1,1,100,9.44411456585,4352,0.460816095533,2176,2909,true,1,0.00944411456585
fp16,1,17,1,64,17,control_shuffle32_transform,1,2,100,7.89759993553,4352,0.551053489101,2176,2909,true,1,0.00789759993553
fp16,1,17,1,64,17,shuffle32_transform,1,3,100,7.96937167645,4352,0.546090730448,2176,2909,true,1,0.00796937167645
fp16,1,17,1,64,17,baseline_split,1,4,100,70.3017139435,7140,0.101562246487,2176,2909,true,1,0.0703017139435
fp16,1,17,1,64,17,control_optimized_split,1,5,100,64.4404602051,7140,0.110799953589,2176,2909,true,1,0.0644404602051
fp16,1,17,1,64,17,optimized_split,1,6,100,34.2953133583,7140,0.208191711952,2176,2909,true,1,0.0342953133583
fp16,1,17,1,64,17,control_shuffle32_split,1,7,100,94.38331604,7140,0.0756489631809,2176,2909,true,1,0.09438331604
fp16,1,17,1,64,17,shuffle32_split,1,8,100,34.8477721214,7140,0.20489114699,2176,2909,true,1,0.0348477721214
fp16,1,17,1,64,17,baseline_fused,1,9,100,65.7398843765,2788,0.0424095665279,2176,2909,true,1,0.0657398843765
fp16,1,17,1,64,17,control_optimized_fused,1,10,100,58.9366865158,2788,0.0473050007528,2176,2909,true,1,0.0589366865158
fp16,1,17,1,64,17,optimized_fused,1,11,100,29.1152000427,2788,0.0957575423115,2176,2909,true,1,0.0291152000427
fp16,1,17,1,64,17,control_shuffle32_fused,1,12,100,89.0912055969,2788,0.0312937734013,2176,2909,true,1,0.0890912055969
fp16,1,17,1,64,17,shuffle32_fused,1,13,100,29.6016001701,2788,0.0941840976155,2176,2909,true,1,0.0296016001701
fp16,1,17,1,64,17,baseline_transform,1,14,100,9.37920033932,4352,0.464005442101,2176,2909,true,1,0.00937920033932
fp16,1,17,1,64,17,optimized_transform,2,0,100,9.42559957504,4352,0.46172129055,2176,2909,true,1,0.00942559957504
fp16,1,17,1,64,17,control_shuffle32_transform,2,1,100,7.96525716782,4352,0.546372817388,2176,2909,true,1,0.00796525716782
fp16,1,17,1,64,17,shuffle32_transform,2,2,100,8.04662883282,4352,0.540847613382,2176,2909,true,1,0.00804662883282
fp16,1,17,1,64,17,baseline_split,2,3,100,70.2779436111,7140,0.101596598209,2176,2909,true,1,0.0702779436111
fp16,1,17,1,64,17,control_optimized_split,2,4,100,64.4564580917,7140,0.110772453395,2176,2909,true,1,0.0644564580917
fp16,1,17,1,64,17,optimized_split,2,5,100,35.222401619,7140,0.202711901285,2176,2909,true,1,0.035222401619
fp16,1,17,1,64,17,control_shuffle32_split,2,6,100,94.4301700592,7140,0.0756114279528,2176,2909,true,1,0.0944301700592
fp16,1,17,1,64,17,shuffle32_split,2,7,100,34.8118853569,7140,0.205102364517,2176,2909,true,1,0.0348118853569
fp16,1,17,1,64,17,baseline_fused,2,8,100,65.7394313812,2788,0.0424098587624,2176,2909,true,1,0.0657394313812
fp16,1,17,1,64,17,control_optimized_fused,2,9,100,58.9067459106,2788,0.0473290445245,2176,2909,true,1,0.0589067459106
fp16,1,17,1,64,17,optimized_fused,2,10,100,29.0242290497,2788,0.0960576763375,2176,2909,true,1,0.0290242290497
fp16,1,17,1,64,17,control_shuffle32_fused,2,11,100,89.0918827057,2788,0.031293535565,2176,2909,true,1,0.0890918827057
fp16,1,17,1,64,17,shuffle32_fused,2,12,100,29.5844578743,2788,0.0942386712593,2176,2909,true,1,0.0295844578743
fp16,1,17,1,64,17,baseline_transform,2,13,100,9.33577120304,4352,0.46616395211,2176,2909,true,1,0.00933577120304
fp16,1,17,1,64,17,control_optimized_transform,2,14,100,9.46834266186,4352,0.459636934934,2176,2909,true,1,0.00946834266186
fp16,1,17,1,64,17,control_shuffle32_transform,3,0,100,8.04137170315,4352,0.541201198086,2176,2909,true,1,0.00804137170315
fp16,1,17,1,64,17,shuffle32_transform,3,1,100,8.01051437855,4352,0.543285960719,2176,2909,true,1,0.00801051437855
fp16,1,17,1,64,17,baseline_split,3,2,100,70.333943367,7140,0.101515707185,2176,2909,true,1,0.070333943367
fp16,1,17,1,64,17,control_optimized_split,3,3,100,64.5469713211,7140,0.11061711888,2176,2909,true,1,0.0645469713211
fp16,1,17,1,64,17,optimized_split,3,4,100,34.3485713005,7140,0.207868907779,2176,2909,true,1,0.0343485713005
fp16,1,17,1,64,17,control_shuffle32_split,3,5,100,93.7805652618,7140,0.0761351776892,2176,2909,true,1,0.0937805652618
fp16,1,17,1,64,17,shuffle32_split,3,6,100,34.8075437546,7140,0.205127947273,2176,2909,true,1,0.0348075437546
fp16,1,17,1,64,17,baseline_fused,3,7,100,65.7312011719,2788,0.0424151689045,2176,2909,true,1,0.0657312011719
fp16,1,17,1,64,17,control_optimized_fused,3,8,100,58.9227437973,2788,0.0473161943984,2176,2909,true,1,0.0589227437973
fp16,1,17,1,64,17,optimized_fused,3,9,100,29.0804576874,2788,0.0958719436252,2176,2909,true,1,0.0290804576874
fp16,1,17,1,64,17,control_shuffle32_fused,3,10,100,89.0843391418,2788,0.0312961854671,2176,2909,true,1,0.0890843391418
fp16,1,17,1,64,17,shuffle32_fused,3,11,100,29.6230840683,2788,0.0941157913731,2176,2909,true,1,0.0296230840683
fp16,1,17,1,64,17,baseline_transform,3,12,100,9.23977136612,4352,0.471007325566,2176,2909,true,1,0.00923977136612
fp16,1,17,1,64,17,control_optimized_transform,3,13,100,9.47108566761,4352,0.459503815374,2176,2909,true,1,0.00947108566761
fp16,1,17,1,64,17,optimized_transform,3,14,100,9.4544005394,4352,0.460314747811,2176,2909,true,1,0.0094544005394
fp16,1,17,1,64,17,shuffle32_transform,4,0,100,7.99040019512,4352,0.544653571001,2176,2909,true,1,0.00799040019512
fp16,1,17,1,64,17,baseline_split,4,1,100,70.2882289886,7140,0.101581731433,2176,2909,true,1,0.0702882289886
fp16,1,17,1,64,17,control_optimized_split,4,2,100,64.4162273407,7140,0.110841635637,2176,2909,true,1,0.0644162273407
fp16,1,17,1,64,17,optimized_split,4,3,100,34.2893719673,7140,0.208227785764,2176,2909,true,1,0.0342893719673
fp16,1,17,1,64,17,control_shuffle32_split,4,4,100,93.7620544434,7140,0.0761502085507,2176,2909,true,1,0.0937620544434
fp16,1,17,1,64,17,shuffle32_split,4,5,100,34.7942852974,7140,0.205206111836,2176,2909,true,1,0.0347942852974
fp16,1,17,1,64,17,baseline_fused,4,6,100,65.7327985764,2788,0.042414138153,2176,2909,true,1,0.0657327985764
fp16,1,17,1,64,17,control_optimized_fused,4,7,100,58.9229726791,2788,0.0473160106022,2176,2909,true,1,0.0589229726791
fp16,1,17,1,64,17,optimized_fused,4,8,100,29.1083431244,2788,0.0957800994748,2176,2909,true,1,0.0291083431244
fp16,1,17,1,64,17,control_shuffle32_fused,4,9,100,89.0425109863,2788,0.0313108870035,2176,2909,true,1,0.0890425109863
fp16,1,17,1,64,17,shuffle32_fused,4,10,100,29.6075439453,2788,0.0941651899647,2176,2909,true,1,0.0296075439453
fp16,1,17,1,64,17,baseline_transform,4,11,100,9.24251437187,4352,0.470867539384,2176,2909,true,1,0.00924251437187
fp16,1,17,1,64,17,control_optimized_transform,4,12,100,9.502171278,4352,0.458000584569,2176,2909,true,1,0.009502171278
fp16,1,17,1,64,17,optimized_transform,4,13,100,9.39337134361,4352,0.463305435376,2176,2909,true,1,0.00939337134361
fp16,1,17,1,64,17,control_shuffle32_transform,4,14,100,8.0601143837,4352,0.539942709598,2176,2909,true,1,0.0080601143837
fp16,1,257,1,64,257,baseline_transform,0,0,100,9.56914246082,65792,6.87543322397,32896,2909,true,1,0.00956914246082
fp16,1,257,1,64,257,control_optimized_transform,0,1,100,9.62697148323,65792,6.83413263606,32896,2909,true,1,0.00962697148323
fp16,1,257,1,64,257,optimized_transform,0,2,100,9.61508572102,65792,6.84258070172,32896,2909,true,1,0.00961508572102
fp16,1,257,1,64,257,control_shuffle32_transform,0,3,100,8.88297140598,65792,7.40653065208,32896,2909,true,1,0.00888297140598
fp16,1,257,1,64,257,shuffle32_transform,0,4,100,8.80640029907,65792,7.47092997884,32896,2909,true,1,0.00880640029907
fp16,1,257,1,64,257,baseline_split,0,5,100,71.0850286484,107940,1.51846319897,32896,2909,true,1,0.0710850286484
fp16,1,257,1,64,257,control_optimized_split,0,6,100,64.4795417786,107940,1.67401934044,32896,2909,true,1,0.0644795417786
fp16,1,257,1,64,257,optimized_split,0,7,100,34.7506284714,107940,3.10613087441,32896,2909,true,1,0.0347506284714
fp16,1,257,1,64,257,control_shuffle32_split,0,8,100,102.767763138,107940,1.05032937085,32896,2909,true,1,0.102767763138
fp16,1,257,1,64,257,shuffle32_split,0,9,100,39.063770771,107940,2.76317410914,32896,2909,true,1,0.039063770771
fp16,1,257,1,64,257,baseline_fused,0,10,100,65.99588871,42148,0.638645843307,32896,2909,true,1,0.06599588871
fp16,1,257,1,64,257,control_optimized_fused,0,11,100,59.3291425705,42148,0.710409727394,32896,2909,true,1,0.0593291425705
fp16,1,257,1,64,257,optimized_fused,0,12,100,29.377143383,42148,1.43472084574,32896,2909,true,1,0.029377143383
fp16,1,257,1,64,257,control_shuffle32_fused,0,13,100,96.6690254211,42148,0.43600315423,32896,2909,true,1,0.0966690254211
fp16,1,257,1,64,257,shuffle32_fused,0,14,100,33.2642269135,42148,1.26706687366,32896,2909,true,1,0.0332642269135
fp16,1,257,1,64,257,control_optimized_transform,1,0,100,9.71245706081,65792,6.77398104188,32896,2909,true,1,0.00971245706081
fp16,1,257,1,64,257,optimized_transform,1,1,100,9.67885732651,65792,6.79749662389,32896,2909,true,1,0.00967885732651
fp16,1,257,1,64,257,control_shuffle32_transform,1,2,100,8.89691412449,65792,7.39492357456,32896,2909,true,1,0.00889691412449
fp16,1,257,1,64,257,shuffle32_transform,1,3,100,8.88114273548,65792,7.40805569278,32896,2909,true,1,0.00888114273548
fp16,1,257,1,64,257,baseline_split,1,4,100,71.0847997665,107940,1.51846808818,32896,2909,true,1,0.0710847997665
fp16,1,257,1,64,257,control_optimized_split,1,5,100,64.5149755478,107940,1.67309991337,32896,2909,true,1,0.0645149755478
fp16,1,257,1,64,257,optimized_split,1,6,100,34.8164558411,107940,3.10025812199,32896,2909,true,1,0.0348164558411
fp16,1,257,1,64,257,control_shuffle32_split,1,7,100,102.141942978,107940,1.05676470266,32896,2909,true,1,0.102141942978
fp16,1,257,1,64,257,shuffle32_split,1,8,100,39.104912281,107940,2.76026702794,32896,2909,true,1,0.039104912281
fp16,1,257,1,64,257,baseline_fused,1,9,100,65.9983968735,42148,0.638621572594,32896,2909,true,1,0.0659983968735
fp16,1,257,1,64,257,control_optimized_fused,1,10,100,59.3291425705,42148,0.710409727394,32896,2909,true,1,0.0593291425705
fp16,1,257,1,64,257,optimized_fused,1,11,100,29.3412566185,42148,1.43647562707,32896,2909,true,1,0.0293412566185
fp16,1,257,1,64,257,control_shuffle32_fused,1,12,100,96.7202281952,42148,0.435772338284,32896,2909,true,1,0.0967202281952
fp16,1,257,1,64,257,shuffle32_fused,1,13,100,33.2242298126,42148,1.26859223638,32896,2909,true,1,0.0332242298126
fp16,1,257,1,64,257,baseline_transform,1,14,100,9.55085754395,65792,6.88859609698,32896,2909,true,1,0.00955085754395
fp16,1,257,1,64,257,optimized_transform,2,0,100,9.72160041332,65792,6.76760998218,32896,2909,true,1,0.00972160041332
fp16,1,257,1,64,257,control_shuffle32_transform,2,1,100,8.85988593102,65792,7.42582923892,32896,2909,true,1,0.00885988593102
fp16,1,257,1,64,257,shuffle32_transform,2,2,100,8.85851442814,65792,7.426978929,32896,2909,true,1,0.00885851442814
fp16,1,257,1,64,257,baseline_split,2,3,100,71.070857048,107940,1.51876598205,32896,2909,true,1,0.071070857048
fp16,1,257,1,64,257,control_optimized_split,2,4,100,64.555888176,107940,1.67203957764,32896,2909,true,1,0.064555888176
fp16,1,257,1,64,257,optimized_split,2,5,100,34.8523426056,107940,3.09706584781,32896,2909,true,1,0.0348523426056
fp16,1,257,1,64,257,control_shuffle32_split,2,6,100,102.126169205,107940,1.05692792396,32896,2909,true,1,0.102126169205
fp16,1,257,1,64,257,shuffle32_split,2,7,100,39.1355443001,107940,2.75810652261,32896,2909,true,1,0.0391355443001
fp16,1,257,1,64,257,baseline_fused,2,8,100,65.9421682358,42148,0.639166122796,32896,2909,true,1,0.0659421682358
fp16,1,257,1,64,257,control_optimized_fused,2,9,100,59.3318843842,42148,0.710376898315,32896,2909,true,1,0.0593318843842
fp16,1,257,1,64,257,optimized_fused,2,10,100,29.3471980095,42148,1.43618481009,32896,2909,true,1,0.0293471980095
fp16,1,257,1,64,257,control_shuffle32_fused,2,11,100,96.7167949677,42148,0.435787807217,32896,2909,true,1,0.0967167949677
fp16,1,257,1,64,257,shuffle32_fused,2,12,100,33.2244586945,42148,1.2685834971,32896,2909,true,1,0.0332244586945
fp16,1,257,1,64,257,baseline_transform,2,13,100,9.62331414223,65792,6.8367299485,32896,2909,true,1,0.00962331414223
fp16,1,257,1,64,257,control_optimized_transform,2,14,100,9.60160017014,65792,6.85219118003,32896,2909,true,1,0.00960160017014
fp16,1,257,1,64,257,control_shuffle32_transform,3,0,100,8.828343153,65792,7.45236097644,32896,2909,true,1,0.008828343153
fp16,1,257,1,64,257,shuffle32_transform,3,1,100,8.87565732002,65792,7.41263408757,32896,2909,true,1,0.00887565732002
fp16,1,257,1,64,257,baseline_split,3,2,100,71.0960006714,107940,1.5182288593,32896,2909,true,1,0.0710960006714
fp16,1,257,1,64,257,control_optimized_split,3,3,100,64.5158863068,107940,1.67307629452,32896,2909,true,1,0.0645158863068
fp16,1,257,1,64,257,optimized_split,3,4,100,34.7583985329,107940,3.1054365148,32896,2909,true,1,0.0347583985329
fp16,1,257,1,64,257,control_shuffle32_split,3,5,100,102.130289078,107940,1.05688528814,32896,2909,true,1,0.102130289078
fp16,1,257,1,64,257,shuffle32_split,3,6,100,39.6253728867,107940,2.72401222088,32896,2909,true,1,0.0396253728867
fp16,1,257,1,64,257,baseline_fused,3,7,100,65.9910869598,42148,0.638692313488,32896,2909,true,1,0.0659910869598
fp16,1,257,1,64,257,control_optimized_fused,3,8,100,59.354057312,42148,0.710111522426,32896,2909,true,1,0.059354057312
fp16,1,257,1,64,257,optimized_fused,3,9,100,29.3547415733,42148,1.43581574018,32896,2909,true,1,0.0293547415733
fp16,1,257,1,64,257,control_shuffle32_fused,3,10,100,96.713142395,42148,0.435804265648,32896,2909,true,1,0.096713142395
fp16,1,257,1,64,257,shuffle32_fused,3,11,100,33.2205724716,42148,1.26873189907,32896,2909,true,1,0.0332205724716
fp16,1,257,1,64,257,baseline_transform,3,12,100,9.64274287224,65792,6.82295492804,32896,2909,true,1,0.00964274287224
fp16,1,257,1,64,257,control_optimized_transform,3,13,100,9.67634260654,65792,6.79926317982,32896,2909,true,1,0.00967634260654
fp16,1,257,1,64,257,optimized_transform,3,14,100,9.65394318104,65792,6.81503907432,32896,2909,true,1,0.00965394318104
fp16,1,257,1,64,257,shuffle32_transform,4,0,100,8.8676571846,65792,7.41932154462,32896,2909,true,1,0.0088676571846
fp16,1,257,1,64,257,baseline_split,4,1,100,71.0918855667,107940,1.51831674093,32896,2909,true,1,0.0710918855667
fp16,1,257,1,64,257,control_optimized_split,4,2,100,64.4281148911,107940,1.67535555219,32896,2909,true,1,0.0644281148911
fp16,1,257,1,64,257,optimized_split,4,3,100,34.7755432129,107940,3.10390550449,32896,2909,true,1,0.0347755432129
fp16,1,257,1,64,257,control_shuffle32_split,4,4,100,102.085485458,107940,1.05734913749,32896,2909,true,1,0.102085485458
fp16,1,257,1,64,257,shuffle32_split,4,5,100,39.0598845482,107940,2.76344902829,32896,2909,true,1,0.0390598845482
fp16,1,257,1,64,257,baseline_fused,4,6,100,65.9897136688,42148,0.638705605112,32896,2909,true,1,0.0659897136688
fp16,1,257,1,64,257,control_optimized_fused,4,7,100,59.3245744705,42148,0.710464430233,32896,2909,true,1,0.0593245744705
fp16,1,257,1,64,257,optimized_fused,4,8,100,29.3828558922,42148,1.43444191248,32896,2909,true,1,0.0293828558922
fp16,1,257,1,64,257,control_shuffle32_fused,4,9,100,96.7161178589,42148,0.435790858164,32896,2909,true,1,0.0967161178589
