dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,kernel_ms
fp16,1,1,1,64,1,shuffle32_split,2,7,100,34.8464012146,420,0.0120528945705,128,2909,true,1,0.0348464012146
fp16,1,1,1,64,1,baseline_fused,2,8,100,65.4546260834,164,0.00250555246914,128,2909,true,1,0.0654546260834
fp16,1,1,1,64,1,control_optimized_fused,2,9,100,58.6541700363,164,0.00279605013418,128,2909,true,1,0.0586541700363
fp16,1,1,1,64,1,optimized_fused,2,10,100,28.5046839714,164,0.00575344038771,128,2909,true,1,0.0285046839714
fp16,1,1,1,64,1,control_shuffle32_fused,2,11,100,89.2258262634,164,0.00183803285291,128,2909,true,1,0.0892258262634
fp16,1,1,1,64,1,shuffle32_fused,2,12,100,29.7024011612,164,0.00552143912911,128,2909,true,1,0.0297024011612
fp16,1,1,1,64,1,baseline_transform,2,13,100,9.13462817669,256,0.0280252239115,128,2909,true,1,0.00913462817669
fp16,1,1,1,64,1,control_optimized_transform,2,14,100,9.18354272842,256,0.0278759524043,128,2909,true,1,0.00918354272842
fp16,1,1,1,64,1,control_shuffle32_transform,3,0,100,7.81485676765,256,0.0327581179811,128,2909,true,1,0.00781485676765
fp16,1,1,1,64,1,shuffle32_transform,3,1,100,7.85805702209,256,0.0325780277848,128,2909,true,1,0.00785805702209
fp16,1,1,1,64,1,baseline_split,3,2,100,69.8660612106,420,0.00601150247663,128,2909,true,1,0.0698660612106
fp16,1,1,1,64,1,control_optimized_split,3,3,100,64.0475416183,420,0.00655762874558,128,2909,true,1,0.0640475416183
fp16,1,1,1,64,1,optimized_split,3,4,100,33.6614847183,420,0.0124771680012,128,2909,true,1,0.0336614847183
fp16,1,1,1,64,1,control_shuffle32_split,3,5,100,93.8912010193,420,0.00447326262142,128,2909,true,1,0.0938912010193
fp16,1,1,1,64,1,shuffle32_split,3,6,100,34.8034286499,420,0.0120677765465,128,2909,true,1,0.0348034286499
fp16,1,1,1,64,1,baseline_fused,3,7,100,65.4365730286,164,0.00250624371677,128,2909,true,1,0.0654365730286
fp16,1,1,1,64,1,control_optimized_fused,3,8,100,58.6685705185,164,0.00279536383025,128,2909,true,1,0.0586685705185
fp16,1,1,1,64,1,optimized_fused,3,9,100,28.5053730011,164,0.00575330131599,128,2909,true,1,0.0285053730011
fp16,1,1,1,64,1,control_shuffle32_fused,3,10,100,89.2303943634,164,0.00183793875585,128,2909,true,1,0.0892303943634
fp16,1,1,1,64,1,shuffle32_fused,3,11,100,29.7149705887,164,0.0055191035613,128,2909,true,1,0.0297149705887
fp16,1,1,1,64,1,baseline_transform,3,12,100,9.00685727596,256,0.0284227885661,128,2909,true,1,0.00900685727596
fp16,1,1,1,64,1,control_optimized_transform,3,13,100,9.16114330292,256,0.0279441104167,128,2909,true,1,0.00916114330292
fp16,1,1,1,64,1,optimized_transform,3,14,100,9.27268564701,256,0.0276079670707,128,2909,true,1,0.00927268564701
fp16,1,1,1,64,1,shuffle32_transform,4,0,100,7.86925733089,256,0.0325316594992,128,2909,true,1,0.00786925733089
fp16,1,1,1,64,1,baseline_split,4,1,100,69.8623991013,420,0.00601181759291,128,2909,true,1,0.0698623991013
