round,position,method,sample,rows,n,dtype,scale_kind,scale_float_bits,threads,grid_x,grid_y,shared_bytes,input_offset_bytes,iterations,event_elapsed_ms,kernel_ms,timer,validation_passed
1,1,old_wmma,1,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.43007999658584595,0.0043007999658584593,cuda_event_batched_launches,true
1,2,four_warp_wmma,1,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,1,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,2,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.43007999658584595,0.0043007999658584593,cuda_event_batched_launches,true
1,2,four_warp_wmma,2,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,2,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.21401600539684296,0.0021401600539684294,cuda_event_batched_launches,true
1,1,old_wmma,3,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,3,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38921600580215454,0.0038921600580215454,cuda_event_batched_launches,true
1,3,warp128,3,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.22630399465560913,0.0022630399465560914,cuda_event_batched_launches,true
1,1,old_wmma,4,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,4,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,4,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.21196800470352173,0.0021196800470352174,cuda_event_batched_launches,true
1,1,old_wmma,5,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,5,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,5,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20598399639129639,0.0020598399639129637,cuda_event_batched_launches,true
1,1,old_wmma,6,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42991998791694641,0.0042991998791694639,cuda_event_batched_launches,true
1,2,four_warp_wmma,6,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,6,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
1,1,old_wmma,7,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,7,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,7,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,8,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.4299519956111908,0.0042995199561119083,cuda_event_batched_launches,true
1,2,four_warp_wmma,8,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,8,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20697599649429321,0.002069759964942932,cuda_event_batched_launches,true
1,1,old_wmma,9,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,9,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,9,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,10,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.43007999658584595,0.0043007999658584593,cuda_event_batched_launches,true
1,2,four_warp_wmma,10,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,10,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,11,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,11,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,11,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20601600408554077,0.0020601600408554077,cuda_event_batched_launches,true
1,1,old_wmma,12,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,12,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,12,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,13,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42991998791694641,0.0042991998791694639,cuda_event_batched_launches,true
1,2,four_warp_wmma,13,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,13,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
1,1,old_wmma,14,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,14,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38924801349639893,0.0038924801349639894,cuda_event_batched_launches,true
1,3,warp128,14,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,15,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,15,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38915199041366577,0.0038915199041366579,cuda_event_batched_launches,true
1,3,warp128,15,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
1,1,old_wmma,16,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,16,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38927999138832092,0.0038927999138832093,cuda_event_batched_launches,true
1,3,warp128,16,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20579199492931366,0.0020579199492931368,cuda_event_batched_launches,true
1,1,old_wmma,17,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,17,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38995200395584106,0.0038995200395584104,cuda_event_batched_launches,true
1,3,warp128,17,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20566399395465851,0.0020566399395465849,cuda_event_batched_launches,true
1,1,old_wmma,18,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42803201079368591,0.0042803201079368589,cuda_event_batched_launches,true
1,2,four_warp_wmma,18,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,18,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
1,1,old_wmma,19,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,19,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38927999138832092,0.0038927999138832093,cuda_event_batched_launches,true
1,3,warp128,19,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,20,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
1,2,four_warp_wmma,20,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
1,3,warp128,20,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
2,1,four_warp_wmma,1,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.39116799831390381,0.0039116799831390384,cuda_event_batched_launches,true
2,2,warp128,1,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.22015999257564545,0.0022015999257564544,cuda_event_batched_launches,true
2,3,old_wmma,1,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42892798781394958,0.004289279878139496,cuda_event_batched_launches,true
2,1,four_warp_wmma,2,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.39008000493049622,0.0039008000493049623,cuda_event_batched_launches,true
2,2,warp128,2,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20479999482631683,0.0020479999482631685,cuda_event_batched_launches,true
2,3,old_wmma,2,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42803201079368591,0.0042803201079368589,cuda_event_batched_launches,true
2,1,four_warp_wmma,3,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38924801349639893,0.0038924801349639894,cuda_event_batched_launches,true
2,2,warp128,3,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
2,3,old_wmma,3,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42998400330543518,0.0042998400330543519,cuda_event_batched_launches,true
2,1,four_warp_wmma,4,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.39116799831390381,0.0039116799831390384,cuda_event_batched_launches,true
2,2,warp128,4,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20569600164890289,0.0020569600164890289,cuda_event_batched_launches,true
2,3,old_wmma,4,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,5,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38931199908256531,0.0038931199908256529,cuda_event_batched_launches,true
2,2,warp128,5,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
2,3,old_wmma,5,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.43007999658584595,0.0043007999658584593,cuda_event_batched_launches,true
2,1,four_warp_wmma,6,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
2,2,warp128,6,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20566399395465851,0.0020566399395465849,cuda_event_batched_launches,true
2,3,old_wmma,6,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,7,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
2,2,warp128,7,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20393599569797516,0.0020393599569797517,cuda_event_batched_launches,true
2,3,old_wmma,7,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,8,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.39008000493049622,0.0039008000493049623,cuda_event_batched_launches,true
2,2,warp128,8,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
2,3,old_wmma,8,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42803201079368591,0.0042803201079368589,cuda_event_batched_launches,true
2,1,four_warp_wmma,9,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
2,2,warp128,9,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
2,3,old_wmma,9,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,10,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.3901439905166626,0.0039014399051666262,cuda_event_batched_launches,true
2,2,warp128,10,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
2,3,old_wmma,10,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,11,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38924801349639893,0.0038924801349639894,cuda_event_batched_launches,true
2,2,warp128,11,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
2,3,old_wmma,11,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.42905598878860474,0.004290559887886047,cuda_event_batched_launches,true
2,1,four_warp_wmma,12,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38998401165008545,0.0038998401165008544,cuda_event_batched_launches,true
2,2,warp128,12,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.22115199267864227,0.0022115199267864227,cuda_event_batched_launches,true
2,3,old_wmma,12,4096,64,fp16,normalized,1040187392,128,256,4,3072,32,100,0.43004798889160156,0.0043004798889160157,cuda_event_batched_launches,true
2,1,four_warp_wmma,13,4096,64,fp16,normalized,1040187392,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
2,2,warp128,13,4096,64,fp16,normalized,1040187392,128,1024,1,0,32,100,0.20582400262355804,0.0020582400262355804,cuda_event_batched_launches,true
