round,position,method,sample,rows,n,dtype,scale_kind,scale_float_bits,threads,grid_x,grid_y,shared_bytes,input_offset_bytes,iterations,event_elapsed_ms,kernel_ms,timer,validation_passed
1,1,old_wmma,1,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.7146880030632019,0.007146880030632019,cuda_event_batched_launches,true
1,2,four_warp_wmma,1,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,1,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19865599274635315,0.0019865599274635315,cuda_event_batched_launches,true
1,1,old_wmma,2,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71263998746871948,0.0071263998746871945,cuda_event_batched_launches,true
1,2,four_warp_wmma,2,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79360002279281616,0.0079360002279281611,cuda_event_batched_launches,true
1,3,warp128,2,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19660800695419312,0.0019660800695419311,cuda_event_batched_launches,true
1,1,old_wmma,3,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,3,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,3,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19657599925994873,0.0019657599925994875,cuda_event_batched_launches,true
1,1,old_wmma,4,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71257597208023071,0.0071257597208023073,cuda_event_batched_launches,true
1,2,four_warp_wmma,4,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,4,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19251200556755066,0.0019251200556755065,cuda_event_batched_launches,true
1,1,old_wmma,5,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71270400285720825,0.0071270400285720825,cuda_event_batched_launches,true
1,2,four_warp_wmma,5,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79459202289581299,0.0079459202289581306,cuda_event_batched_launches,true
1,3,warp128,5,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19456000626087189,0.0019456000626087188,cuda_event_batched_launches,true
1,1,old_wmma,6,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71270400285720825,0.0071270400285720825,cuda_event_batched_launches,true
1,2,four_warp_wmma,6,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,6,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19350400567054749,0.0019350400567054748,cuda_event_batched_launches,true
1,1,old_wmma,7,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,7,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,7,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19353599846363068,0.0019353599846363067,cuda_event_batched_launches,true
1,1,old_wmma,8,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,8,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,8,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19660800695419312,0.0019660800695419311,cuda_event_batched_launches,true
1,1,old_wmma,9,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,9,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79360002279281616,0.0079360002279281611,cuda_event_batched_launches,true
1,3,warp128,9,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19456000626087189,0.0019456000626087188,cuda_event_batched_launches,true
1,1,old_wmma,10,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,10,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,10,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.1955839991569519,0.0019558399915695192,cuda_event_batched_launches,true
1,1,old_wmma,11,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71270400285720825,0.0071270400285720825,cuda_event_batched_launches,true
1,2,four_warp_wmma,11,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79360002279281616,0.0079360002279281611,cuda_event_batched_launches,true
1,3,warp128,11,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19436800479888916,0.0019436800479888917,cuda_event_batched_launches,true
1,1,old_wmma,12,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,12,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.7946239709854126,0.0079462397098541259,cuda_event_batched_launches,true
1,3,warp128,12,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19353599846363068,0.0019353599846363067,cuda_event_batched_launches,true
1,1,old_wmma,13,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71167999505996704,0.0071167999505996702,cuda_event_batched_launches,true
1,2,four_warp_wmma,13,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79376000165939331,0.0079376000165939323,cuda_event_batched_launches,true
1,3,warp128,13,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19456000626087189,0.0019456000626087188,cuda_event_batched_launches,true
1,1,old_wmma,14,17,256,fp16,normalized,1031798784,128,2,16,9216,32,100,0.71251201629638672,0.0071251201629638668,cuda_event_batched_launches,true
1,2,four_warp_wmma,14,17,256,fp16,normalized,1031798784,128,2,4,12288,32,100,0.79363197088241577,0.0079363197088241581,cuda_event_batched_launches,true
1,3,warp128,14,17,256,fp16,normalized,1031798784,128,5,1,0,32,100,0.19660800695419312,0.0019660800695419311,cuda_event_batched_launches,true
