round,position,method,sample,rows,n,dtype,scale_kind,scale_float_bits,threads,grid_x,grid_y,shared_bytes,input_offset_bytes,iterations,event_elapsed_ms,kernel_ms,timer,validation_passed
1,1,old_wmma,1,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43315199017524719,0.004331519901752472,cuda_event_batched_launches,true
1,2,four_warp_wmma,1,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,1,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20790399610996246,0.0020790399610996248,cuda_event_batched_launches,true
1,1,old_wmma,2,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,2,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,2,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,3,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,3,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,3,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,4,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43228799104690552,0.0043228799104690551,cuda_event_batched_launches,true
1,2,four_warp_wmma,4,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,4,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20777599513530731,0.0020777599513530729,cuda_event_batched_launches,true
1,1,old_wmma,5,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43193599581718445,0.0043193599581718449,cuda_event_batched_launches,true
1,2,four_warp_wmma,5,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,5,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,6,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,6,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,6,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,7,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43296000361442566,0.0043296000361442563,cuda_event_batched_launches,true
1,2,four_warp_wmma,7,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,7,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20768000185489655,0.0020768000185489655,cuda_event_batched_launches,true
1,1,old_wmma,8,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,8,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,8,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,9,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43193599581718445,0.0043193599581718449,cuda_event_batched_launches,true
1,2,four_warp_wmma,9,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,9,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,10,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43225601315498352,0.0043225601315498349,cuda_event_batched_launches,true
1,2,four_warp_wmma,10,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,10,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,11,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43302398920059204,0.0043302398920059201,cuda_event_batched_launches,true
1,2,four_warp_wmma,11,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,11,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,12,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,12,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,12,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,13,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,13,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,13,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,14,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,14,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,14,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,15,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.4331200122833252,0.0043312001228332517,cuda_event_batched_launches,true
1,2,four_warp_wmma,15,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,15,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,16,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,16,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,16,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20768000185489655,0.0020768000185489655,cuda_event_batched_launches,true
1,1,old_wmma,17,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,17,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38912001252174377,0.0038912001252174376,cuda_event_batched_launches,true
1,3,warp128,17,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20889599621295929,0.0020889599621295931,cuda_event_batched_launches,true
1,1,old_wmma,18,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,18,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,18,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20684799551963806,0.0020684799551963806,cuda_event_batched_launches,true
1,1,old_wmma,19,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43203198909759521,0.0043203198909759523,cuda_event_batched_launches,true
1,2,four_warp_wmma,19,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
1,3,warp128,19,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
1,1,old_wmma,20,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
1,2,four_warp_wmma,20,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
1,3,warp128,20,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20870399475097656,0.0020870399475097657,cuda_event_batched_launches,true
2,1,four_warp_wmma,1,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,1,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20688000321388245,0.0020688000321388246,cuda_event_batched_launches,true
2,3,old_wmma,1,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43110400438308716,0.0043110400438308716,cuda_event_batched_launches,true
2,1,four_warp_wmma,2,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,2,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
2,3,old_wmma,2,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43110400438308716,0.0043110400438308716,cuda_event_batched_launches,true
2,1,four_warp_wmma,3,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
2,2,warp128,3,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
2,3,old_wmma,3,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43110400438308716,0.0043110400438308716,cuda_event_batched_launches,true
2,1,four_warp_wmma,4,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,4,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20793600380420685,0.0020793600380420683,cuda_event_batched_launches,true
2,3,old_wmma,4,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
2,1,four_warp_wmma,5,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,5,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.2078080028295517,0.0020780800282955169,cuda_event_batched_launches,true
2,3,old_wmma,5,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
2,1,four_warp_wmma,6,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38803198933601379,0.0038803198933601377,cuda_event_batched_launches,true
2,2,warp128,6,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
2,3,old_wmma,6,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43315199017524719,0.004331519901752472,cuda_event_batched_launches,true
2,1,four_warp_wmma,7,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38707199692726135,0.0038707199692726135,cuda_event_batched_launches,true
2,2,warp128,7,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
2,3,old_wmma,7,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43212801218032837,0.0043212801218032839,cuda_event_batched_launches,true
2,1,four_warp_wmma,8,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,8,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.20787200331687927,0.0020787200331687928,cuda_event_batched_launches,true
2,3,old_wmma,8,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43296000361442566,0.0043296000361442563,cuda_event_batched_launches,true
2,1,four_warp_wmma,9,4096,64,fp16,unit,1065353216,128,256,1,6144,32,100,0.38809600472450256,0.0038809600472450257,cuda_event_batched_launches,true
2,2,warp128,9,4096,64,fp16,unit,1065353216,128,1024,1,0,32,100,0.2078080028295517,0.0020780800282955169,cuda_event_batched_launches,true
2,3,old_wmma,9,4096,64,fp16,unit,1065353216,128,256,4,3072,32,100,0.43315199017524719,0.004331519901752472,cuda_event_batched_launches,true
