round,position,method,sample,rows,n,dtype,scale_kind,scale_float_bits,threads,grid_x,grid_y,shared_bytes,input_offset_bytes,iterations,event_elapsed_ms,kernel_ms,timer,validation_passed
1,1,old_wmma,1,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,1,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.2242559939622879,0.0022425599396228789,cuda_event_batched_launches,true
1,3,warp128,1,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.21094399690628052,0.0021094399690628051,cuda_event_batched_launches,true
1,1,old_wmma,2,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,2,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.2242559939622879,0.0022425599396228789,cuda_event_batched_launches,true
1,3,warp128,2,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.21094399690628052,0.0021094399690628051,cuda_event_batched_launches,true
1,1,old_wmma,3,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22323200106620789,0.0022323200106620787,cuda_event_batched_launches,true
1,2,four_warp_wmma,3,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.2242559939622879,0.0022425599396228789,cuda_event_batched_launches,true
1,3,warp128,3,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.21094399690628052,0.0021094399690628051,cuda_event_batched_launches,true
1,1,old_wmma,4,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,4,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.2242559939622879,0.0022425599396228789,cuda_event_batched_launches,true
1,3,warp128,4,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.21094399690628052,0.0021094399690628051,cuda_event_batched_launches,true
1,1,old_wmma,5,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,5,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.22521600127220154,0.0022521600127220153,cuda_event_batched_launches,true
1,3,warp128,5,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.21081599593162537,0.0021081599593162537,cuda_event_batched_launches,true
1,1,old_wmma,6,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,6,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.22419199347496033,0.0022419199347496034,cuda_event_batched_launches,true
1,3,warp128,6,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.2099200040102005,0.0020992000401020049,cuda_event_batched_launches,true
1,1,old_wmma,7,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22118400037288666,0.0022118400037288667,cuda_event_batched_launches,true
1,2,four_warp_wmma,7,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.22416000068187714,0.0022416000068187715,cuda_event_batched_launches,true
1,3,warp128,7,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.22118400037288666,0.0022118400037288667,cuda_event_batched_launches,true
1,1,old_wmma,8,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
1,2,four_warp_wmma,8,4096,16,fp16,unit,1065353216,128,256,1,4608,32,100,0.2242559939622879,0.0022425599396228789,cuda_event_batched_launches,true
1,3,warp128,8,4096,16,fp16,unit,1065353216,128,1024,1,0,32,100,0.2099200040102005,0.0020992000401020049,cuda_event_batched_launches,true
1,1,old_wmma,9,4096,16,fp16,unit,1065353216,128,256,1,1536,32,100,0.22220799326896667,0.0022220799326896669,cuda_event_batched_launches,true
