category,measurement,dtype,shape,rows,dim,scale,scope,block_threads,mean_us,mean_ms,raw_csv_row_json
cli_default128,naive_global,fp16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,,58.9414405823,0.0589414405823,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""17790131860.4"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0589414405823"", ""mean_us"": ""58.9414405823"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": """"}"
cli_default128,warp,fp16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,5.19509315491,0.00519509315491,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""201839691558"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00519509315491"", ""mean_us"": ""5.19509315491"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,fp16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,,51.0873603821,0.0510873603821,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""20525155188.2"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0510873603821"", ""mean_us"": ""51.0873603821"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,fp16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,10.8509866397,0.0108509866397,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""96634161926.6"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0108509866397"", ""mean_us"": ""10.8509866397"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,fp16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,6.97685321172,0.00697685321172,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""150293544694"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00697685321172"", ""mean_us"": ""6.97685321172"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,fp16,"[4, 128, 8, 256]",4096,256,1.0,cpu_compute,,2620.58135,2.62058135,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""400131062.522"", ""max_abs_error"": ""0"", ""mean_ms"": ""2.62058135"", ""mean_us"": ""2620.58135"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,fp16,"[4, 128, 8, 256]",4096,256,1.0,host_e2e,128,421.6412,0.4216412,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""2486891698.44"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.4216412"", ""mean_us"": ""421.6412"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:23Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,fp16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,,226.2084198,0.2262084198,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""18541767825.1"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.2262084198"", ""mean_us"": ""226.2084198"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": """"}"
cli_default128,warp,fp16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,10.7246931394,0.0107246931394,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""391088485748"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0107246931394"", ""mean_us"": ""10.7246931394"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,fp16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,,171.455141703,0.171455141703,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""24462981735.8"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.171455141703"", ""mean_us"": ""171.455141703"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,fp16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,22.2890663147,0.0222890663147,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""188177644625"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0222890663147"", ""mean_us"": ""22.2890663147"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,fp16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,16.2235736847,0.0162235736847,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""258531448220"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0162235736847"", ""mean_us"": ""16.2235736847"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,fp16,"[4, 512, 8, 256]",16384,256,1.0,cpu_compute,,10600.5838,10.6005838,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""395667265.043"", ""max_abs_error"": ""0"", ""mean_ms"": ""10.6005838"", ""mean_us"": ""10600.5838"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,fp16,"[4, 512, 8, 256]",16384,256,1.0,host_e2e,128,1376.4262,1.3764262,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""3047242198.67"", ""max_abs_error"": ""0"", ""mean_ms"": ""1.3764262"", ""mean_us"": ""1376.4262"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:24Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,fp16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,,28.050772349,0.028050772349,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""2345461265.07"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.028050772349"", ""mean_us"": ""28.050772349"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp,fp16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,128,3.02421331406,0.00302421331406,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""21755079145.4"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00302421331406"", ""mean_us"": ""3.02421331406"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,fp16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,,13.5543473562,0.0135543473562,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""4853940825.86"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0135543473562"", ""mean_us"": ""13.5543473562"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,fp16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,128,6.7822933197,0.0067822933197,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""9700553617.89"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0067822933197"", ""mean_us"": ""6.7822933197"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,fp16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,128,3.94239981969,0.00394239981969,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""16688312451.6"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00394239981969"", ""mean_us"": ""3.94239981969"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,fp16,"[1, 257, 1, 256]",257,256,0.0625,cpu_compute,,162.59135,0.16259135,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""404646372.639"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.16259135"", ""mean_us"": ""162.59135"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""0.0625"", ""scope"": ""cpu_compute"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,fp16,"[1, 257, 1, 256]",257,256,0.0625,host_e2e,128,56.0277,0.0560277,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""fp16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""1174276295.48"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0560277"", ""mean_us"": ""56.0277"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""0.0625"", ""scope"": ""host_e2e"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[1, 1, 1, 1]",1,1,1.0,kernel_only,,5.10975996653,0.00510975996653,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""195703.909097"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00510975996653"", ""mean_us"": ""5.10975996653"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[1, 1, 1, 1]",1,1,1.0,kernel_only,128,2.69312004248,0.00269312004248,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""371316.534067"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00269312004248"", ""mean_us"": ""2.69312004248"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,split_int4,bf16,"[1, 1, 1, 1]",1,1,1.0,kernel_only,128,5.63541332881,0.00563541332881,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""177449.27331"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00563541332881"", ""mean_us"": ""5.63541332881"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[1, 1, 1, 1]",1,1,1.0,kernel_only,128,3.06517342726,0.00306517342726,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""326245.814056"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00306517342726"", ""mean_us"": ""3.06517342726"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[1, 1, 1, 1]",1,1,1.0,cpu_compute,,0.02465,2.465e-05,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""40567951.3185"", ""max_abs_error"": ""0"", ""mean_ms"": ""2.465e-05"", ""mean_us"": ""0.02465"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[1, 1, 1, 1]",1,1,1.0,host_e2e,128,20.3228,0.0203228,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""1"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""49205.8180959"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0203228"", ""mean_us"": ""20.3228"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[1, 1, 1, 16]",1,16,1.0,kernel_only,,15.4521592458,0.0154521592458,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""1035453.99355"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0154521592458"", ""mean_us"": ""15.4521592458"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[1, 1, 1, 16]",1,16,1.0,kernel_only,128,2.71701335907,0.00271701335907,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""5888819.0397"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00271701335907"", ""mean_us"": ""2.71701335907"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[1, 1, 1, 16]",1,16,1.0,kernel_only,,3.19488008817,0.00319488008817,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""5008012.6823"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00319488008817"", ""mean_us"": ""3.19488008817"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[1, 1, 1, 16]",1,16,1.0,kernel_only,128,5.72757323583,0.00572757323583,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""2793504.21919"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00572757323583"", ""mean_us"": ""5.72757323583"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[1, 1, 1, 16]",1,16,1.0,kernel_only,128,3.1846400102,0.0031846400102,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""5024115.73954"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0031846400102"", ""mean_us"": ""3.1846400102"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[1, 1, 1, 16]",1,16,1.0,cpu_compute,,0.0699,6.99e-05,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""228898426.323"", ""max_abs_error"": ""0"", ""mean_ms"": ""6.99e-05"", ""mean_us"": ""0.0699"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[1, 1, 1, 16]",1,16,1.0,host_e2e,128,21.67245,0.02167245,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""1"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""738264.478635"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.02167245"", ""mean_us"": ""21.67245"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[1, 1, 17, 256]",17,256,1.0,kernel_only,,26.7229874929,0.0267229874929,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""162856042.991"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0267229874929"", ""mean_us"": ""26.7229874929"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[1, 1, 17, 256]",17,256,1.0,kernel_only,128,2.97301332156,0.00297301332156,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""1463834678.59"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00297301332156"", ""mean_us"": ""2.97301332156"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
