category,measurement,dtype,shape,rows,dim,scale,scope,block_threads,mean_us,mean_ms,raw_csv_row_json
cli_default128,tensor_core,bf16,"[1, 1, 17, 256]",17,256,1.0,kernel_only,,13.3290664355,0.0133290664355,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""326504487.097"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0133290664355"", ""mean_us"": ""13.3290664355"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[1, 1, 17, 256]",17,256,1.0,kernel_only,128,6.65599981944,0.00665599981944,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""653846171.584"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00665599981944"", ""mean_us"": ""6.65599981944"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[1, 1, 17, 256]",17,256,1.0,kernel_only,128,3.99018685023,0.00399018685023,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""1090675741.1"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00399018685023"", ""mean_us"": ""3.99018685023"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[1, 1, 17, 256]",17,256,1.0,cpu_compute,,10.9173,0.0109173,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""398633361.729"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0109173"", ""mean_us"": ""10.9173"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[1, 1, 17, 256]",17,256,1.0,host_e2e,128,23.96165,0.02396165,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""17"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""17"", ""input_elements_per_second"": ""181623552.635"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.02396165"", ""mean_us"": ""23.96165"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""1"", ""timestamp_utc"": ""2026-09-05T18:55:25Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[4, 128, 8, 16]",4096,16,1.0,kernel_only,,16.5205335617,0.0165205335617,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""3966942093.92"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0165205335617"", ""mean_us"": ""16.5205335617"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[4, 128, 8, 16]",4096,16,1.0,kernel_only,128,3.46453348796,0.00346453348796,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""18916255313.4"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00346453348796"", ""mean_us"": ""3.46453348796"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[4, 128, 8, 16]",4096,16,1.0,kernel_only,,3.69663993518,0.00369663993518,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""17728532166.8"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00369663993518"", ""mean_us"": ""3.69663993518"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[4, 128, 8, 16]",4096,16,1.0,kernel_only,128,7.44789361954,0.00744789361954,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""8799266389.64"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00744789361954"", ""mean_us"": ""7.44789361954"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[4, 128, 8, 16]",4096,16,1.0,kernel_only,128,4.08576011658,0.00408576011658,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""16040099793"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00408576011658"", ""mean_us"": ""4.08576011658"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[4, 128, 8, 16]",4096,16,1.0,cpu_compute,,149.36925,0.14936925,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""438751617.217"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.14936925"", ""mean_us"": ""149.36925"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[4, 128, 8, 16]",4096,16,1.0,host_e2e,128,55.00335,0.05500335,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""16"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""1191491063.73"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.05500335"", ""mean_us"": ""55.00335"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[4, 128, 8, 64]",4096,64,1.0,kernel_only,,26.4806397756,0.0264806397756,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""9899458707.25"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0264806397756"", ""mean_us"": ""26.4806397756"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[4, 128, 8, 64]",4096,64,1.0,kernel_only,128,3.70346665382,0.00370346665382,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""70783410383.7"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00370346665382"", ""mean_us"": ""3.70346665382"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[4, 128, 8, 64]",4096,64,1.0,kernel_only,,7.51616001129,0.00751616001129,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""34877384143.8"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00751616001129"", ""mean_us"": ""7.51616001129"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[4, 128, 8, 64]",4096,64,1.0,kernel_only,128,7.60149319967,0.00760149319967,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""34485856017.3"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00760149319967"", ""mean_us"": ""7.60149319967"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[4, 128, 8, 64]",4096,64,1.0,kernel_only,128,4.25642649333,0.00425642649333,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""61587813253.9"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00425642649333"", ""mean_us"": ""4.25642649333"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[4, 128, 8, 64]",4096,64,1.0,cpu_compute,,610.99785,0.61099785,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""429042426.254"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.61099785"", ""mean_us"": ""610.99785"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[4, 128, 8, 64]",4096,64,1.0,host_e2e,128,135.3546,0.1353546,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""64"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""1936720288.78"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.1353546"", ""mean_us"": ""135.3546"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,,60.2521578471,0.0602521578471,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""17403127746.2"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0602521578471"", ""mean_us"": ""60.2521578471"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,5.04831989606,0.00504831989606,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""207707915027"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00504831989606"", ""mean_us"": ""5.04831989606"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,,52.3707739512,0.0523707739512,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""20022159706.4"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0523707739512"", ""mean_us"": ""52.3707739512"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,10.7246931394,0.0107246931394,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""97772121437.1"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0107246931394"", ""mean_us"": ""10.7246931394"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[4, 128, 8, 256]",4096,256,1.0,kernel_only,128,7.14410702387,0.00714410702387,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""146774956827"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.00714410702387"", ""mean_us"": ""7.14410702387"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[4, 128, 8, 256]",4096,256,1.0,cpu_compute,,2610.52565,2.61052565,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""401672360.507"", ""max_abs_error"": ""0"", ""mean_ms"": ""2.61052565"", ""mean_us"": ""2610.52565"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[4, 128, 8, 256]",4096,256,1.0,host_e2e,128,334.8219,0.3348219,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""3131742577.17"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.3348219"", ""mean_us"": ""334.8219"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""128"", ""timestamp_utc"": ""2026-09-05T18:55:26Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,,227.034454346,0.227034454346,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""18474306078.7"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.227034454346"", ""mean_us"": ""227.034454346"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,10.7758935293,0.0107758935293,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""389230274836"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0107758935293"", ""mean_us"": ""10.7758935293"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,,174.284795125,0.174284795125,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""24065805608.5"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.174284795125"", ""mean_us"": ""174.284795125"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": """"}"
cli_default128,split_int4,bf16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,22.5484800339,0.0225484800339,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""186012715434"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0225484800339"", ""mean_us"": ""22.5484800339"", ""method"": ""split_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": ""128""}"
cli_default128,fused_int4,bf16,"[4, 512, 8, 256]",16384,256,1.0,kernel_only,128,16.5580797195,0.0165580797195,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""253308600456"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0165580797195"", ""mean_us"": ""16.5580797195"", ""method"": ""fused_int4"", ""repetitions"": ""300"", ""scale"": ""1"", ""scope"": ""kernel_only"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": ""128""}"
cli_default128,cpu_fp32_fwht,bf16,"[4, 512, 8, 256]",16384,256,1.0,cpu_compute,,10542.73415,10.54273415,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""397838353.915"", ""max_abs_error"": ""0"", ""mean_ms"": ""10.54273415"", ""mean_us"": ""10542.73415"", ""method"": ""cpu_fp32_fwht"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""cpu_compute"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": """"}"
cli_default128,warp_h2d_d2h,bf16,"[4, 512, 8, 256]",16384,256,1.0,host_e2e,128,2032.4665,2.0324665,"{""batch"": ""4"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""8"", ""input_elements_per_second"": ""2063652217.64"", ""max_abs_error"": ""0"", ""mean_ms"": ""2.0324665"", ""mean_us"": ""2032.4665"", ""method"": ""warp_h2d_d2h"", ""repetitions"": ""20"", ""scale"": ""1"", ""scope"": ""host_e2e"", ""seq"": ""512"", ""timestamp_utc"": ""2026-09-05T18:55:27Z"", ""warp_block_threads"": ""128""}"
cli_default128,naive_global,bf16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,,27.7947743734,0.0277947743734,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""2367063647.15"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0277947743734"", ""mean_us"": ""27.7947743734"", ""method"": ""naive_global"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:28Z"", ""warp_block_threads"": """"}"
cli_default128,warp,bf16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,128,2.9900799195,0.0029900799195,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""22003425249.9"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0029900799195"", ""mean_us"": ""2.9900799195"", ""method"": ""warp"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:28Z"", ""warp_block_threads"": ""128""}"
cli_default128,tensor_core,bf16,"[1, 257, 1, 256]",257,256,0.0625,kernel_only,,14.2438395818,0.0142438395818,"{""batch"": ""1"", ""compute_capability"": ""80"", ""cuda_driver"": ""12040"", ""cuda_runtime"": ""12040"", ""dense_oracle_rows"": ""32"", ""dim"": ""256"", ""dtype"": ""bf16"", ""gpu"": ""NVIDIA A100-SXM4-40GB"", ""heads"": ""1"", ""input_elements_per_second"": ""4618979287.3"", ""max_abs_error"": ""0"", ""mean_ms"": ""0.0142438395818"", ""mean_us"": ""14.2438395818"", ""method"": ""tensor_core"", ""repetitions"": ""300"", ""scale"": ""0.0625"", ""scope"": ""kernel_only"", ""seq"": ""257"", ""timestamp_utc"": ""2026-09-05T18:55:28Z"", ""warp_block_threads"": """"}"
