timestamp_utc,gpu,compute_capability,cuda_runtime,cuda_driver,batch,seq,heads,dim,dtype,scale,method,scope,repetitions,mean_us,input_elements_per_second,max_abs_error,dense_oracle_rows,warp_block_threads,mean_ms,fused_layout
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,naive_global,kernel_only,1,23.199999705,187586209.282,0,17,,0.023199999705,
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,warp,kernel_only,1,4.09599998966,1062500002.68,0,17,128,0.00409599998966,
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,tensor_core,kernel_only,1,10.2399997413,425000010.736,0,17,,0.0102399997413,
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,split_int4,kernel_only,1,7.00799981132,621004582.93,0,17,128,0.00700799981132,
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,fused_int4,kernel_only,1,4.09599998966,1062500002.68,0,17,128,0.00409599998966,original
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,cpu_fp32_fwht,cpu_compute,1,9.466,459750686.668,0,17,,0.009466,
2026-09-06T07:34:16Z,"NVIDIA GeForce RTX 4090",89,12080,12080,1,17,1,256,bf16,1,warp_h2d_d2h,host_e2e,1,11.995,362817840.767,0,17,128,0.011995,
