dtype,batch,seq,heads,dim,rows,method,group,order,repeats,kernel_us,logical_io_bytes,logical_GBs,input_working_set_bytes,seed,input_read_only,scale,block_dim,warmup,timer,vector_scale_enabled,kernel_ms
fp16,1,17,1,256,17,scalar_transform,0,0,5,38.6440008879,17408,0.450470955389,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0386440008879
fp16,1,17,1,256,17,vector_transform,0,1,5,27.636000514,17408,0.629903013324,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.027636000514
fp16,1,17,1,256,17,scalar_split,0,2,5,56.4999997616,28356,0.501876108313,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0564999997616
fp16,1,17,1,256,17,vector_split,0,3,5,45.9439992905,28356,0.61718614918,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0459439992905
fp16,1,17,1,256,17,scalar_fused,0,4,5,49.4639992714,10948,0.221332689658,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0494639992714
fp16,1,17,1,256,17,vector_fused,0,5,5,40.2520000935,10948,0.271986484512,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0402520000935
fp16,1,17,1,256,17,quant_only,0,6,5,18.7920004129,10948,0.58258832266,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0187920004129
fp16,1,17,1,256,17,vector_transform,1,0,5,27.5359988213,17408,0.63219061393,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0275359988213
fp16,1,17,1,256,17,scalar_split,1,1,5,56.5079987049,28356,0.501805065652,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0565079987049
fp16,1,17,1,256,17,vector_split,1,2,5,45.9479987621,28356,0.617132427177,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0459479987621
fp16,1,17,1,256,17,scalar_fused,1,3,5,49.4320005178,10948,0.221475964665,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0494320005178
fp16,1,17,1,256,17,vector_fused,1,4,5,40.3160005808,10948,0.271554713818,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403160005808
fp16,1,17,1,256,17,quant_only,1,5,5,18.7720000744,10948,0.583209032422,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0187720000744
fp16,1,17,1,256,17,scalar_transform,1,6,5,37.9440009594,17408,0.458781350407,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0379440009594
fp16,1,17,1,256,17,scalar_split,2,0,5,56.6519975662,28356,0.500529570327,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0566519975662
fp16,1,17,1,256,17,vector_split,2,1,5,46.0480004549,28356,0.615792210734,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0460480004549
fp16,1,17,1,256,17,scalar_fused,2,2,5,49.4960010052,10948,0.221189586586,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0494960010052
fp16,1,17,1,256,17,vector_fused,2,3,5,40.3759986162,10948,0.271151188211,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403759986162
fp16,1,17,1,256,17,quant_only,2,4,5,18.7999993563,10948,0.582340445472,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0187999993563
fp16,1,17,1,256,17,scalar_transform,2,5,5,38.0560010672,17408,0.457431141261,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0380560010672
fp16,1,17,1,256,17,vector_transform,2,6,5,27.4919986725,17408,0.633202416724,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0274919986725
fp16,1,17,1,256,17,vector_split,3,0,5,45.7879990339,28356,0.61928890972,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0457879990339
fp16,1,17,1,256,17,scalar_fused,3,1,5,49.347999692,10948,0.221852964018,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.049347999692
fp16,1,17,1,256,17,vector_fused,3,2,5,40.3320014477,10948,0.27144698024,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403320014477
fp16,1,17,1,256,17,quant_only,3,3,5,18.843999505,10948,0.580980698767,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.018843999505
fp16,1,17,1,256,17,scalar_transform,3,4,5,38.0800008774,17408,0.45714284661,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0380800008774
fp16,1,17,1,256,17,vector_transform,3,5,5,27.5559991598,17408,0.631731765524,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0275559991598
fp16,1,17,1,256,17,scalar_split,3,6,5,56.3639998436,28356,0.503087078254,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0563639998436
fp16,1,17,1,256,17,scalar_fused,4,0,5,49.3719995022,10948,0.221745120927,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0493719995022
fp16,1,17,1,256,17,vector_fused,4,1,5,40.283998847,10948,0.271770437726,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.040283998847
fp16,1,17,1,256,17,quant_only,4,2,5,18.8319995999,10948,0.581350904449,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0188319995999
fp16,1,17,1,256,17,scalar_transform,4,3,5,38.0600005388,17408,0.457383072873,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0380600005388
fp16,1,17,1,256,17,vector_transform,4,4,5,27.5999993086,17408,0.630724653482,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0275999993086
fp16,1,17,1,256,17,scalar_split,4,5,5,56.5400004387,28356,0.501521043155,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0565400004387
fp16,1,17,1,256,17,vector_split,4,6,5,46.0960000753,28356,0.615150988234,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0460960000753
bf16,1,17,1,256,17,scalar_transform,0,0,5,40.4799997807,17408,0.430039528022,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0404799997807
bf16,1,17,1,256,17,vector_transform,0,1,5,27.6840001345,17408,0.628810862428,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0276840001345
bf16,1,17,1,256,17,scalar_split,0,2,5,56.547999382,28356,0.501450100974,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.056547999382
bf16,1,17,1,256,17,vector_split,0,3,5,45.9960013628,28356,0.616488372029,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0459960013628
bf16,1,17,1,256,17,scalar_fused,0,4,5,49.7880011797,10948,0.219892338326,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0497880011797
bf16,1,17,1,256,17,vector_fused,0,5,5,40.3640002012,10948,0.271231789352,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403640002012
bf16,1,17,1,256,17,quant_only,0,6,5,18.9919993281,10948,0.576453263864,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0189919993281
bf16,1,17,1,256,17,vector_transform,1,0,5,28.2319992781,17408,0.616605286382,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0282319992781
bf16,1,17,1,256,17,scalar_split,1,1,5,56.6640019417,28356,0.500423532196,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0566640019417
bf16,1,17,1,256,17,vector_split,1,2,5,46.167999506,28356,0.614191654467,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.046167999506
bf16,1,17,1,256,17,scalar_fused,1,3,5,49.6639996767,10948,0.220441367414,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0496639996767
bf16,1,17,1,256,17,vector_fused,1,4,5,40.3160005808,10948,0.271554713818,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403160005808
bf16,1,17,1,256,17,quant_only,1,5,5,19.0119996667,10948,0.575846843674,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0190119996667
bf16,1,17,1,256,17,scalar_transform,1,6,5,38.6079996824,17408,0.450891010754,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0386079996824
bf16,1,17,1,256,17,scalar_split,2,0,5,56.6559970379,28356,0.500494236842,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0566559970379
bf16,1,17,1,256,17,vector_split,2,1,5,46.1320012808,28356,0.614670927182,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0461320012808
bf16,1,17,1,256,17,scalar_fused,2,2,5,49.7880011797,10948,0.219892338326,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0497880011797
bf16,1,17,1,256,17,vector_fused,2,3,5,40.476000309,10948,0.270481270788,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.040476000309
bf16,1,17,1,256,17,quant_only,2,4,5,19.0559998155,10948,0.57451721799,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0190559998155
bf16,1,17,1,256,17,scalar_transform,2,5,5,38.5839998722,17408,0.451171471534,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0385839998722
bf16,1,17,1,256,17,vector_transform,2,6,5,27.4679988623,17408,0.63375566918,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0274679988623
bf16,1,17,1,256,17,vector_split,3,0,5,45.8799988031,28356,0.61804709546,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0458799988031
bf16,1,17,1,256,17,scalar_fused,3,1,5,49.6479988098,10948,0.220512412634,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0496479988098
bf16,1,17,1,256,17,vector_fused,3,2,5,40.3880000114,10948,0.271070614957,8704,2909,true,1,32,3,acl_timeline_event_ms,true,0.0403880000114
