mode,dim,rows,dtype,scale,activated,round,original128_ms,original256_ms,auto_ms,baseline_ms,reduction_percent
hadamard_int4,4,4096,fp16,1.0,True,3,0.003064800053834915,0.002851199917495251,0.0018743999302387238,0.002851199917495251,34.259259803663134
hadamard,2,4096,bf16,1.0,True,3,0.002329600043594837,0.002000799961388111,0.001565600000321865,0.002000799961388111,21.75129795406002
hadamard_int4,2,2,fp16,1.0,True,3,0.0018015999346971511,0.001791200041770935,0.0016704000532627105,0.001791200041770935,6.74408138070336
hadamard,16,16384,bf16,1.0,True,3,0.004729599878191948,0.0035135999321937563,0.0025200000032782554,0.0035135999321937563,28.278687047194218
hadamard,2,4097,fp16,1.0,True,3,0.0023288000375032425,0.0019896000623703,0.0015359999611973762,0.0019896000623703,22.798556843254715
hadamard_int4,8,16384,bf16,1.0,True,3,0.006310400366783142,0.00607759989798069,0.0025111999362707137,0.00607759989798069,58.68105866750012
hadamard_int4,2,16384,fp16,1.0,True,3,0.006351199746131897,0.005886400118470192,0.0019680000841617584,0.005886400118470192,66.56700114580015
hadamard_int4,1,2,bf16,1.0,True,3,0.0017472000792622567,0.001738400012254715,0.001624000072479248,0.001738400012254715,6.580760410090514
hadamard,256,17,bf16,1.0,False,3,0.0017567999660968781,0.001942400075495243,0.0017559999600052834,0.0017567999660968781,0.0455376882418812
hadamard_int4,1,16384,fp16,1.0,True,3,0.0057968001812696455,0.0054280001670122145,0.0017176000401377678,0.0054280001670122145,68.35666935723029
hadamard,16,4096,bf16,1.0,True,3,0.002399200014770031,0.0020735999569296837,0.0018319999799132347,0.0020735999569296837,11.65123370151776
hadamard_int4,2,1,fp16,1.0,True,3,0.0018015999346971511,0.001791200041770935,0.0016752000898122787,0.001791200041770935,6.4761025710991404
hadamard_int4,8,257,fp16,1.0,True,3,0.002085600048303604,0.0020872000604867935,0.0018983999267220496,0.002085600048303604,8.975839913976802
hadamard,8,4096,fp16,1.0,True,3,0.0023663999512791634,0.0020263999700546264,0.001735999993979931,0.0020263999700546264,14.330832035438057
hadamard,16,4096,fp16,1.0,True,3,0.0024008000269532203,0.0020560000091791155,0.0018295999616384506,0.0020560000091791155,11.011675414877931
hadamard_int4,16,65,bf16,1.0,False,3,0.002049599960446358,0.0020239999517798423,0.0020503999665379526,0.002049599960446358,-0.0390323042073204
hadamard,16,4097,bf16,1.0,True,3,0.0024000000208616256,0.002064800076186657,0.001833599992096424,0.002064800076186657,11.197214042979942
hadamard,1,16384,fp16,1.0,True,3,0.0046328000724315645,0.003219199925661087,0.0015744000673294067,0.003219199925661087,51.09343614295432
hadamard,8,16384,bf16,1.0,True,3,0.004680800065398216,0.0033991999924182894,0.002016800083220005,0.0033991999924182894,40.668389982397144
hadamard_int4,64,65,bf16,1.0,False,3,0.0019471999257802963,0.001945599913597107,0.0019471999257802963,0.0019471999257802963,0.0
hadamard_int4,1,1,fp16,1.0,True,3,0.0017983999103307724,0.0017888000234961509,0.0016783999279141426,0.0017888000234961509,6.1717405037951085
hadamard_int4,64,65,fp16,1.0,False,3,0.0019328000023961067,0.001929599978029728,0.0019376000389456749,0.0019328000023961067,-0.2483462615696208
hadamard,8,16384,fp16,1.0,True,3,0.0046847999095916745,0.0033920001238584518,0.0020231999456882476,0.0033920001238584518,40.35377736405189
hadamard_int4,16,4096,bf16,1.0,False,3,0.0031704001128673555,0.0028984000906348228,0.0031736001372337343,0.0031704001128673555,-0.10093440109943952
hadamard,1,4096,bf16,1.0,True,3,0.002324800007045269,0.001982400007545948,0.0014871999621391297,0.001982400007545948,24.97982463286188
hadamard_int4,4,16384,fp16,1.0,True,3,0.006215199828147888,0.005954400077462197,0.0021199999377131463,0.005954400077462197,64.39607835997639
hadamard,4,4096,bf16,1.0,True,3,0.0023367999121546744,0.002000799961388111,0.0016071999445557595,0.002000799961388111,19.672132368459295
hadamard_int4,1,1,bf16,1.0,True,3,0.0017424000427126885,0.0017343999817967415,0.0016224000602960587,0.0017343999817967415,6.457560117399053
hadamard_int4,1,16384,bf16,1.0,True,3,0.005872000008821487,0.005463200062513352,0.0017015999183058739,0.005463200062513352,68.85342109322185
hadamard,1,16384,bf16,1.0,True,3,0.004619999974966049,0.0032120000571012495,0.0015639999881386756,0.0032120000571012495,51.3075977479855
hadamard,4,4097,bf16,1.0,True,3,0.0023344000801444054,0.001999199949204922,0.00160559993237257,0.001999199949204922,19.68787649223809
hadamard,4,16384,bf16,1.0,True,3,0.004649600014090538,0.0033032000064849854,0.0017823999747633933,0.0033032000064849854,46.04020430903037
hadamard,16,4097,fp16,1.0,True,3,0.0024024000391364097,0.002054399996995926,0.00183119997382164,0.002054399996995926,10.864487125226985
hadamard_int4,4,17,fp16,1.0,True,3,0.0019279999658465385,0.0019592000171542168,0.0017823999747633933,0.0019279999658465385,7.551866891201719
hadamard,32,17,bf16,1.0,False,3,0.0015664000064134597,0.001571200042963028,0.0015664000064134597,0.0015664000064134597,0.0
hadamard_int4,4,4096,bf16,1.0,True,3,0.0030824000015854834,0.0028575999662280084,0.0019783999770879744,0.0028575999662280084,30.767077251213905
hadamard_int4,4,16384,bf16,1.0,True,3,0.006258399784564972,0.005984000116586685,0.0021056000143289564,0.005984000116586685,64.81283467069842
hadamard_int4,4,16,fp16,1.0,True,3,0.001958400011062622,0.0019751999527215956,0.0015383999794721603,0.001958400011062622,21.446079923302854
hadamard,1,4097,bf16,1.0,True,3,0.0023312000557780266,0.0019807999953627585,0.001512799970805645,0.0019807999953627585,23.62681874256595
hadamard_int4,8,256,fp16,1.0,True,3,0.0020896000787615776,0.0020848000422120094,0.0017400000244379044,0.0020848000422120094,16.538757232960634
hadamard,2,4096,fp16,1.0,True,3,0.0023288000375032425,0.0019943999126553536,0.001541600003838539,0.0019943999126553536,22.703566418329537
hadamard,8,4097,fp16,1.0,True,3,0.002370399981737137,0.0020255999639630317,0.0017440000548958779,0.0020255999639630317,13.90204947062752
hadamard_int4,16,4096,fp16,1.0,False,3,0.0031488001346588134,0.0028775999322533607,0.0031456001102924346,0.0031488001346588134,0.10162678574471284
hadamard_int4,8,16384,fp16,1.0,True,3,0.006257600337266922,0.006058400124311447,0.0023895999416708945,0.006058400124311447,60.55724460849342
hadamard,1,4096,fp16,1.0,True,3,0.0023288000375032425,0.0019775999709963797,0.0015023999847471714,0.0019775999709963797,24.029125870677838
hadamard_int4,4,17,bf16,1.0,True,3,0.0019503999501466751,0.001981600001454353,0.001716800034046173,0.0019503999501466751,11.977026357231747
hadamard,2,4097,bf16,1.0,True,3,0.0023367999121546744,0.0019975999370217324,0.001539199985563755,0.0019975999370217324,22.94753533790236
hadamard,4,4097,fp16,1.0,True,3,0.002335200086236,0.0019951999187469483,0.0016047999262809754,0.0019951999187469483,19.566961124936142
hadamard,32,17,fp16,1.0,False,3,0.0015704000368714332,0.0015783999115228653,0.001571200042963028,0.0015704000368714332,-0.05094282175315268
hadamard_int4,8,4096,fp16,1.0,True,3,0.0031015999615192414,0.002876799926161766,0.0019648000597953796,0.002876799926161766,31.70188715845731
