run,dtype,rows,scale,method,group,event_ms,per_call_us,per_call_ms
1,bf16,3,1.0,original,2,3.0269439220428467,2.364799939095974,0.002364799939095974
1,bf16,3,1.0,original,3,3.0248959064483643,2.3631999269127846,0.0023631999269127847
1,bf16,3,1.0,original,4,3.0269439220428467,2.364799939095974,0.002364799939095974
1,bf16,3,1.0,contiguous256,0,2.8631041049957275,2.236800082027912,0.002236800082027912
1,bf16,3,1.0,contiguous256,1,2.861056089401245,2.2352000698447227,0.0022352000698447226
1,bf16,3,1.0,contiguous256,2,2.8620800971984863,2.2360000759363174,0.0022360000759363173
1,bf16,3,1.0,contiguous256,3,2.865151882171631,2.2383999079465866,0.0022383999079465867
1,bf16,3,1.0,contiguous256,4,2.8620800971984863,2.2360000759363174,0.0022360000759363173
1,fp16,4095,1.0,original,0,7.207935810089111,5.631199851632118,0.005631199851632118
1,fp16,4095,1.0,original,1,7.211008071899414,5.633600056171417,0.005633600056171417
1,fp16,4095,1.0,original,2,7.209983825683594,5.632799863815308,0.0056327998638153074
1,fp16,4095,1.0,original,3,7.208960056304932,5.632000043988228,0.005632000043988228
1,fp16,4095,1.0,original,4,7.211008071899414,5.633600056171417,0.005633600056171417
1,fp16,4095,1.0,contiguous256,0,6.653952121734619,5.198400095105171,0.005198400095105171
1,fp16,4095,1.0,contiguous256,1,6.654975891113281,5.199199914932251,0.005199199914932251
1,fp16,4095,1.0,contiguous256,2,6.648831844329834,5.194399878382683,0.005194399878382683
1,fp16,4095,1.0,contiguous256,3,6.653952121734619,5.198400095105171,0.005198400095105171
1,fp16,4095,1.0,contiguous256,4,6.651904106140137,5.196800082921982,0.0051968000829219815
1,bf16,255,1.0,original,0,3.314687967300415,2.5895999744534492,0.002589599974453449
1,bf16,255,1.0,original,1,3.3157119750976562,2.590399980545044,0.0025903999805450438
1,bf16,255,1.0,original,2,3.3126399517059326,2.58799996227026,0.0025879999622702597
1,bf16,255,1.0,original,3,3.3126399517059326,2.58799996227026,0.0025879999622702597
1,bf16,255,1.0,original,4,3.3126399517059326,2.58799996227026,0.0025879999622702597
1,bf16,255,1.0,contiguous256,0,3.141632080078125,2.454400062561035,0.002454400062561035
1,bf16,255,1.0,contiguous256,1,3.140608072280884,2.4536000564694405,0.0024536000564694405
1,bf16,255,1.0,contiguous256,2,3.140608072280884,2.4536000564694405,0.0024536000564694405
1,bf16,255,1.0,contiguous256,3,3.140608072280884,2.4536000564694405,0.0024536000564694405
1,bf16,255,1.0,contiguous256,4,3.140608072280884,2.4536000564694405,0.0024536000564694405
1,fp16,16385,0.0625,original,0,24.673280715942383,19.276000559329987,0.019276000559329987
1,fp16,16385,0.0625,original,1,24.673280715942383,19.276000559329987,0.019276000559329987
1,fp16,16385,0.0625,original,2,24.670207977294922,19.273599982261658,0.019273599982261656
1,fp16,16385,0.0625,original,3,24.68351936340332,19.283999502658844,0.019283999502658845
1,fp16,16385,0.0625,original,4,22.765567779541016,17.78559982776642,0.017785599827766417
1,fp16,16385,0.0625,contiguous256,0,23.037952423095703,17.998400330543518,0.017998400330543517
1,fp16,16385,0.0625,contiguous256,1,23.011327743530273,17.977599799633026,0.017977599799633027
1,fp16,16385,0.0625,contiguous256,2,23.013376235961914,17.979200184345245,0.017979200184345245
1,fp16,16385,0.0625,contiguous256,3,23.019519805908203,17.983999848365784,0.017983999848365784
1,fp16,16385,0.0625,contiguous256,4,23.013376235961914,17.979200184345245,0.017979200184345245
1,bf16,18,0.0625,original,0,3.1539199352264404,2.4639999493956566,0.0024639999493956564
1,bf16,18,0.0625,original,1,3.1498239040374756,2.460799925029278,0.0024607999250292776
1,bf16,18,0.0625,original,2,3.1498239040374756,2.460799925029278,0.0024607999250292776
1,bf16,18,0.0625,original,3,3.1498239040374756,2.460799925029278,0.0024607999250292776
1,bf16,18,0.0625,original,4,3.1498239040374756,2.460799925029278,0.0024607999250292776
1,bf16,18,0.0625,contiguous256,0,2.9716479778289795,2.3215999826788902,0.0023215999826788902
1,bf16,18,0.0625,contiguous256,1,2.969599962234497,2.319999970495701,0.002319999970495701
1,bf16,18,0.0625,contiguous256,2,2.9706239700317383,2.3207999765872955,0.0023207999765872955
1,bf16,18,0.0625,contiguous256,3,2.969599962234497,2.319999970495701,0.002319999970495701
1,bf16,18,0.0625,contiguous256,4,2.973695993423462,2.3231999948620796,0.0023231999948620796
1,bf16,4097,1.0,original,0,7.171072006225586,5.602400004863739,0.005602400004863739
1,bf16,4097,1.0,original,1,7.1690239906311035,5.60079999268055,0.00560079999268055
1,bf16,4097,1.0,original,2,7.170048236846924,5.601600185036659,0.00560160018503666
1,bf16,4097,1.0,original,3,7.168000221252441,5.60000017285347,0.00560000017285347
1,bf16,4097,1.0,original,4,7.171072006225586,5.602400004863739,0.005602400004863739
1,bf16,4097,1.0,contiguous256,0,6.6611199378967285,5.203999951481819,0.0052039999514818195
1,bf16,4097,1.0,contiguous256,1,6.657023906707764,5.20079992711544,0.005200799927115441
1,bf16,4097,1.0,contiguous256,2,6.652927875518799,5.197599902749062,0.005197599902749062
1,bf16,4097,1.0,contiguous256,3,6.657023906707764,5.20079992711544,0.005200799927115441
1,bf16,4097,1.0,contiguous256,4,6.649856090545654,5.195200070738792,0.005195200070738792
1,fp16,2,0.0625,original,0,2.979840040206909,2.328000031411648,0.002328000031411648
1,fp16,2,0.0625,original,1,2.9767680168151855,2.3256000131368637,0.0023256000131368637
1,fp16,2,0.0625,original,2,2.9757440090179443,2.324800007045269,0.002324800007045269
1,fp16,2,0.0625,original,3,2.9757440090179443,2.324800007045269,0.002324800007045269
1,fp16,2,0.0625,original,4,2.9767680168151855,2.3256000131368637,0.0023256000131368637
1,fp16,2,0.0625,contiguous256,0,2.821120023727417,2.2040000185370445,0.0022040000185370445
1,fp16,2,0.0625,contiguous256,1,2.821120023727417,2.2040000185370445,0.0022040000185370445
1,fp16,2,0.0625,contiguous256,2,2.821120023727417,2.2040000185370445,0.0022040000185370445
1,fp16,2,0.0625,contiguous256,3,2.820096015930176,2.20320001244545,0.00220320001244545
1,fp16,2,0.0625,contiguous256,4,2.821120023727417,2.2040000185370445,0.0022040000185370445
1,bf16,16,1.0,original,0,4.087808132171631,3.1936001032590866,0.0031936001032590866
1,bf16,16,1.0,original,1,4.090879917144775,3.1959999352693558,0.0031959999352693556
1,bf16,16,1.0,original,2,4.085760116577148,3.192000091075897,0.003192000091075897
1,bf16,16,1.0,original,3,4.084735870361328,3.1911998987197876,0.0031911998987197874
1,bf16,16,1.0,original,4,4.083712100982666,3.190400078892708,0.003190400078892708
1,bf16,16,1.0,contiguous256,0,3.867647886276245,3.0215999111533165,0.0030215999111533167
1,bf16,16,1.0,contiguous256,1,3.857408046722412,3.0136000365018845,0.0030136000365018844
1,bf16,16,1.0,contiguous256,2,3.857408046722412,3.0136000365018845,0.0030136000365018844
1,bf16,16,1.0,contiguous256,3,3.8604800701141357,3.0160000547766685,0.0030160000547766685
1,bf16,16,1.0,contiguous256,4,3.857408046722412,3.0136000365018845,0.0030136000365018844
1,fp16,256,0.0625,original,0,4.230144023895264,3.3048000186681747,0.0033048000186681747
1,fp16,256,0.0625,original,1,4.226047992706299,3.301599994301796,0.003301599994301796
1,fp16,256,0.0625,original,2,4.227071762084961,3.3023998141288757,0.0033023998141288756
1,fp16,256,0.0625,original,3,4.226047992706299,3.301599994301796,0.003301599994301796
1,fp16,256,0.0625,original,4,4.227071762084961,3.3023998141288757,0.0033023998141288756
1,fp16,256,0.0625,contiguous256,0,4.002816200256348,3.1272001564502716,0.0031272001564502717
1,fp16,256,0.0625,contiguous256,1,4.001791954040527,3.126399964094162,0.003126399964094162
1,fp16,256,0.0625,contiguous256,2,4.00383996963501,3.1279999762773514,0.0031279999762773513
1,fp16,256,0.0625,contiguous256,3,4.001791954040527,3.126399964094162,0.003126399964094162
1,fp16,256,0.0625,contiguous256,4,4.001791954040527,3.126399964094162,0.003126399964094162
1,bf16,255,0.0625,original,0,4.24345588684082,3.315199911594391,0.0033151999115943907
1,bf16,255,0.0625,original,1,4.242432117462158,3.314400091767311,0.003314400091767311
1,bf16,255,0.0625,original,2,4.242432117462158,3.314400091767311,0.003314400091767311
1,bf16,255,0.0625,original,3,4.24345588684082,3.315199911594391,0.0033151999115943907
1,bf16,255,0.0625,original,4,4.240384101867676,3.3128000795841217,0.0033128000795841217
1,bf16,255,0.0625,contiguous256,0,4.028416156768799,3.147200122475624,0.003147200122475624
1,bf16,255,0.0625,contiguous256,1,4.022272109985352,3.142400085926056,0.003142400085926056
1,bf16,255,0.0625,contiguous256,2,4.025343894958496,3.144799917936325,0.0031447999179363252
1,bf16,255,0.0625,contiguous256,3,4.024320125579834,3.1440000981092453,0.003144000098109245
1,bf16,255,0.0625,contiguous256,4,4.024320125579834,3.1440000981092453,0.003144000098109245
1,bf16,4095,0.0625,original,0,9.293824195861816,7.260800153017044,0.007260800153017044
1,bf16,4095,0.0625,original,1,9.29587173461914,7.262399792671204,0.007262399792671204
1,bf16,4095,0.0625,original,2,9.296895980834961,7.263199985027313,0.007263199985027313
1,bf16,4095,0.0625,original,3,9.291775703430176,7.259199768304825,0.007259199768304825
1,bf16,4095,0.0625,original,4,9.290752410888672,7.258400321006775,0.007258400321006775
1,bf16,4095,0.0625,contiguous256,0,8.645631790161133,6.754399836063385,0.006754399836063385
1,bf16,4095,0.0625,contiguous256,1,8.642560005187988,6.752000004053116,0.006752000004053116
1,bf16,4095,0.0625,contiguous256,2,8.640512466430664,6.750400364398956,0.0067504003643989565
1,bf16,4095,0.0625,contiguous256,3,8.638463973999023,6.748799979686737,0.006748799979686737
1,bf16,4095,0.0625,contiguous256,4,8.649727821350098,6.757599860429764,0.0067575998604297634
1,bf16,65,1.0,original,0,4.1656317710876465,3.254399821162224,0.003254399821162224
1,bf16,65,1.0,original,1,4.155392169952393,3.2464001327753067,0.003246400132775307
1,bf16,65,1.0,original,2,4.155392169952393,3.2464001327753067,0.003246400132775307
1,bf16,65,1.0,original,3,4.155392169952393,3.2464001327753067,0.003246400132775307
1,bf16,65,1.0,original,4,4.156415939331055,3.2471999526023865,0.0032471999526023864
1,bf16,65,1.0,contiguous256,0,3.9342079162597656,3.073599934577942,0.0030735999345779417
1,bf16,65,1.0,contiguous256,1,3.930111885070801,3.070399910211563,0.003070399910211563
1,bf16,65,1.0,contiguous256,2,3.9280641078948975,3.0688000842928886,0.0030688000842928886
1,bf16,65,1.0,contiguous256,3,3.930111885070801,3.070399910211563,0.003070399910211563
1,bf16,65,1.0,contiguous256,4,3.9290881156921387,3.0696000903844833,0.0030696000903844833
1,fp16,16383,0.0625,original,0,24.69273567199707,19.29119974374771,0.01929119974374771
1,fp16,16383,0.0625,original,1,24.66815948486328,19.27199959754944,0.01927199959754944
1,fp16,16383,0.0625,original,2,24.679424285888672,19.280800223350525,0.019280800223350526
1,fp16,16383,0.0625,original,3,24.689664840698242,19.2888006567955,0.0192888006567955
1,fp16,16383,0.0625,original,4,24.681472778320312,19.282400608062744,0.019282400608062744
1,fp16,16383,0.0625,contiguous256,0,23.0328311920166,17.99439936876297,0.01799439936876297
1,fp16,16383,0.0625,contiguous256,1,23.016447067260742,17.981599271297455,0.017981599271297454
1,fp16,16383,0.0625,contiguous256,2,23.021568298339844,17.985600233078003,0.017985600233078002
1,fp16,16383,0.0625,contiguous256,3,23.018495559692383,17.983199656009674,0.017983199656009675
1,fp16,16383,0.0625,contiguous256,4,22.176767349243164,17.325599491596222,0.017325599491596223
1,fp16,18,1.0,original,0,3.127295970916748,2.4431999772787094,0.0024431999772787094
1,fp16,18,1.0,original,1,3.1252479553222656,2.44159996509552,0.00244159996509552
1,fp16,18,1.0,original,2,3.126271963119507,2.4423999711871147,0.0024423999711871147
1,fp16,18,1.0,original,3,3.127295970916748,2.4431999772787094,0.0024431999772787094
1,fp16,18,1.0,original,4,3.126271963119507,2.4423999711871147,0.0024423999711871147
1,fp16,18,1.0,contiguous256,0,2.9655039310455322,2.316799946129322,0.002316799946129322
1,fp16,18,1.0,contiguous256,1,2.96345591545105,2.3151999339461327,0.0023151999339461327
1,fp16,18,1.0,contiguous256,2,2.9624319076538086,2.314399927854538,0.002314399927854538
1,fp16,18,1.0,contiguous256,3,2.9624319076538086,2.314399927854538,0.002314399927854538
1,fp16,18,1.0,contiguous256,4,2.9624319076538086,2.314399927854538,0.002314399927854538
1,bf16,2,1.0,original,0,2.959359884262085,2.311999909579754,0.002311999909579754
1,bf16,2,1.0,original,1,2.9521920680999756,2.306400053203106,0.002306400053203106
1,bf16,2,1.0,original,2,2.9521920680999756,2.306400053203106,0.002306400053203106
1,bf16,2,1.0,original,3,2.9511680603027344,2.3056000471115112,0.0023056000471115114
1,bf16,2,1.0,original,4,2.953216075897217,2.3072000592947006,0.002307200059294701
1,bf16,2,1.0,contiguous256,0,2.791424036026001,2.1808000281453133,0.0021808000281453134
1,bf16,2,1.0,contiguous256,1,2.7904000282287598,2.1800000220537186,0.0021800000220537187
1,bf16,2,1.0,contiguous256,2,2.7904000282287598,2.1800000220537186,0.0021800000220537187
1,bf16,2,1.0,contiguous256,3,2.7904000282287598,2.1800000220537186,0.0021800000220537187
1,bf16,2,1.0,contiguous256,4,2.791424036026001,2.1808000281453133,0.0021808000281453134
1,bf16,258,1.0,original,0,3.31059193611145,2.5863999500870705,0.0025863999500870703
1,bf16,258,1.0,original,1,3.31059193611145,2.5863999500870705,0.0025863999500870703
1,bf16,258,1.0,original,2,3.309567928314209,2.5855999439954758,0.0025855999439954756
1,bf16,258,1.0,original,3,3.309567928314209,2.5855999439954758,0.0025855999439954756
1,bf16,258,1.0,original,4,3.31059193611145,2.5863999500870705,0.0025863999500870703
1,bf16,258,1.0,contiguous256,0,3.13753604888916,2.4512000381946564,0.0024512000381946564
1,bf16,258,1.0,contiguous256,1,3.132416009902954,2.447200007736683,0.002447200007736683
1,bf16,258,1.0,contiguous256,2,3.131392002105713,2.446400001645088,0.002446400001645088
1,bf16,258,1.0,contiguous256,3,3.132416009902954,2.447200007736683,0.002447200007736683
1,bf16,258,1.0,contiguous256,4,3.131392002105713,2.446400001645088,0.002446400001645088
1,fp16,65,0.0625,original,0,4.121600151062012,3.2200001180171967,0.0032200001180171965
1,fp16,65,0.0625,original,1,4.118527889251709,3.2175999134778976,0.0032175999134778977
1,fp16,65,0.0625,original,2,4.118527889251709,3.2175999134778976,0.0032175999134778977
1,fp16,65,0.0625,original,3,4.119552135467529,3.2184001058340073,0.003218400105834007
1,fp16,65,0.0625,original,4,4.119552135467529,3.2184001058340073,0.003218400105834007
1,fp16,65,0.0625,contiguous256,0,3.906559944152832,3.0519999563694,0.0030519999563694
1,fp16,65,0.0625,contiguous256,1,3.906559944152832,3.0519999563694,0.0030519999563694
1,fp16,65,0.0625,contiguous256,2,3.906559944152832,3.0519999563694,0.0030519999563694
1,fp16,65,0.0625,contiguous256,3,3.906559944152832,3.0519999563694,0.0030519999563694
1,fp16,65,0.0625,contiguous256,4,3.905535936355591,3.0511999502778053,0.0030511999502778053
1,fp16,256,1.0,original,0,4.228096008300781,3.3032000064849854,0.0033032000064849854
1,fp16,256,1.0,original,1,4.226047992706299,3.301599994301796,0.003301599994301796
1,fp16,256,1.0,original,2,4.227071762084961,3.3023998141288757,0.0033023998141288756
1,fp16,256,1.0,original,3,4.228096008300781,3.3032000064849854,0.0033032000064849854
1,fp16,256,1.0,original,4,4.228096008300781,3.3032000064849854,0.0033032000064849854
1,fp16,256,1.0,contiguous256,0,4.013055801391602,3.1351998448371887,0.003135199844837189
1,fp16,256,1.0,contiguous256,1,4.013055801391602,3.1351998448371887,0.003135199844837189
1,fp16,256,1.0,contiguous256,2,4.013055801391602,3.1351998448371887,0.003135199844837189
1,fp16,256,1.0,contiguous256,3,4.0120320320129395,3.134400025010109,0.003134400025010109
1,fp16,256,1.0,contiguous256,4,4.0120320320129395,3.134400025010109,0.003134400025010109
1,fp16,3,1.0,original,0,3.7847039699554443,2.956799976527691,0.0029567999765276907
1,fp16,3,1.0,original,1,3.782655954360962,2.9551999643445015,0.0029551999643445013
1,fp16,3,1.0,original,2,3.7847039699554443,2.956799976527691,0.0029567999765276907
1,fp16,3,1.0,original,3,3.783679962158203,2.955999970436096,0.002955999970436096
1,fp16,3,1.0,original,4,3.783679962158203,2.955999970436096,0.002955999970436096
1,fp16,3,1.0,contiguous256,0,3.5532801151275635,2.776000089943409,0.002776000089943409
1,fp16,3,1.0,contiguous256,1,3.551232099533081,2.7744000777602196,0.0027744000777602195
1,fp16,3,1.0,contiguous256,2,3.555327892303467,2.7775999158620834,0.0027775999158620836
1,fp16,3,1.0,contiguous256,3,3.56659197807312,2.786399982869625,0.0027863999828696253
1,fp16,3,1.0,contiguous256,4,3.5522561073303223,2.7752000838518143,0.002775200083851814
1,fp16,16383,1.0,original,0,24.70400047302246,19.300000369548798,0.0193000003695488
1,fp16,16383,1.0,original,1,24.7142391204834,19.307999312877655,0.019307999312877654
1,fp16,16383,1.0,original,2,20.71552085876465,16.18400067090988,0.01618400067090988
1,fp16,16383,1.0,original,3,20.69708824157715,16.169600188732147,0.016169600188732147
1,fp16,16383,1.0,original,4,20.700159072875977,16.171999275684357,0.016171999275684357
1,fp16,16383,1.0,contiguous256,0,23.053312301635742,18.010400235652924,0.018010400235652924
1,fp16,16383,1.0,contiguous256,1,23.025663375854492,17.988799512386322,0.01798879951238632
1,fp16,16383,1.0,contiguous256,2,20.23423957824707,15.807999670505524,0.015807999670505522
1,fp16,16383,1.0,contiguous256,3,19.619840621948242,15.328000485897064,0.015328000485897064
1,fp16,16383,1.0,contiguous256,4,19.366912841796875,15.130400657653809,0.015130400657653809
1,bf16,16383,1.0,original,0,19.478527069091797,15.217599272727966,0.015217599272727967
1,bf16,16383,1.0,original,1,20.716543197631836,16.184799373149872,0.016184799373149872
1,bf16,16383,1.0,original,2,20.832256317138672,16.275200247764587,0.016275200247764587
1,bf16,16383,1.0,original,3,20.86092758178711,16.29759967327118,0.016297599673271178
1,bf16,16383,1.0,original,4,20.983808517456055,16.393600404262543,0.01639360040426254
1,bf16,16383,1.0,contiguous256,0,18.40947151184082,14.38239961862564,0.014382399618625641
1,bf16,16383,1.0,contiguous256,1,18.877439498901367,14.747999608516693,0.014747999608516693
1,bf16,16383,1.0,contiguous256,2,19.298303604125977,15.07679969072342,0.01507679969072342
1,bf16,16383,1.0,contiguous256,3,19.21945571899414,15.015199780464172,0.015015199780464172
1,bf16,16383,1.0,contiguous256,4,19.384319305419922,15.143999457359314,0.015143999457359314
1,bf16,3,0.0625,original,0,3.057663917541504,2.3887999355793,0.0023887999355793
1,bf16,3,0.0625,original,1,3.0566399097442627,2.3879999294877052,0.002387999929487705
1,bf16,3,0.0625,original,2,3.057663917541504,2.3887999355793,0.0023887999355793
1,bf16,3,0.0625,original,3,3.0566399097442627,2.3879999294877052,0.002387999929487705
1,bf16,3,0.0625,original,4,3.057663917541504,2.3887999355793,0.0023887999355793
1,bf16,3,0.0625,contiguous256,0,2.890752077102661,2.258400060236454,0.002258400060236454
1,bf16,3,0.0625,contiguous256,1,2.884608030319214,2.253600023686886,0.002253600023686886
1,bf16,3,0.0625,contiguous256,2,2.8866560459136963,2.2552000358700752,0.0022552000358700753
1,bf16,3,0.0625,contiguous256,3,2.885632038116455,2.2544000297784805,0.0022544000297784806
1,bf16,3,0.0625,contiguous256,4,2.8876800537109375,2.25600004196167,0.00225600004196167
2,bf16,65,1.0,original,0,4.156415939331055,3.2471999526023865,0.0032471999526023864
2,bf16,65,1.0,original,1,4.15334415435791,3.2448001205921173,0.0032448001205921174
2,bf16,65,1.0,original,2,4.155392169952393,3.2464001327753067,0.003246400132775307
2,bf16,65,1.0,original,3,4.151296138763428,3.243200108408928,0.003243200108408928
2,bf16,65,1.0,original,4,4.157440185546875,3.248000144958496,0.003248000144958496
2,bf16,65,1.0,contiguous256,0,3.940351963043213,3.07839997112751,0.00307839997112751
2,bf16,65,1.0,contiguous256,1,3.9290881156921387,3.0696000903844833,0.0030696000903844833
2,bf16,65,1.0,contiguous256,2,3.9280641078948975,3.0688000842928886,0.0030688000842928886
2,bf16,65,1.0,contiguous256,3,3.9280641078948975,3.0688000842928886,0.0030688000842928886
2,bf16,65,1.0,contiguous256,4,3.9864320755004883,3.1144000589847565,0.0031144000589847566
2,fp16,4095,0.0625,original,0,9.340928077697754,7.29760006070137,0.007297600060701371
2,fp16,4095,0.0625,original,1,9.336832046508789,7.2944000363349915,0.007294400036334992
2,fp16,4095,0.0625,original,2,9.336832046508789,7.2944000363349915,0.007294400036334992
2,fp16,4095,0.0625,original,3,9.333760261535645,7.292000204324722,0.007292000204324722
2,fp16,4095,0.0625,original,4,9.33785629272461,7.295200228691101,0.007295200228691101
2,fp16,4095,0.0625,contiguous256,0,8.600576400756836,6.719200313091278,0.006719200313091278
2,fp16,4095,0.0625,contiguous256,1,8.592384338378906,6.7128002643585205,0.006712800264358521
2,fp16,4095,0.0625,contiguous256,2,8.60159969329834,6.719999760389328,0.006719999760389328
2,fp16,4095,0.0625,contiguous256,3,8.600576400756836,6.719200313091278,0.006719200313091278
2,fp16,4095,0.0625,contiguous256,4,8.599552154541016,6.7184001207351685,0.006718400120735169
2,fp16,255,0.0625,original,0,3.274751901626587,2.558399923145771,0.002558399923145771
2,fp16,255,0.0625,original,1,3.274751901626587,2.558399923145771,0.002558399923145771
2,fp16,255,0.0625,original,2,3.2737278938293457,2.5575999170541763,0.0025575999170541763
2,fp16,255,0.0625,original,3,3.2727038860321045,2.5567999109625816,0.0025567999109625816
2,fp16,255,0.0625,original,4,3.2727038860321045,2.5567999109625816,0.0025567999109625816
2,fp16,255,0.0625,contiguous256,0,3.107840061187744,2.428000047802925,0.0024280000478029253
2,fp16,255,0.0625,contiguous256,1,3.1047680377960205,2.425600029528141,0.002425600029528141
2,fp16,255,0.0625,contiguous256,2,3.1047680377960205,2.425600029528141,0.002425600029528141
2,fp16,255,0.0625,contiguous256,3,3.1037440299987793,2.4248000234365463,0.0024248000234365465
2,fp16,255,0.0625,contiguous256,4,3.1047680377960205,2.425600029528141,0.002425600029528141
2,bf16,63,0.0625,original,0,3.206144094467163,2.504800073802471,0.0025048000738024712
2,bf16,63,0.0625,original,1,3.201024055480957,2.5008000433444977,0.0025008000433444978
2,bf16,63,0.0625,original,2,3.2020480632781982,2.5016000494360924,0.0025016000494360925
2,bf16,63,0.0625,original,3,3.2020480632781982,2.5016000494360924,0.0025016000494360925
2,bf16,63,0.0625,original,4,3.201024055480957,2.5008000433444977,0.0025008000433444978
2,bf16,63,0.0625,contiguous256,0,3.0351359844207764,2.3711999878287315,0.0023711999878287316
2,bf16,63,0.0625,contiguous256,1,3.033087968826294,2.369599975645542,0.0023695999756455422
2,bf16,63,0.0625,contiguous256,2,3.034111976623535,2.370399981737137,0.002370399981737137
2,bf16,63,0.0625,contiguous256,3,3.0320639610290527,2.3687999695539474,0.0023687999695539475
2,bf16,63,0.0625,contiguous256,4,3.033087968826294,2.369599975645542,0.0023695999756455422
2,fp16,16385,1.0,original,0,19.45395278930664,15.198400616645813,0.015198400616645813
2,fp16,16385,1.0,original,1,20.564992904663086,16.066400706768036,0.016066400706768035
2,fp16,16385,1.0,original,2,20.64896011352539,16.13200008869171,0.01613200008869171
2,fp16,16385,1.0,original,3,20.793344497680664,16.24480038881302,0.01624480038881302
2,fp16,16385,1.0,original,4,20.43187141418457,15.962399542331696,0.015962399542331696
2,fp16,16385,1.0,contiguous256,0,17.914880752563477,13.996000587940216,0.013996000587940215
2,fp16,16385,1.0,contiguous256,1,19.756032943725586,15.434400737285614,0.015434400737285614
2,fp16,16385,1.0,contiguous256,2,19.4201602935791,15.172000229358673,0.015172000229358672
2,fp16,16385,1.0,contiguous256,3,19.339263916015625,15.108799934387207,0.015108799934387207
2,fp16,16385,1.0,contiguous256,4,19.275775909423828,15.059199929237366,0.015059199929237366
2,bf16,258,1.0,original,0,3.3075199127197266,2.5839999318122864,0.002583999931812286
2,bf16,258,1.0,original,1,3.3034238815307617,2.5807999074459076,0.0025807999074459074
2,bf16,258,1.0,original,2,3.3034238815307617,2.5807999074459076,0.0025807999074459074
2,bf16,258,1.0,original,3,3.3034238815307617,2.5807999074459076,0.0025807999074459074
2,bf16,258,1.0,original,4,3.3034238815307617,2.5807999074459076,0.0025807999074459074
2,bf16,258,1.0,contiguous256,0,3.131392002105713,2.446400001645088,0.002446400001645088
2,bf16,258,1.0,contiguous256,1,3.1303679943084717,2.4455999955534935,0.0024455999955534935
2,bf16,258,1.0,contiguous256,2,3.131392002105713,2.446400001645088,0.002446400001645088
2,bf16,258,1.0,contiguous256,3,3.132416009902954,2.447200007736683,0.002447200007736683
2,bf16,258,1.0,contiguous256,4,3.1293439865112305,2.444799989461899,0.002444799989461899
2,bf16,3,0.0625,original,0,3.034111976623535,2.370399981737137,0.002370399981737137
2,bf16,3,0.0625,original,1,3.034111976623535,2.370399981737137,0.002370399981737137
2,bf16,3,0.0625,original,2,3.033087968826294,2.369599975645542,0.0023695999756455422
2,bf16,3,0.0625,original,3,3.034111976623535,2.370399981737137,0.002370399981737137
2,bf16,3,0.0625,original,4,3.033087968826294,2.369599975645542,0.0023695999756455422
2,bf16,3,0.0625,contiguous256,0,2.8723199367523193,2.2439999505877495,0.0022439999505877496
2,bf16,3,0.0625,contiguous256,1,2.8692479133605957,2.2415999323129654,0.0022415999323129655
2,bf16,3,0.0625,contiguous256,2,2.8692479133605957,2.2415999323129654,0.0022415999323129655
2,bf16,3,0.0625,contiguous256,3,2.8682239055633545,2.2407999262213707,0.002240799926221371
2,bf16,3,0.0625,contiguous256,4,2.8692479133605957,2.2415999323129654,0.0022415999323129655
2,fp16,2,0.0625,original,0,2.9132800102233887,2.2760000079870224,0.0022760000079870223
2,fp16,2,0.0625,original,1,2.9112319946289062,2.274399995803833,0.002274399995803833
2,fp16,2,0.0625,original,2,2.910207986831665,2.2735999897122383,0.0022735999897122382
2,fp16,2,0.0625,original,3,2.910207986831665,2.2735999897122383,0.0022735999897122382
2,fp16,2,0.0625,original,4,2.910207986831665,2.2735999897122383,0.0022735999897122382
2,fp16,2,0.0625,contiguous256,0,2.7545599937438965,2.151999995112419,0.002151999995112419
2,fp16,2,0.0625,contiguous256,1,2.7545599937438965,2.151999995112419,0.002151999995112419
2,fp16,2,0.0625,contiguous256,2,2.756608009338379,2.1536000072956085,0.0021536000072956084
2,fp16,2,0.0625,contiguous256,3,2.7555840015411377,2.152800001204014,0.0021528000012040137
2,fp16,2,0.0625,contiguous256,4,2.7545599937438965,2.151999995112419,0.002151999995112419
2,bf16,18,0.0625,original,0,4.10214376449585,3.2047998160123825,0.0032047998160123826
2,bf16,18,0.0625,original,1,4.104191780090332,3.206399828195572,0.003206399828195572
2,bf16,18,0.0625,original,2,4.098048210144043,3.2016001641750336,0.0032016001641750336
2,bf16,18,0.0625,original,3,4.097023963928223,3.200799971818924,0.0032007999718189238
2,bf16,18,0.0625,original,4,4.105216026306152,3.2072000205516815,0.0032072000205516813
2,bf16,18,0.0625,contiguous256,0,3.8645761013031006,3.0192000791430473,0.0030192000791430472
2,bf16,18,0.0625,contiguous256,1,3.861504077911377,3.0168000608682632,0.003016800060868263
2,bf16,18,0.0625,contiguous256,2,3.861504077911377,3.0168000608682632,0.003016800060868263
2,bf16,18,0.0625,contiguous256,3,3.8635520935058594,3.0184000730514526,0.0030184000730514525
2,bf16,18,0.0625,contiguous256,4,3.8645761013031006,3.0192000791430473,0.0030192000791430472
2,bf16,4095,1.0,original,0,9.263104438781738,7.236800342798233,0.007236800342798233
2,bf16,4095,1.0,original,1,9.261055946350098,7.235199958086014,0.007235199958086014
2,bf16,4095,1.0,original,2,9.259008407592773,7.233600318431854,0.007233600318431854
