run,dtype,rows,scale,method,group,event_ms,per_call_us,per_call_ms
2,bf16,4095,1.0,original,3,9.257984161376953,7.232800126075745,0.007232800126075745
2,bf16,4095,1.0,original,4,9.257984161376953,7.232800126075745,0.007232800126075745
2,bf16,4095,1.0,contiguous256,0,8.605695724487305,6.723199784755707,0.006723199784755707
2,bf16,4095,1.0,contiguous256,1,8.60364818572998,6.721600145101547,0.006721600145101547
2,bf16,4095,1.0,contiguous256,2,8.605695724487305,6.723199784755707,0.006723199784755707
2,bf16,4095,1.0,contiguous256,3,8.599552154541016,6.7184001207351685,0.006718400120735169
2,bf16,4095,1.0,contiguous256,4,8.60364818572998,6.721600145101547,0.006721600145101547
2,fp16,65,1.0,original,0,3.190783977508545,2.4927999824285507,0.002492799982428551
2,fp16,65,1.0,original,1,3.1928319931030273,2.49439999461174,0.00249439999461174
2,fp16,65,1.0,original,2,3.1948800086975098,2.4960000067949295,0.0024960000067949296
2,fp16,65,1.0,original,3,3.1897599697113037,2.491999976336956,0.002491999976336956
2,fp16,65,1.0,original,4,3.191807985305786,2.4935999885201454,0.0024935999885201455
2,fp16,65,1.0,contiguous256,0,3.0310399532318115,2.3679999634623528,0.002367999963462353
2,fp16,65,1.0,contiguous256,1,3.027967929840088,2.3655999451875687,0.0023655999451875688
2,fp16,65,1.0,contiguous256,2,3.027967929840088,2.3655999451875687,0.0023655999451875688
2,fp16,65,1.0,contiguous256,3,3.027967929840088,2.3655999451875687,0.0023655999451875688
2,fp16,65,1.0,contiguous256,4,3.027967929840088,2.3655999451875687,0.0023655999451875688
2,bf16,3,1.0,original,0,2.988032102584839,2.3344000801444054,0.0023344000801444054
2,bf16,3,1.0,original,1,2.9849600791931152,2.3320000618696213,0.0023320000618696213
2,bf16,3,1.0,original,2,2.983936071395874,2.3312000557780266,0.0023312000557780266
2,bf16,3,1.0,original,3,2.982912063598633,2.330400049686432,0.002330400049686432
2,bf16,3,1.0,original,4,2.983936071395874,2.3312000557780266,0.0023312000557780266
2,bf16,3,1.0,contiguous256,0,2.810879945755005,2.1959999576210976,0.0021959999576210976
2,bf16,3,1.0,contiguous256,1,2.810879945755005,2.1959999576210976,0.0021959999576210976
2,bf16,3,1.0,contiguous256,2,2.810879945755005,2.1959999576210976,0.0021959999576210976
2,bf16,3,1.0,contiguous256,3,2.811903953552246,2.1967999637126923,0.0021967999637126923
2,bf16,3,1.0,contiguous256,4,2.811903953552246,2.1967999637126923,0.0021967999637126923
2,fp16,18,1.0,original,0,3.1600639820098877,2.4687999859452248,0.0024687999859452246
2,fp16,18,1.0,original,1,3.1600639820098877,2.4687999859452248,0.0024687999859452246
2,fp16,18,1.0,original,2,3.1580159664154053,2.4671999737620354,0.002467199973762035
2,fp16,18,1.0,original,3,3.1590399742126465,2.46799997985363,0.00246799997985363
2,fp16,18,1.0,original,4,3.1590399742126465,2.46799997985363,0.00246799997985363
2,fp16,18,1.0,contiguous256,0,2.9951999187469482,2.3399999365210533,0.002339999936521053
2,fp16,18,1.0,contiguous256,1,2.993151903152466,2.338399924337864,0.0023383999243378637
2,fp16,18,1.0,contiguous256,2,2.9921278953552246,2.3375999182462692,0.002337599918246269
2,fp16,18,1.0,contiguous256,3,2.9921278953552246,2.3375999182462692,0.002337599918246269
2,fp16,18,1.0,contiguous256,4,2.9921278953552246,2.3375999182462692,0.002337599918246269
2,fp16,3,1.0,original,0,3.034111976623535,2.370399981737137,0.002370399981737137
2,fp16,3,1.0,original,1,3.8973441123962402,3.0448000878095627,0.003044800087809563
2,fp16,3,1.0,original,2,3.896320104598999,3.044000081717968,0.003044000081717968
2,fp16,3,1.0,original,3,3.8983678817749023,3.0455999076366425,0.0030455999076366425
2,fp16,3,1.0,original,4,3.895296096801758,3.0432000756263733,0.0030432000756263735
2,fp16,3,1.0,contiguous256,0,2.8733439445495605,2.244799956679344,0.0022447999566793443
2,fp16,3,1.0,contiguous256,1,3.6659200191497803,2.864000014960766,0.002864000014960766
2,fp16,3,1.0,contiguous256,2,3.6730880737304688,2.8696000576019287,0.002869600057601929
2,fp16,3,1.0,contiguous256,3,3.670016050338745,2.8672000393271446,0.0028672000393271447
2,fp16,3,1.0,contiguous256,4,3.670016050338745,2.8672000393271446,0.0028672000393271447
2,bf16,16383,1.0,original,0,25.013248443603516,19.541600346565247,0.019541600346565248
2,bf16,16383,1.0,original,1,25.012224197387695,19.540800154209137,0.019540800154209136
2,bf16,16383,1.0,original,2,20.695039749145508,16.167999804019928,0.01616799980401993
2,bf16,16383,1.0,original,3,20.628480911254883,16.116000711917877,0.016116000711917877
2,bf16,16383,1.0,original,4,20.61311912536621,16.103999316692352,0.016103999316692354
2,bf16,16383,1.0,contiguous256,0,23.07481575012207,18.027199804782867,0.018027199804782866
2,bf16,16383,1.0,contiguous256,1,23.05638313293457,18.012799322605133,0.018012799322605133
2,bf16,16383,1.0,contiguous256,2,20.634624481201172,16.120800375938416,0.016120800375938417
2,bf16,16383,1.0,contiguous256,3,19.181568145751953,14.985600113868713,0.014985600113868713
2,bf16,16383,1.0,contiguous256,4,19.113983154296875,14.932799339294434,0.014932799339294433
2,fp16,63,0.0625,original,0,3.1723520755767822,2.478400059044361,0.002478400059044361
2,fp16,63,0.0625,original,1,3.1682560443878174,2.4752000346779823,0.002475200034677982
2,fp16,63,0.0625,original,2,3.167232036590576,2.4744000285863876,0.0024744000285863875
2,fp16,63,0.0625,original,3,3.167232036590576,2.4744000285863876,0.0024744000285863875
2,fp16,63,0.0625,original,4,3.1692800521850586,2.476000040769577,0.002476000040769577
2,fp16,63,0.0625,contiguous256,0,3.012608051300049,2.353600040078163,0.002353600040078163
2,fp16,63,0.0625,contiguous256,1,3.0115840435028076,2.3528000339865685,0.0023528000339865683
2,fp16,63,0.0625,contiguous256,2,3.012608051300049,2.353600040078163,0.002353600040078163
2,fp16,63,0.0625,contiguous256,3,3.0105600357055664,2.3520000278949738,0.0023520000278949736
2,fp16,63,0.0625,contiguous256,4,3.0105600357055664,2.3520000278949738,0.0023520000278949736
2,bf16,63,1.0,original,0,3.200000047683716,2.500000037252903,0.002500000037252903
2,bf16,63,1.0,original,1,3.200000047683716,2.500000037252903,0.002500000037252903
2,bf16,63,1.0,original,2,3.200000047683716,2.500000037252903,0.002500000037252903
2,bf16,63,1.0,original,3,3.1989760398864746,2.4992000311613083,0.0024992000311613084
2,bf16,63,1.0,original,4,3.200000047683716,2.500000037252903,0.002500000037252903
2,bf16,63,1.0,contiguous256,0,3.023871898651123,2.36239992082119,0.00236239992082119
2,bf16,63,1.0,contiguous256,1,3.0208001136779785,2.3600000888109207,0.0023600000888109205
2,bf16,63,1.0,contiguous256,2,3.022847890853882,2.361599914729595,0.0023615999147295953
2,bf16,63,1.0,contiguous256,3,3.0218238830566406,2.3607999086380005,0.0023607999086380006
2,bf16,63,1.0,contiguous256,4,3.0208001136779785,2.3600000888109207,0.0023600000888109205
2,fp16,4097,0.0625,original,0,7.211008071899414,5.633600056171417,0.005633600056171417
2,fp16,4097,0.0625,original,1,7.209983825683594,5.632799863815308,0.0056327998638153074
2,fp16,4097,0.0625,original,2,7.204864025115967,5.628800019621849,0.005628800019621849
2,fp16,4097,0.0625,original,3,7.208960056304932,5.632000043988228,0.005632000043988228
2,fp16,4097,0.0625,original,4,7.207935810089111,5.631199851632118,0.005631199851632118
2,fp16,4097,0.0625,contiguous256,0,6.6611199378967285,5.203999951481819,0.0052039999514818195
2,fp16,4097,0.0625,contiguous256,1,6.656000137329102,5.200000107288361,0.00520000010728836
2,fp16,4097,0.0625,contiguous256,2,6.657023906707764,5.20079992711544,0.005200799927115441
2,fp16,4097,0.0625,contiguous256,3,6.653952121734619,5.198400095105171,0.005198400095105171
2,fp16,4097,0.0625,contiguous256,4,6.659071922302246,5.20239993929863,0.00520239993929863
2,fp16,256,0.0625,original,0,3.2921600341796875,2.572000026702881,0.002572000026702881
2,fp16,256,0.0625,original,1,3.2911360263824463,2.571200020611286,0.002571200020611286
2,fp16,256,0.0625,original,2,3.2921600341796875,2.572000026702881,0.002572000026702881
2,fp16,256,0.0625,original,3,3.2911360263824463,2.571200020611286,0.002571200020611286
2,fp16,256,0.0625,original,4,3.2911360263824463,2.571200020611286,0.002571200020611286
2,fp16,256,0.0625,contiguous256,0,3.1191039085388184,2.436799928545952,0.002436799928545952
2,fp16,256,0.0625,contiguous256,1,3.1160318851470947,2.4343999102711678,0.0024343999102711678
2,fp16,256,0.0625,contiguous256,2,3.1150081157684326,2.433600090444088,0.002433600090444088
2,fp16,256,0.0625,contiguous256,3,3.1160318851470947,2.4343999102711678,0.0024343999102711678
2,fp16,256,0.0625,contiguous256,4,3.1150081157684326,2.433600090444088,0.002433600090444088
2,fp16,16385,0.0625,original,0,19.164159774780273,14.971999824047089,0.014971999824047089
2,fp16,16385,0.0625,original,1,20.23423957824707,15.807999670505524,0.015807999670505522
2,fp16,16385,0.0625,original,2,20.46976089477539,15.992000699043274,0.015992000699043274
2,fp16,16385,0.0625,original,3,20.534271240234375,16.042399406433105,0.016042399406433105
2,fp16,16385,0.0625,original,4,20.586496353149414,16.08320027589798,0.01608320027589798
2,fp16,16385,0.0625,contiguous256,0,18.2476806640625,14.256000518798828,0.014256000518798828
2,fp16,16385,0.0625,contiguous256,1,18.689023971557617,14.600799977779388,0.014600799977779388
2,fp16,16385,0.0625,contiguous256,2,19.274751663208008,15.058399736881256,0.015058399736881256
2,fp16,16385,0.0625,contiguous256,3,19.207168579101562,15.005600452423096,0.015005600452423096
2,fp16,16385,0.0625,contiguous256,4,19.353599548339844,15.119999647140503,0.015119999647140503
2,bf16,4097,1.0,original,0,7.171072006225586,5.602400004863739,0.005602400004863739
2,bf16,4097,1.0,original,1,7.172095775604248,5.603199824690819,0.005603199824690819
2,bf16,4097,1.0,original,2,7.1741437911987305,5.604799836874008,0.005604799836874008
2,bf16,4097,1.0,original,3,7.170048236846924,5.601600185036659,0.00560160018503666
2,bf16,4097,1.0,original,4,7.173120021820068,5.604000017046928,0.005604000017046929
2,bf16,4097,1.0,contiguous256,0,6.677504062652588,5.216800048947334,0.005216800048947335
2,bf16,4097,1.0,contiguous256,1,6.6754560470581055,5.215200036764145,0.005215200036764145
2,bf16,4097,1.0,contiguous256,2,6.676479816436768,5.215999856591225,0.005215999856591225
2,bf16,4097,1.0,contiguous256,3,6.67852783203125,5.217599868774414,0.005217599868774414
2,bf16,4097,1.0,contiguous256,4,6.674431800842285,5.214399844408035,0.0052143998444080355
2,bf16,2,1.0,original,0,3.0074880123138428,2.3496000096201897,0.0023496000096201895
2,bf16,2,1.0,original,1,3.0064640045166016,2.348800003528595,0.002348800003528595
2,bf16,2,1.0,original,2,3.004415988922119,2.3471999913454056,0.0023471999913454054
2,bf16,2,1.0,original,3,3.0054399967193604,2.3479999974370003,0.002347999997437
2,bf16,2,1.0,original,4,3.004415988922119,2.3471999913454056,0.0023471999913454054
2,bf16,2,1.0,contiguous256,0,2.8477439880371094,2.2247999906539917,0.0022247999906539915
2,bf16,2,1.0,contiguous256,1,2.8477439880371094,2.2247999906539917,0.0022247999906539915
2,bf16,2,1.0,contiguous256,2,2.845695972442627,2.2231999784708023,0.002223199978470802
2,bf16,2,1.0,contiguous256,3,2.845695972442627,2.2231999784708023,0.002223199978470802
2,bf16,2,1.0,contiguous256,4,2.8446719646453857,2.2223999723792076,0.0022223999723792074
2,bf16,16383,0.0625,original,0,19.749887466430664,15.429599583148956,0.015429599583148957
2,bf16,16383,0.0625,original,1,20.392959594726562,15.931999683380127,0.015931999683380126
2,bf16,16383,0.0625,original,2,20.834304809570312,16.276800632476807,0.016276800632476808
2,bf16,16383,0.0625,original,3,20.8353271484375,16.277599334716797,0.016277599334716796
2,bf16,16383,0.0625,original,4,20.814847946166992,16.261599957942963,0.016261599957942963
2,bf16,16383,0.0625,contiguous256,0,17.932287216186523,14.009599387645721,0.014009599387645722
2,bf16,16383,0.0625,contiguous256,1,19.21228790283203,15.009599924087524,0.015009599924087524
2,bf16,16383,0.0625,contiguous256,2,19.21023941040039,15.007999539375305,0.015007999539375306
2,bf16,16383,0.0625,contiguous256,3,19.21843147277832,15.014399588108063,0.015014399588108063
2,bf16,16383,0.0625,contiguous256,4,19.21331214904785,15.010400116443634,0.015010400116443634
2,bf16,256,0.0625,original,0,3.3126399517059326,2.58799996227026,0.0025879999622702597
2,bf16,256,0.0625,original,1,3.31059193611145,2.5863999500870705,0.0025863999500870703
2,bf16,256,0.0625,original,2,3.309567928314209,2.5855999439954758,0.0025855999439954756
2,bf16,256,0.0625,original,3,3.31059193611145,2.5863999500870705,0.0025863999500870703
2,bf16,256,0.0625,original,4,3.309567928314209,2.5855999439954758,0.0025855999439954756
2,bf16,256,0.0625,contiguous256,0,3.132416009902954,2.447200007736683,0.002447200007736683
2,bf16,256,0.0625,contiguous256,1,3.132416009902954,2.447200007736683,0.002447200007736683
2,bf16,256,0.0625,contiguous256,2,3.132416009902954,2.447200007736683,0.002447200007736683
2,bf16,256,0.0625,contiguous256,3,3.131392002105713,2.446400001645088,0.002446400001645088
2,bf16,256,0.0625,contiguous256,4,3.1334400177001953,2.4480000138282776,0.0024480000138282776
2,fp16,63,1.0,original,0,3.1928319931030273,2.49439999461174,0.00249439999461174
2,fp16,63,1.0,original,1,3.1897599697113037,2.491999976336956,0.002491999976336956
2,fp16,63,1.0,original,2,3.190783977508545,2.4927999824285507,0.002492799982428551
2,fp16,63,1.0,original,3,3.190783977508545,2.4927999824285507,0.002492799982428551
2,fp16,63,1.0,original,4,3.190783977508545,2.4927999824285507,0.002492799982428551
2,fp16,63,1.0,contiguous256,0,3.023871898651123,2.36239992082119,0.00236239992082119
2,fp16,63,1.0,contiguous256,1,3.018752098083496,2.3584000766277313,0.002358400076627731
2,fp16,63,1.0,contiguous256,2,3.0218238830566406,2.3607999086380005,0.0023607999086380006
2,fp16,63,1.0,contiguous256,3,3.018752098083496,2.3584000766277313,0.002358400076627731
2,fp16,63,1.0,contiguous256,4,3.017728090286255,2.3576000705361366,0.0023576000705361365
2,fp16,16,0.0625,original,0,3.1600639820098877,2.4687999859452248,0.0024687999859452246
2,fp16,16,0.0625,original,1,3.1590399742126465,2.46799997985363,0.00246799997985363
2,fp16,16,0.0625,original,2,3.155967950820923,2.465599961578846,0.002465599961578846
2,fp16,16,0.0625,original,3,3.155967950820923,2.465599961578846,0.002465599961578846
2,fp16,16,0.0625,original,4,3.1989760398864746,2.4992000311613083,0.0024992000311613084
2,fp16,16,0.0625,contiguous256,0,2.9951999187469482,2.3399999365210533,0.002339999936521053
2,fp16,16,0.0625,contiguous256,1,2.994175910949707,2.3391999304294586,0.0023391999304294584
2,fp16,16,0.0625,contiguous256,2,2.9921278953552246,2.3375999182462692,0.002337599918246269
2,fp16,16,0.0625,contiguous256,3,2.9921278953552246,2.3375999182462692,0.002337599918246269
2,fp16,16,0.0625,contiguous256,4,2.9962239265441895,2.340799942612648,0.002340799942612648
2,bf16,258,0.0625,original,0,3.304447889328003,2.5815999135375023,0.002581599913537502
2,bf16,258,0.0625,original,1,3.3024001121520996,2.580000087618828,0.002580000087618828
2,bf16,258,0.0625,original,2,3.5624959468841553,2.7831999585032463,0.0027831999585032465
2,bf16,258,0.0625,original,3,4.254720211029053,3.3240001648664474,0.0033240001648664474
2,bf16,258,0.0625,original,4,4.25164794921875,3.3215999603271484,0.0033215999603271483
2,bf16,258,0.0625,contiguous256,0,3.1334400177001953,2.4480000138282776,0.0024480000138282776
2,bf16,258,0.0625,contiguous256,1,3.131392002105713,2.446400001645088,0.002446400001645088
2,bf16,258,0.0625,contiguous256,2,3.1303679943084717,2.4455999955534935,0.0024455999955534935
2,bf16,258,0.0625,contiguous256,3,4.030464172363281,3.1488001346588135,0.0031488001346588134
2,bf16,258,0.0625,contiguous256,4,4.031487941741943,3.1495999544858932,0.0031495999544858934
2,bf16,65,0.0625,original,0,4.149248123168945,3.2416000962257385,0.0032416000962257386
2,bf16,65,0.0625,original,1,4.1451520919799805,3.2384000718593597,0.00323840007185936
2,bf16,65,0.0625,original,2,4.148223876953125,3.240799903869629,0.003240799903869629
2,bf16,65,0.0625,original,3,4.146175861358643,3.2391998916864395,0.0032391998916864394
2,bf16,65,0.0625,original,4,4.146175861358643,3.2391998916864395,0.0032391998916864394
2,bf16,65,0.0625,contiguous256,0,3.926016092300415,3.0672000721096992,0.0030672000721096992
2,bf16,65,0.0625,contiguous256,1,3.926016092300415,3.0672000721096992,0.0030672000721096992
2,bf16,65,0.0625,contiguous256,2,3.9280641078948975,3.0688000842928886,0.0030688000842928886
2,bf16,65,0.0625,contiguous256,3,3.926016092300415,3.0672000721096992,0.0030672000721096992
2,bf16,65,0.0625,contiguous256,4,3.926016092300415,3.0672000721096992,0.0030672000721096992
2,fp16,18,0.0625,original,0,4.064256191253662,3.1752001494169235,0.0031752001494169237
2,fp16,18,0.0625,original,1,4.063231945037842,3.174399957060814,0.003174399957060814
2,fp16,18,0.0625,original,2,4.063231945037842,3.174399957060814,0.003174399957060814
2,fp16,18,0.0625,original,3,4.065279960632324,3.1759999692440033,0.0031759999692440033
2,fp16,18,0.0625,original,4,4.063231945037842,3.174399957060814,0.003174399957060814
2,fp16,18,0.0625,contiguous256,0,3.856384038925171,3.0128000304102898,0.0030128000304102897
2,fp16,18,0.0625,contiguous256,1,3.852288007736206,3.009600006043911,0.003009600006043911
2,fp16,18,0.0625,contiguous256,2,3.851263999938965,3.0087999999523163,0.003008799999952316
2,fp16,18,0.0625,contiguous256,3,3.8533120155334473,3.0104000121355057,0.0030104000121355056
2,fp16,18,0.0625,contiguous256,4,3.8502399921417236,3.0079999938607216,0.0030079999938607215
2,bf16,16,1.0,original,0,4.069375991821289,3.179199993610382,0.003179199993610382
2,bf16,16,1.0,original,1,4.067327976226807,3.1775999814271927,0.0031775999814271927
2,bf16,16,1.0,original,2,4.072447776794434,3.1815998256206512,0.003181599825620651
2,bf16,16,1.0,original,3,4.0663042068481445,3.176800161600113,0.003176800161600113
2,bf16,16,1.0,original,4,4.067327976226807,3.1775999814271927,0.0031775999814271927
2,bf16,16,1.0,contiguous256,0,3.8389759063720703,2.99919992685318,0.00299919992685318
2,bf16,16,1.0,contiguous256,1,3.837951898574829,2.9983999207615852,0.002998399920761585
2,bf16,16,1.0,contiguous256,2,3.837951898574829,2.9983999207615852,0.002998399920761585
2,bf16,16,1.0,contiguous256,3,3.837951898574829,2.9983999207615852,0.002998399920761585
2,bf16,16,1.0,contiguous256,4,3.843071937561035,3.0023999512195587,0.0030023999512195586
2,fp16,256,1.0,original,0,4.223999977111816,3.2999999821186066,0.0032999999821186066
2,fp16,256,1.0,original,1,4.223999977111816,3.2999999821186066,0.0032999999821186066
2,fp16,256,1.0,original,2,4.225024223327637,3.300800174474716,0.0033008001744747164
2,fp16,256,1.0,original,3,4.223999977111816,3.2999999821186066,0.0032999999821186066
2,fp16,256,1.0,original,4,4.223999977111816,3.2999999821186066,0.0032999999821186066
2,fp16,256,1.0,contiguous256,0,4.00383996963501,3.1279999762773514,0.0031279999762773513
2,fp16,256,1.0,contiguous256,1,4.002816200256348,3.1272001564502716,0.0031272001564502717
2,fp16,256,1.0,contiguous256,2,4.00486421585083,3.128800168633461,0.003128800168633461
2,fp16,256,1.0,contiguous256,3,4.000768184661865,3.125600144267082,0.0031256001442670823
2,fp16,256,1.0,contiguous256,4,4.00383996963501,3.1279999762773514,0.0031279999762773513
2,fp16,16383,0.0625,original,0,24.68556785583496,19.285599887371063,0.019285599887371063
2,fp16,16383,0.0625,original,1,24.67840003967285,19.280000030994415,0.019280000030994414
2,fp16,16383,0.0625,original,2,24.666112899780273,19.27040070295334,0.019270400702953338
2,fp16,16383,0.0625,original,3,24.66815948486328,19.27199959754944,0.01927199959754944
2,fp16,16383,0.0625,original,4,24.66815948486328,19.27199959754944,0.01927199959754944
2,fp16,16383,0.0625,contiguous256,0,23.026687622070312,17.98959970474243,0.017989599704742433
2,fp16,16383,0.0625,contiguous256,1,23.025663375854492,17.988799512386322,0.01798879951238632
2,fp16,16383,0.0625,contiguous256,2,23.019519805908203,17.983999848365784,0.017983999848365784
2,fp16,16383,0.0625,contiguous256,3,23.013376235961914,17.979200184345245,0.017979200184345245
2,fp16,16383,0.0625,contiguous256,4,19.685375213623047,15.379199385643005,0.015379199385643005
2,bf16,16,0.0625,original,0,3.1836159229278564,2.487199939787388,0.002487199939787388
2,bf16,16,0.0625,original,1,3.1836159229278564,2.487199939787388,0.002487199939787388
2,bf16,16,0.0625,original,2,3.1825919151306152,2.486399933695793,0.0024863999336957932
2,bf16,16,0.0625,original,3,3.1836159229278564,2.487199939787388,0.002487199939787388
2,bf16,16,0.0625,original,4,3.1836159229278564,2.487199939787388,0.002487199939787388
2,bf16,16,0.0625,contiguous256,0,3.0115840435028076,2.3528000339865685,0.0023528000339865683
2,bf16,16,0.0625,contiguous256,1,3.009536027908325,2.351200021803379,0.002351200021803379
2,bf16,16,0.0625,contiguous256,2,3.008512020111084,2.3504000157117844,0.002350400015711784
2,bf16,16,0.0625,contiguous256,3,3.0074880123138428,2.3496000096201897,0.0023496000096201895
2,bf16,16,0.0625,contiguous256,4,3.008512020111084,2.3504000157117844,0.002350400015711784
2,fp16,2,1.0,original,0,2.978816032409668,2.327200025320053,0.002327200025320053
2,fp16,2,1.0,original,1,2.974720001220703,2.3240000009536743,0.0023240000009536743
2,fp16,2,1.0,original,2,2.9757440090179443,2.324800007045269,0.002324800007045269
2,fp16,2,1.0,original,3,2.9767680168151855,2.3256000131368637,0.0023256000131368637
2,fp16,2,1.0,original,4,2.974720001220703,2.3240000009536743,0.0023240000009536743
2,fp16,2,1.0,contiguous256,0,2.822144031524658,2.204800024628639,0.0022048000246286392
2,fp16,2,1.0,contiguous256,1,2.820096015930176,2.20320001244545,0.00220320001244545
2,fp16,2,1.0,contiguous256,2,2.822144031524658,2.204800024628639,0.0022048000246286392
2,fp16,2,1.0,contiguous256,3,2.821120023727417,2.2040000185370445,0.0022040000185370445
2,fp16,2,1.0,contiguous256,4,2.820096015930176,2.20320001244545,0.00220320001244545
2,bf16,16385,1.0,original,0,19.558399200439453,15.279999375343323,0.015279999375343323
2,bf16,16385,1.0,original,1,20.579328536987305,16.077600419521332,0.016077600419521332
2,bf16,16385,1.0,original,2,20.84556770324707,16.285599768161774,0.016285599768161775
2,bf16,16385,1.0,original,3,20.727807998657227,16.19359999895096,0.01619359999895096
2,bf16,16385,1.0,original,4,20.537343978881836,16.044799983501434,0.016044799983501435
2,bf16,16385,1.0,contiguous256,0,17.934335708618164,14.01119977235794,0.01401119977235794
2,bf16,16385,1.0,contiguous256,1,19.371007919311523,15.133599936962128,0.015133599936962127
2,bf16,16385,1.0,contiguous256,2,19.360767364501953,15.12559950351715,0.015125599503517152
2,bf16,16385,1.0,contiguous256,3,19.077119827270508,14.903999865055084,0.014903999865055084
2,bf16,16385,1.0,contiguous256,4,19.075071334838867,14.902399480342865,0.014902399480342865
2,fp16,255,1.0,original,0,3.279871940612793,2.5623999536037445,0.0025623999536037445
2,fp16,255,1.0,original,1,3.2767999172210693,2.5599999353289604,0.0025599999353289604
2,fp16,255,1.0,original,2,3.2788479328155518,2.56159994751215,0.00256159994751215
2,fp16,255,1.0,original,3,3.2778239250183105,2.560799941420555,0.002560799941420555
2,fp16,255,1.0,original,4,3.2778239250183105,2.560799941420555,0.002560799941420555
2,fp16,255,1.0,contiguous256,0,3.1160318851470947,2.4343999102711678,0.0024343999102711678
2,fp16,255,1.0,contiguous256,1,3.1160318851470947,2.4343999102711678,0.0024343999102711678
2,fp16,255,1.0,contiguous256,2,3.1139841079711914,2.4328000843524933,0.0024328000843524935
2,fp16,255,1.0,contiguous256,3,3.1139841079711914,2.4328000843524933,0.0024328000843524935
2,fp16,255,1.0,contiguous256,4,3.1150081157684326,2.433600090444088,0.002433600090444088
2,bf16,256,1.0,original,0,3.3157119750976562,2.590399980545044,0.0025903999805450438
2,bf16,256,1.0,original,1,3.314687967300415,2.5895999744534492,0.002589599974453449
2,bf16,256,1.0,original,2,3.3157119750976562,2.590399980545044,0.0025903999805450438
2,bf16,256,1.0,original,3,3.313663959503174,2.5887999683618546,0.0025887999683618544
2,bf16,256,1.0,original,4,3.314687967300415,2.5895999744534492,0.002589599974453449
2,bf16,256,1.0,contiguous256,0,3.147775888442993,2.4591999128460884,0.0024591999128460882
2,bf16,256,1.0,contiguous256,1,3.1436800956726074,2.4560000747442245,0.0024560000747442245
2,bf16,256,1.0,contiguous256,2,3.1447041034698486,2.4568000808358192,0.0024568000808358192
2,bf16,256,1.0,contiguous256,3,3.1447041034698486,2.4568000808358192,0.0024568000808358192
2,bf16,256,1.0,contiguous256,4,3.1436800956726074,2.4560000747442245,0.0024560000747442245
2,bf16,255,1.0,original,0,3.31059193611145,2.5863999500870705,0.0025863999500870703
2,bf16,255,1.0,original,1,3.3075199127197266,2.5839999318122864,0.002583999931812286
2,bf16,255,1.0,original,2,3.3075199127197266,2.5839999318122864,0.002583999931812286
2,bf16,255,1.0,original,3,3.3064959049224854,2.5831999257206917,0.0025831999257206915
2,bf16,255,1.0,original,4,3.3085439205169678,2.584799937903881,0.002584799937903881
2,bf16,255,1.0,contiguous256,0,3.1344640254974365,2.4488000199198723,0.0024488000199198723
2,bf16,255,1.0,contiguous256,1,3.1344640254974365,2.4488000199198723,0.0024488000199198723
2,bf16,255,1.0,contiguous256,2,3.132416009902954,2.447200007736683,0.002447200007736683
2,bf16,255,1.0,contiguous256,3,3.1344640254974365,2.4488000199198723,0.0024488000199198723
2,bf16,255,1.0,contiguous256,4,3.132416009902954,2.447200007736683,0.002447200007736683
2,fp16,4097,1.0,original,0,9.341952323913574,7.29840025305748,0.0072984002530574795
2,fp16,4097,1.0,original,1,9.340928077697754,7.29760006070137,0.007297600060701371
2,fp16,4097,1.0,original,2,9.341952323913574,7.29840025305748,0.0072984002530574795
2,fp16,4097,1.0,original,3,9.339903831481934,7.296799868345261,0.007296799868345261
2,fp16,4097,1.0,original,4,9.33785629272461,7.295200228691101,0.007295200228691101
2,fp16,4097,1.0,contiguous256,0,8.59443187713623,6.71439990401268,0.00671439990401268
2,fp16,4097,1.0,contiguous256,1,8.591360092163086,6.712000072002411,0.006712000072002411
2,fp16,4097,1.0,contiguous256,2,8.582143783569336,6.704799830913544,0.006704799830913544
2,fp16,4097,1.0,contiguous256,3,8.588288307189941,6.709600239992142,0.006709600239992142
2,fp16,4097,1.0,contiguous256,4,8.583168029785156,6.705600023269653,0.0067056000232696535
2,fp16,16383,1.0,original,0,19.186687469482422,14.989599585533142,0.014989599585533142
2,fp16,16383,1.0,original,1,20.25881576538086,15.827199816703796,0.015827199816703795
2,fp16,16383,1.0,original,2,20.511743545532227,16.024799644947052,0.016024799644947053
2,fp16,16383,1.0,original,3,20.590591430664062,16.0863995552063,0.0160863995552063
2,fp16,16383,1.0,original,4,20.69196891784668,16.16560071706772,0.01616560071706772
2,fp16,16383,1.0,contiguous256,0,18.717695236206055,14.62319940328598,0.014623199403285981
2,fp16,16383,1.0,contiguous256,1,18.891775131225586,14.759199321269989,0.014759199321269989
2,fp16,16383,1.0,contiguous256,2,19.559423446655273,15.280799567699432,0.015280799567699432
2,fp16,16383,1.0,contiguous256,3,19.403776168823242,15.159200131893158,0.015159200131893157
2,fp16,16383,1.0,contiguous256,4,19.364864349365234,15.12880027294159,0.015128800272941589
2,fp16,3,0.0625,original,0,2.9573121070861816,2.3104000836610794,0.0023104000836610796
2,fp16,3,0.0625,original,1,2.950144052505493,2.3048000410199165,0.0023048000410199167
2,fp16,3,0.0625,original,2,2.950144052505493,2.3048000410199165,0.0023048000410199167
2,fp16,3,0.0625,original,3,2.950144052505493,2.3048000410199165,0.0023048000410199167
