dtype,dim,rows,normalized,mode,original_target,run1_baseline128_us,run1_candidate256_us,run1_time_reduction_percent,run1_dao_us,run1_dao_over_candidate,run2_baseline128_us,run2_candidate256_us,run2_time_reduction_percent,run2_dao_us,run2_dao_over_candidate,run3_baseline128_us,run3_candidate256_us,run3_time_reduction_percent,run3_dao_us,run3_dao_over_candidate,min_time_reduction_percent,max_time_reduction_percent,stable_at_least_5_percent,any_run_regression_over_3_percent,every_run_regression_over_3_percent
fp16,16,4096,True,fused_int4,True,1.9832000136375427,1.8055999651551247,8.955226263672111,,,1.9832000136375427,1.807199977338314,8.874547957289147,,,1.9840000197291374,1.807199977338314,8.91129237059991,,,8.874547957289147,8.955226263672111,True,False,False
fp16,16,4096,True,transform,True,1.7000000923871994,1.458400022238493,14.211768059932472,3.2712001353502274,2.2430060926146136,1.7023999243974686,1.4623249880969524,14.102146790536663,3.2680001109838486,2.2347974202620815,1.7031999304890633,1.462399959564209,14.138091871323066,3.2712001353502274,2.2368710515589973,14.102146790536663,14.211768059932472,True,False,False
fp16,16,4097,False,fused_int4,False,1.9832000136375427,1.8015999346971512,9.156922029629511,,,1.9840000197291374,1.8023999407887459,9.153229694281162,,,1.9840000197291374,1.8031999468803406,9.112906807000954,,,9.112906807000954,9.156922029629511,True,False,False
fp16,16,4097,False,transform,False,1.7015999183058739,1.4551999978721142,14.480484970819541,3.2687999308109283,2.2462891256121322,1.7023999243974686,1.4576000161468983,14.379694497296958,3.2680001109838486,2.2420417637087184,1.7031999304890633,1.4582999981939793,14.378812957370336,3.2680001109838486,2.2409655866632923,14.378812957370336,14.480484970819541,True,False,False
fp16,16,4097,True,fused_int4,False,1.9807500764727592,1.807199977338314,8.76183730576935,,,1.9807999953627586,1.8079999834299088,8.7237486034628,,,1.9816000014543533,1.8103500828146935,8.64200234729383,,,8.64200234729383,8.76183730576935,True,False,False
fp16,16,4097,True,transform,False,1.69840008020401,1.45279997959733,14.460674105548721,3.2655999064445496,2.2477973239989097,1.699100062251091,1.4551999978721142,14.354661611620468,3.2623998820781708,2.241891071226401,1.7000000923871994,1.4560000039637089,14.352945597835653,3.26480008661747,2.2423077456934166,14.352945597835653,14.460674105548721,True,False,False
fp16,16,16383,False,transform,False,3.261600062251091,2.4328000843524933,25.41084014226369,9.47519987821579,3.8947712716549336,3.261600062251091,2.4328000843524933,25.41084014226369,9.47280004620552,3.89378482314825,3.2632000744342804,2.433600090444088,25.42289669854261,9.47360023856163,3.8928336154166026,25.41084014226369,25.42289669854261,True,False,False
fp16,16,16383,True,transform,False,3.0400000512599945,2.2624000906944275,25.578945639927664,8.771075308322906,3.876889567145786,3.266400098800659,2.4375999346375465,25.373504135865886,9.466399997472763,3.8834920624004483,2.991200052201748,2.2352000698447227,25.27413643900388,8.65039974451065,3.8700785049239848,25.27413643900388,25.578945639927664,True,False,False
fp16,16,16384,False,transform,True,3.030399978160858,2.266399934887886,25.211194851467823,8.776000142097473,3.87222043515087,2.983199991285801,2.234400063753128,25.10056079780054,8.65359976887703,3.872896313089767,2.9848000034689903,2.2336000576615334,25.16751356655047,8.655200153589249,3.874999968727977,25.10056079780054,25.211194851467823,True,False,False
fp16,16,16384,True,transform,True,3.0327999964356422,2.260800078511238,25.455022383002913,8.772800117731094,3.8803962372064675,2.985600009560585,2.2287750616669655,25.349174218585546,8.6496002972126,3.880876292084547,2.9864000156521797,2.22960002720356,25.341547832913047,8.65039974451065,3.8797989051696757,25.341547832913047,25.455022383002913,True,False,False
fp16,16,16385,False,transform,False,2.993600070476532,2.2360000759363174,25.307321509369718,8.657500147819519,3.8718693442772896,2.991200052201748,2.2336000576615334,25.327627083403005,8.656799793243408,3.8757161397580915,2.993600070476532,2.234400063753128,25.360769269441917,8.658400177955627,3.875044723822684,25.307321509369718,25.360769269441917,True,False,False
fp16,16,16385,True,transform,False,2.988000027835369,2.2328000515699387,25.274430027784454,8.65435004234314,3.8760076327739448,2.9864000156521797,2.2319750860333443,25.26201867347907,8.65280032157898,3.8767459259398347,2.988800033926964,2.2336000576615334,25.267664871951247,8.654399961233139,3.874641716428795,25.26201867347907,25.274430027784454,True,False,False
fp16,64,4095,False,fused_int4,False,1.8384000286459923,1.7023999243974686,7.397742718090017,,,1.8368000164628029,1.7031999304890633,7.273523779198266,,,1.839200034737587,1.7039250582456589,7.355098626410628,,,7.273523779198266,7.397742718090017,True,False,False
fp16,64,4095,False,transform,False,1.587199978530407,1.4480000361800194,8.770157776795918,3.0191749334335327,2.085065509665623,1.5863999724388123,1.4478749595582485,8.732035759405987,3.017600066959858,2.0841579219524164,1.5879999846220016,1.450399961322546,8.664988956672381,3.0184000730514526,2.0810811869431705,8.664988956672381,8.770157776795918,True,False,False
fp16,64,4095,True,fused_int4,False,1.8319500610232353,1.6976000741124153,7.333714481047526,,,1.83119997382164,1.699100062251091,7.213844116372603,,,1.8343999981880188,1.6992000862956047,7.370252509047193,,,7.213844116372603,7.370252509047193,True,False,False
fp16,64,4095,True,transform,False,1.5863999724388123,1.444000005722046,8.976296595482868,3.0136000365018845,2.086980626426652,1.5855999663472176,1.4415999874472618,9.081734482606718,3.0127249658107758,2.089848079941795,1.5887999907135963,1.44640002399683,8.962737131739818,3.0136000365018845,2.083517689784337,8.962737131739818,9.081734482606718,True,False,False
fp16,64,4096,False,fused_int4,True,1.8352000042796135,1.69840008020401,7.454224267469023,,,1.8352000042796135,1.6968000680208206,7.541408889279078,,,1.8368000164628029,1.69840008020401,7.5348396678107115,,,7.454224267469023,7.541408889279078,True,False,False
fp16,64,4096,False,transform,True,1.587199978530407,1.4471500180661678,8.823712346185374,3.0136000365018845,2.082437894399483,1.5863999724388123,1.444000005722046,8.976296595482868,3.0128000304102898,2.086426605589793,1.5887999907135963,1.4454499818384647,9.022533340445648,3.0136000365018845,2.084887110842046,8.823712346185374,9.022533340445648,True,False,False
fp16,64,4096,True,fused_int4,True,1.8343249335885048,1.69840008020401,7.4100750033737945,,,1.831975020468235,1.6968000680208206,7.378646047961124,,,1.8343999981880188,1.69840008020401,7.413863831135337,,,7.378646047961124,7.413863831135337,True,False,False
fp16,64,4096,True,transform,True,1.5871500596404076,1.4415999874472618,9.170529989213637,3.0168000608682632,2.0926748662160537,1.5855999663472176,1.4423999935388565,9.031280010572528,3.015200048685074,2.090404923870965,1.5887999907135963,1.4423999935388565,9.214501386608486,3.0175000429153442,2.091999484492549,9.031280010572528,9.214501386608486,True,False,False
fp16,64,4097,False,fused_int4,False,2.0062999799847603,1.863200031220913,7.132530039946183,,,2.0047999918460846,1.8624000251293182,7.102951281720616,,,2.008800022304058,1.8672000616788864,7.048982429956318,,,7.048982429956318,7.132530039946183,True,False,False
fp16,64,4097,False,transform,False,1.7447000369429588,1.5920000150799751,8.75222207999392,3.3039499074220657,2.075345399576576,1.5855999663472176,1.448800042271614,8.627644234299058,3.0167249962687492,2.0822231558875037,1.589599996805191,1.448800042271614,8.857571390070419,3.015200048685074,2.0811705968461025,8.627644234299058,8.857571390070419,True,False,False
fp16,64,4097,True,fused_int4,False,2.0072000101208687,1.8664000555872917,7.01474461058309,,,2.0072000101208687,1.865600049495697,7.0546014304097575,,,2.0072000101208687,1.8672000616788864,6.974887790756423,,,6.974887790756423,7.0546014304097575,True,False,False
